"[ 지인에게 선물받아서 사용하게 됐어요큰 박스 패키지를 열어보니], 긍정 텍스트 확률 : 61.39%"
"[ 다음번 코스트코 장볼때 또 사러가야겠다♡ ], 긍정 텍스트 확률 : 58.70%"
"[ 몸에 잘맞고 부드럽고흡수력 좋고샘방지 되어있고통기성도 좋다는 설명스몰사이즈는까지 쓸수있다 ], 긍정 텍스트 확률 : 87.22%"
"[ 윗쪽에 따는선을 따라서 뜯어준다기저귀 처음 뜯을때 기분 좋음 ], 긍정 텍스트 확률 : 90.96%"
"[ 로아한테 슈프림 기저귀 입혀봄모서리 부분이 살이 닿지 않게잘 붙여주고], 긍정 텍스트 확률 : 51.79%"
"[ 가볍고 얇은 소재라고 설명이 되어있는데 실제로도 얇고 가벼운 기저귀입니다. ], 긍정 텍스트 확률 : 93.28%"
"[ 결혼후에 코코 가입해서 년정도 이용했는데 이 카페는 최근에 알아서 가입했어요첫글로 그동안 코코 쇼핑하면서 느낀 점들 써봅니다. 정기적인 할인은 대개 상반기에 집중되어 있고 여름철엔 식료품 중심으로 할인하는 경우가 일반적입니다. 또한 회사별], 긍정 텍스트 확률 : 58.68%"
"[유한킴벌리등 물품으로 할인하는 기간이 있습니다.. 할인율은 대략 입니다. 계절별 물품은 두달전에 미리 배열하는 것 같습니다 그래서 정작 해당 계절에 물건 사려면 많이 입는 사이즈나 좋은 물건이 없더라구요 정말 필요한건 미리 준비해야 합니다. 식료품 중에서 대량판매품목은 두가정이상이 사서 나눠쓰는게 좋고 단일 가정에서 먹으려면 냉동식품을 구매하는 것이 낫습니다 초창기 그런 품목 구매후 안먹고 버리는 경우가 많습니다. 코코 품목중 좋다고 생각하는건 역시 유아품목 아닐까요 유아의류], 긍정 텍스트 확률 : 77.53%"
"[기저귀커클랜드 브랜드이지만 유한킴벌리제조품임], 긍정 텍스트 확률 : 81.02%"
"[도서류가 좋네요. 다만 전자제품 구매는 인터넷보다 비싼 경우가 많아요 전 코코에선 구매한 경우는 할인적용시밖에 없었네요 반드시 인터넷 검색에누리 사이트후 배송비포함 가격비교 후 구매하고 있어요. 전자제품을 제외한 일반 품목은 저렴한것 같지만 쇼핑에 여유가 있다면 동일모델을 인터넷과 비교 후 사는게 확실합니다], 긍정 텍스트 확률 : 87.31%"
"[.치료 연고..트레티노인 . ...주름 때문에 고민이에요.👉트레티노인 쓰세요..여드름 때문에 고민이에요.👉트레티노인 쓰세요..모공 때문에 고민이에요.👉트레티노인 쓰세요...피부 만능 치료제 트레티노인. 화장품과 달리 피부의 깊은 층에서 작용하기 때문에 피부의 근본적인 치료가 가능합니다. ..이제는 저의 스킨케어 루틴에서 절대 빠질 수 존재가 되었는데], 긍정 텍스트 확률 : 98.10%"
"[시술의 위험성과 고통이 동반되기 때문에 섣불리 추천할 수가.....자세한 사용방법은 ..여기 에서 확인하실 수 있습니다. 사용하실 분들은 필독하시길 바랍니다. ...더마루어 ], 긍정 텍스트 확률 : 79.23%"
"[살리실산 .. ...얕은 깊이의 박피제로 비교적 안전하게 시술할 수 있습니다. ..살리실산은 지용성으로 모공 속으로 침투하기 때문에 여드름], 긍정 텍스트 확률 : 58.92%"
"[ ....자외선 차단제..바이오더마], 긍정 텍스트 확률 : 61.48%"
"[아쿠아리치 에센스 선크림 . ...사용감 갑. 제가 사용해본 자외선 차단제 중 사용감이 가장 뛰어납니다...자외선 차단제가 맞나 싶을 정도로 번들거림 없이 피부에 빠르게 흡수되고 바른 후 자외선 차단제 특유의 무거움과 답답함이 없습니다. ..자외선 차단 기능도], 긍정 텍스트 확률 : 87.85%"
"[콜레스테롤피부영양 등 피부에 다양한 혜택을 주는 성분들이 조화롭게 배합된 바디로션입니다. ..특히 우레아와 락틱산이 들어있어 딱딱하게 굳어버린 두꺼운 각질을 부드럽게 제거할 수 있습니다....하다라보], 긍정 텍스트 확률 : 87.84%"
"[스킨을 으로 저렴하게 판매하고 있습니다...개인적으로 스킨타입 좋아하는데], 긍정 텍스트 확률 : 63.42%"
"[의 우레아와 다섯 종류의 히알루론산이 주변에 수분을 끌어당겨 피부에 머물도록 돕습니다.히알루론산은 자기 무게의 배 이상의 수분 저장 능력을 갖고 있습니다.콧물 제형으로 부드럽고 촉촉한 사용감을 제공합니다. ...비판톨], 긍정 텍스트 확률 : 63.08%"
"[수분 장벽을 강화시켜 줍니다. 피부가 잘 뒤집어지는 분들에게 추천합니다. ....기타..퓨라도르], 긍정 텍스트 확률 : 50.83%"
"[비타민 세럼 . ...드디어 찾은 인생 비타민 세럼. 순수 비타민인 아스코르브산 와 히알루론산], 긍정 텍스트 확률 : 70.92%"
"[보습을 한 번에 관리할 수 있습니다...자세한 내용 ...커클랜드], 긍정 텍스트 확률 : 53.78%"
"[미녹시딜. ...탈모치료제 미녹시딜 년 치. ..두피가 건조한 상태에서 아침저녁으로씩 탈모 부위에 도포해주면 되는데], 긍정 텍스트 확률 : 64.46%"
"[전동 면도기. ...가성비 갑 샤오미의 전동 면도기로 방수 기능이 있습니다. 물로 씻을 수 있기 때문에 위생적으로 사용할 수 있습니다. 면도 후 수염 부위에 뭐 잘 나는 분들에게 추천합니다. ..남자친구 사줬는데 좋아합니다.진짜 좋아하는지는 모르겠지만ㅋ...아쿠아 디 파르마], 긍정 텍스트 확률 : 54.56%"
"[ 미르토 디 파나레아 ...제가 좋아하는 니치 향수...갓 샤워하고 나온듯한 산뜻함과 여름의 싱그러움이 생각나게 하는 향.....백화점 가시면 한 번 시향 해보세요. 진짜 좋음....애플], 긍정 텍스트 확률 : 83.39%"
"[에어팟. ...국내 최저가. 쿠폰 사용하면 만 원대에 구입하실 수 있습니다. 배송도 빠릅니다. ], 긍정 텍스트 확률 : 53.26%"
"[ .위 링크를 통해 구입해주시면 저에게 소정의 포인트가 적립됩니다...아 그리고 잊지 말아야할 것. ..구입하실 때 결제창 밑에 있는 쿠폰 반드시 적용하셔서 구입하세요 ..저는 처음에 있는 줄 모르고 안 함.개억울], 긍정 텍스트 확률 : 90.07%"
"[오랜만에 산모교실에 다녀온 후기를 좀 남겨볼까 해요 임신 전에는 산모교실이 이렇게 종류도 많고 다양한지 몰랐는데 정말 무궁무진하더라구요그 중에서 너무 노골적으로 보험금융상품을 판매하는 곳], 긍정 텍스트 확률 : 90.31%"
"[후기가 좋지 않은 곳들은 제외하고 다양하게 다녀보려고 하는데], 긍정 텍스트 확률 : 53.23%"
"[ 블로그 이웃분들도 많이 다녀오시고 집에서도 멀지 않은 곳에서 열린다고 해서스마일맘 산모교실 에 다녀왔어요. ], 긍정 텍스트 확률 : 90.35%"
"[ 저희 집 주변에서는 영등포 더블유페스타와 강서 메가파티하우스에서 주로 열리는 것 같은데], 긍정 텍스트 확률 : 75.11%"
"[ 건물 지하층에 있는 메가파티하우스여서 개최되는데 내려가시면 안내 배너들이 있어서 찾기는 쉬워요. ], 긍정 텍스트 확률 : 64.52%"
"[금융태아보험 점검 요렇게 가지나와있었답니다.가지 다 강제사항은 없었고], 긍정 텍스트 확률 : 63.54%"
"[ 마침 코스트코에서 나와 계셔서 회원가입신청서를 내고 코스트코 가입 사은품까지 받았답니다코스트코는 한국에서 가입하더라도 미국 등 전 세계에서 함께 쓸 수 있고], 긍정 텍스트 확률 : 55.40%"
"[ 스마일맘 산모교실 행사장 앞 쪽에는 오늘의 경품들을 쭉 진열해놓았어요.작게는 젖병], 긍정 텍스트 확률 : 84.14%"
"[ 강연은 부자되는 강의라고 했지만태아보험 에 대한 이야기였어요. 다만 특정상품을 홍보하는 게 아니라 가입되어 있는 보험 중에 특정 필수담보들이 포함되어 있느냐], 긍정 텍스트 확률 : 62.13%"
"[ 개인적으로는 두번째 강의인해외 직구 초보자 강의 가 더 유익했어요.아이허브나 아마존 등에서 가끔 직구를 하기는 했지만 몰랐던 점도 몇 가지 있었고], 긍정 텍스트 확률 : 65.26%"
"[ 특히출산육아용품 중에 직구로 사면 좋은 아이템들], 긍정 텍스트 확률 : 85.94%"
"[ 제가 좀 뒷 자리에 앉고 행사장이 어두워서 사진이 좀 흐리긴 하지만], 긍정 텍스트 확률 : 64.99%"
"[출산용품 중 직구로 추천하는 제품들이에요. 얼스마마 기저귀 발진크림], 긍정 텍스트 확률 : 93.84%"
"[란시노수유패드], 긍정 텍스트 확률 : 55.63%"
"[알타밀 플러스 분유], 긍정 텍스트 확률 : 76.42%"
"[노래 제목 맞추기 등이 있어서 부담스럽지 않았어요스마일맘의 경우 유인물로 나눠준 이벤트회원가입팔로우 등로 나눠주는 경품이 있고], 긍정 텍스트 확률 : 88.42%"
"[ 베베폼 임신박스는 다음 달에 배송해주신다고 해서 집에서 기다리면 될 것 같아요 지금까지 산모교실 몇 번 다니면서 늘 기본 선물만 받아왔었는데 소소하지만 두개씩이나 당첨되서 기분좋게 왔어요베베폼 임신박스는 택배 받고 나서 한 번 더 포스팅 할 수 있으면 소개해드릴게요], 긍정 텍스트 확률 : 63.75%"
"[강사김선일 실장님 사실 남편은 쌍둥이 조카를 본 경험이 있어서 아기 안기], 긍정 텍스트 확률 : 65.91%"
"[기저귀 갈기 등에 익숙한 사람이예요 ㅎ 이 강의가 가장필요한 사람은 저였습니다. 아직도 목도 못가누는 아이를 제가 잘 안을수 있을까 걱정이예요 속싸개싸는법], 긍정 텍스트 확률 : 88.60%"
"[목욕시켜주는법], 긍정 텍스트 확률 : 52.04%"
"[안는 법 등을 배웠고모유수유에 관해서 알려주셨어요지금 생각하면 모유수유아카데미를 못들은것이 많이 아쉬운데 이 때 받은 유인물과 내용을 기억하며 포기하지 않겠어요 사실저희 엄마도 직장다니시면서 젖이 많이 안돌아서 겸사겸사 빨리 젖을 떼고 분유를 먹였다고 하셔서 유전이겠거니 하고 포기 했는데], 긍정 텍스트 확률 : 92.89%"
"[강사송금례 교수님 이때는 주때였어요.한창 태동을 느끼며 감동을 하고 있지만 태담을 하기엔부부 모두 어색해 하던 때였을때 였습니다.이 강의를 듣고], 긍정 텍스트 확률 : 89.25%"
"[뱃속의 아이가 정말 한 인격체 임을 강하게 느끼게 되었고자연스럽게 그 존재가 인식되더라구요. 말도 조심하게되고 축복하는말만 하게되고 혹여나 아이에게 불평하지 않을수 있게 되었어요. 태교라는 것이 거창하다는 생각보다는 뱃속 아이를 정말 소중하게 생각하게 되었고], 긍정 텍스트 확률 : 99.81%"
"[ 태교도 양육이지 않나 라는 생각을 한것 같아요. 좀더 일찍강의를 들었으면 더 좋았을것 같아요 아이가 제 감정을 느끼고], 긍정 텍스트 확률 : 53.24%"
"[바깥소리를 듣기 전부터 ㅎㅎㅎㅎㅎㅎ아이를 더 소중히 생각할 수 있게 해준 강의예요.나중에 말하려 했는데 문화센터를 통해서미리 준비되지 않았던 엄마인 저보다 더욱우리 아기 축복이가그 존재를 축복받은 것 같습니다.강의 후에다큐멘터리퍼펙트베이비부작을 찾아 보게 되었는데], 긍정 텍스트 확률 : 99.94%"
"[강의 후에 보는것참 좋았습니다. ㅎㅎ월이 그렇게 지나고], 긍정 텍스트 확률 : 79.75%"
"[월은 휴가다 뭐다 해서 너무 바빠서 강의를 신청할 수도 월 수강신청일도 시간을 낼수 없어서 월에 다시 문화센터 수강신청을 했답니다. 월 일주부터 출산휴가를 들어가서 그 동안 하고 싶었던 강의를 몽땅 신청했어요혹시나 중간에 들어갈수 없다그러시면 어쩌지 하고 떨리는 마음으로 신청했는데 다행이 잘 받아주셨어요 ㅠ ㅠ 감사해요먼저 못들었던토요출산교실 부터주남편이 리드하는 라마즈 분만], 긍정 텍스트 확률 : 70.82%"
"[토요일 수업에 부부가 함께와서 분만법을 저희와 함께 들으신 분 중에 그 다음 월요일에 아기 낳으신 분이 있대요 ㅎㅎ 수업 내용을 모두 활용하시고 순산하셨다고 합니다 ㅎㅎ축하드립니다 ㅋㅋ다음 힘내라 워킹맘 직장맘을 위한 야간 특강 스마트한 신생아 돌보기], 긍정 텍스트 확률 : 99.75%"
"[강사김선일 실장님 호호 토요부부출산교실 경쟁이 치열하고], 긍정 텍스트 확률 : 53.73%"
"[남편보다 제가 자신이 없어서 또 신청했습니다.힘내라 워킹맘은 부부가 같이 수업에 참여해도 되고], 긍정 텍스트 확률 : 63.70%"
"[혼자 와도 되는 강의였어요. 실제로 반정도는 예비맘들만 오셨어요. 또 여기서 특별한 것은 산후풍없는 몸조리하기 내용은 처음 하시는 거래요 얼마나 중요해요ㅎㅎ 저만 알고 있는것보다 신랑이 함께 알아서 같이 노력해주면 더 좋을 것같아요 직장맘을 위한 야간 특강 라마즈 순산교실], 긍정 텍스트 확률 : 93.66%"
"[확실히 신랑이 번 들으니마사지가 더 자연스럽고 부드럽더라구요 ㅎㅎㅎㅎ 이때는 사실 모두 부부가 오셔서 부부출산교실 분위기가 되었답니다. ㅋㅋ원래 예정되었던 시간 반 강의를 오바해서 많은것을 알려주신 실장님의 열정에 감사드립니다 워킹맘으로서 문화센터의 좋은 강의들을 할 수없었어요이마트], 긍정 텍스트 확률 : 98.99%"
"[강의를 들을 수 있는 기회가 늘어나서 정말 감사한 시간이었습니다다음오가닉 신생아 용품만들기 주진행 ], 긍정 텍스트 확률 : 93.77%"
"[짱구베게 만드시고 대단했어요저는 바느질을 못해서 삼송국민행복카드 만들고 받은 베이비키트에 있던 주먹의 반만한 딸랑이 만드는것도 처박아 놨었는데.. 친절히 알려주셔서 작품을 완성했습니다 ㅎㅎ 처음에 딸랑이 공은 재료비 만천원퀼트실일반실보다 딴딴해요천원 해서 만원 재료비가 들었는데 ㅎㅎ 전혀 아깝지 않습니당 아가가 분명 잘 가지고 놀거거든요. 지금 주변에 조카들이 공에 환장을 해서 확신합니다 ㅎㅎ 제게 시간이 더 있었다면 다른 작품도 도전해볼텐데 아쉬운 수업이었습니다 ▼요건 처박아 뒀다가 선생님께 도움받아 만든 삼송베이비키트에서 받은 작고 빈약한 딸랑이 입니다 ㅎㅎ 선생님 감사합니당 ㅎ....... .......? 본문 이미지자 다음 순산체조 강사 송금례 교수님참 임산부들을 사랑해 주시는 교수님 ㅎㅎ 체조시간을 통해서 모유가 잘 나오는 유선 발달을 위한 체조도 하고], 긍정 텍스트 확률 : 99.97%"
"[산후에 회복이 빠를수 있도록 케겔체조도 하고], 긍정 텍스트 확률 : 54.09%"
"[골반을 이완시키는 체조도 했습니다ㅎㅎ그중에 몇가지는 지금 기억하고 있고 집에서도 틈틈히 하겠습니다 완모완모 특히 이 강의는 참 인기가 좋아서 사람이 참 많은 강의 였어요.뱃속에서 이미 커져서 움직일 수 없는 축복이에게 엄마가 체조를 통해 양수를 움직여 주면 아이가 많이 좋아 한대요 자기는 움직임에 제한이 있으니까요 ㅎㅎ 그 외에도 다리 부기 빠지게 해주시는 마사지법을 알려주셨는데 마침 어제 신랑한테 제가 먼저 마사지를 해줬네요 ㅎㅎ자 우리 신랑 얼마나 센스가 있을지... 제가 아무말 하지 않아도 제게 그 마사지를 해줄까요? ㅋㅋㅋ 기대하지 않습니다. ㅋㅋㅋ임산부 기도모임], 긍정 텍스트 확률 : 99.62%"
"[ 출산휴가후 아가 어린이집문의등등등등에 조급해서 불안하던 때였는데 그 마음이 북받쳐 기도제목을 나누다 울었.... 아 부끄러워 그렇게 속에 있던 걱정들 나누고 함께 기도해주시고 위로해주셔서 다시 마음에 힘을 얻고 평안하게 차근 차근 준비하고 무엇보다 뱃속 아이와 시간을 보내는 것에 집중하고 있고], 긍정 텍스트 확률 : 99.97%"
"[감사함으로 시간을 보내고 있습니다그때 적어왔던 기도제목으로 아가 태교일기기도문적으면서 함께 기도하고 있습니다 응원합니다 특별히 이때 뵈었던 어머니들과 더 친밀?해진 느낌 입니다.. ㅋㅋ 저혼자?ㅋㅋㅋ저 낯가림이 심하거든요이제목요출산교실 주차스마트한 신생아 돌보기], 긍정 텍스트 확률 : 99.93%"
"[병원에 와야하는 경우에 대해서 좀더 비중을 다뤄 주셨어요 ㅎㅎ마지막으로새싹맘 오리엔테이션부], 긍정 텍스트 확률 : 98.76%"
"[부로 나눠져서 부임신기간 받는 검사들과 많이 하는 질문들], 긍정 텍스트 확률 : 52.77%"
"[강사외래 수간호사선생님부출산준비 꿀팁], 긍정 텍스트 확률 : 56.44%"
"[셋째 출산시에 할인이....ㅋㅋ부에서 또딱 기억에 남는것은 주로 이용하시는 육아용품 구매처... 이것을 수업을 들으셔서 확인하셔요 ㅋㅋㅋ이번 토요일에 신랑 손잡고 아이 쇼핑하러 가려구요ㅎㅎㅎ부? 에서는 하이라이트 경품 추첨을 통해 태교뮤직컬 비커밍맘 초대권 장을 분에게 나눠 드렸어요 ㅋㅋㅋㅋ 저는 역시 안뽑혔지만저는 그런 운이 없어요 ㅋㅋㅋ 애초 부터 기대안했어요ㅜㅜㅜㅜㅜㅜㅜ], 긍정 텍스트 확률 : 96.25%"
"[참석한 모든 분께 아래와 같이 선물을 주셨어요 ㅋㅋ드링킹요구르트도 그때 주셨는데 점심먹고 배불러서 집에 그냥 데리고 왔어요 ㅋㅋㅋ코스트코 커클랜드 기저귀 쓸까 했었는데 그 기저귀랑 거드? 라고 속쓰리고 입덧할때 먹으라고 하셨던것안그래도 요즘 아이가 커지면서 신물 계속 올라왔는데그리고 재대혈 안내가 붙여있는 물티슈 저는 재대혈 상담은 안받고 태동검사할때 옆에 계셔주셨던 간호사쌤의 추천으로 올코드에 기증하기로 했어용 손수건 다삶고 빨고 다렸는데 손수건등등등등 먹는것 먹는것 냠냠 아싸아싸 푸짐하게 받아왔습니다그리고 월 새싹맘들에게 특별히 주신다는 ㅌㅅㅋㄹ 저는... 이미 많이 늦었으니 패스하겠습니다....... .......? 본문 이미지매 강의마다 먹거리를 떡], 긍정 텍스트 확률 : 62.57%"
"[음료를 준비해주신 손길들 감사했습니다저보다 저의 아이를 더 축복해 주셔서 정말 감사했습니다. 저와 신랑에게 아이를 축복해 줄수있도록 가르쳐주셔서 감사합니다. 호흡법 잘 기억해서 순산하고 연락드릴게요 ♥이상 문화센터이용 후기 였습니당기회가 되신다면 초기부터 새싹맘], 긍정 텍스트 확률 : 99.99%"
"[태교토요부부출산교실 꼭 들으시고모유수유아카데미 꼭 들으셔요ㅎㅎㅎㅎㅎㅎ 아 아쉬워요 ㅠ식사 맛나게 하셔요 뿅], 긍정 텍스트 확률 : 90.23%"
"[ ..분정도 일찍 도착하게 돼서 좀 기다렸어요... ], 긍정 텍스트 확률 : 69.91%"
"[ .맘스데이가 산모교실을 처음 시작한 업체라고 하더라구요. 올해로 년이 되었대요....그러고보면 산모교실 주관하는 업체들이 정말 많거든요..그 중에 제가 여러번 들어본 곳이 맘스데이랑 맘스스토리 인것 같아요...... ], 긍정 텍스트 확률 : 74.92%"
"[ .부 유익한 생활강좌.부 아로마테라피 오일만들기.부 태교 레크레이션 및 경품추첨.으로 구성되어 있었어요...... ], 긍정 텍스트 확률 : 66.57%"
"[ ..들어올때 입구에서 참석자 이름을 확인하고.소소한 선물을 줘요. ], 긍정 텍스트 확률 : 58.42%"
"[ 사실 저는 출산이나 육아에 관련된 산모에게 정말 유익한 정보를 기대하고 있었는데 웬 보험 얘기가 나와서 뭔가 했어요.그래도 특별히 보험상담을 강요하거나 그런건 없어서 다행이었음. ], 긍정 텍스트 확률 : 57.15%"
"[ 그때 참여부스들 중에 관심있는 곳에서 상담도 받았어요.이것 역시 강요는 아니고 관심이 있으면 가서 받으면 됐는데], 긍정 텍스트 확률 : 60.10%"
"[부스별로 나눠주는 설문지만 작성해서 내도 개인정보 제공 ㅎ.ㅎ 소소한 선물을 줘서 대부분 가는 것 같았어요.저는 모나크라는 홈케어서비스 하는 곳에 관심이 있어서 가서 회 무료 서비스 신청하고 왔어요. ], 긍정 텍스트 확률 : 66.63%"
"[처음 약속한 시간에 사정이 생겨서 못올 것 같다고 예약을 취소하더라구요.그땐 그럴수 있다 생각하고 다시 예약날짜를 잡았는데요], 긍정 텍스트 확률 : 74.00%"
"[ 아로마오일 하면 라벤더 향이 정말 많은데], 긍정 텍스트 확률 : 57.41%"
"[ 저는 라벤더향 극혐하거든요 ㅠ.ㅠ너무 어지러운 향 ㅠㅠㅠ그런데 오렌지], 긍정 텍스트 확률 : 68.70%"
"[레몬 향이라 좋았어요], 긍정 텍스트 확률 : 87.29%"
"[ 만드는 것도 엄청 쉽더라구요.오일만 있으면 뚝딱 만들어짐.아로마의 효능으로는 스트레스완화가 가장 잘 알려져 있는데], 긍정 텍스트 확률 : 97.85%"
"[그렇다보니 산후우울증이라든지 체중감량 등에도 효과가 있대요.참가자 전원 롤온 하나씩 만들어서 가져갔어요. ], 긍정 텍스트 확률 : 53.19%"
"[ 아 그리고 이건 교원빨간펜 부스에서 받은 책.아래 스티커는 떼어버림 ㅎ.ㅎ그리고 부 경품추첨시간참석자들 모두 이 시간을 엄청 기다리고 있었던 것 같아요 ㅎ.ㅎ처음 들어올때 응모지를 주는데 거기서 추첨해서 다양한 경품을 줘요.아기베게], 긍정 텍스트 확률 : 98.36%"
"[가까운 곳에서 하면 한 번 더 가보고는 싶어요.그래도 오늘 소소한 선물들 덕에 소확행 ㅋ.ㅋ ], 긍정 텍스트 확률 : 94.79%"
"[커클랜드 슈프림 기저귀 할인좋은느낌 생리대 할인등 지난주부터 할인중인 제품은 👇 요기에서 확인 할 수 있어요 ], 긍정 텍스트 확률 : 73.41%"
"[ 대박 코스트코에서 엘지 휴대폰을 판매하네요기종은], 긍정 텍스트 확률 : 60.70%"
"[ 팬시피스트 애묘용 캔사료 할인 ], 긍정 텍스트 확률 : 50.51%"
"[ 코스트코 퀸사이즈 벨벳담요벌써 담요가 나왔어요 앞서가는 코코ㅋ ], 긍정 텍스트 확률 : 68.56%"
"[ 보이로 풋워머신기해서 찰칵ㅋ 딴세상인듯ㅋ ], 긍정 텍스트 확률 : 62.78%"
"[ 코스트코 의자 할인가죽 중역 의자 할인 이름이 웃기죠ㅋㅋ 중역의자 ], 긍정 텍스트 확률 : 85.73%"
"[ 콜롬비아 남성 슬림다운 자켓 ], 긍정 텍스트 확률 : 72.78%"
"[ 게스 여성기모청바지기모래 기모ㅎㅎㅎ 오늘 폭염인데 기모청바지 보니 소오름ㅋㅋㅋ ], 긍정 텍스트 확률 : 96.78%"
"[ 흰색 보이네요. 가볍고 편해보여요. ], 긍정 텍스트 확률 : 53.43%"
"[ 포트메리온 보타닉가든 디너웨어 인세트], 긍정 텍스트 확률 : 60.89%"
"[ 아로마티카 알로에베라 젤 할인 ], 긍정 텍스트 확률 : 55.83%"
"[ 오프 모기진드기 기피제 할인 ], 긍정 텍스트 확률 : 57.16%"
"[ 홍삼젤리 할인스틱형 젤리네요 ], 긍정 텍스트 확률 : 65.06%"
"[ 씨제이 계절어보 바로먹는 맛있는꽁치 캔 할인 ], 긍정 텍스트 확률 : 57.66%"
"[ 하림 크리스피통가슴살치킨 할인 ], 긍정 텍스트 확률 : 87.22%"
"[ 노니주스 원액 할인 ], 긍정 텍스트 확률 : 52.23%"
"[ 샤인머스켓 청포도 키로맛있기로 유명한 샤인머스켓 근데 가격이 헐작년보다 훨 비싸네요ㅋㅋ그래서 더 땡기는데 정신차리고 귤], 긍정 텍스트 확률 : 54.08%"
"[ 자숙피뿔고둥살 할인 ], 긍정 텍스트 확률 : 62.91%"
"[ 수지스 그릴드 닭가슴살 할인 ], 긍정 텍스트 확률 : 96.21%"
"[ 덴마크 건강한 귀리우유 개 할인월일오늘 울산 코스트코 할인상품 소식은 여기까지입니다 개인적으로 저는 오늘 살게 아주 많았어요.넣다뺐다 했답니다ㅋ 월요일마다 저를 기다려주셔서 감사해요부지런히 코스트코 할인소식 물어다 오는걸로 답할게요 ], 긍정 텍스트 확률 : 86.79%"
"[ 월 코스트코 휴무일은 이번주 수요일 일과 일 일요일 입니다일 저처럼 여행예정이신분들 장보기 미리미리 하세요 ], 긍정 텍스트 확률 : 57.58%"
"[ 이번에 소개해드릴 제품은 바로 로션이 들어간.?보습티슈보습티슈 에요. .?에리에르에리에르.?로션티슈로션티슈 입니다에리에르는 유명한 기저귀 브랜드 군 을 판매하는 회사에요. ], 긍정 텍스트 확률 : 91.11%"
"[ 보습티슈인만큼 가지 보습 성분이 배합되어있다고 적혀있어요.글리세린], 긍정 텍스트 확률 : 58.11%"
