"[ 프랑스 메디컬기업이 만들고파리 몽쥬약국을 비롯], 부정 텍스트 확률 : 77.65%"
"[ 식사는 다 올리기 어려워서 몇컷만 올려요개인적으로는 입맛에 딱 맞았어요너무 간이 강하지도 않고], 부정 텍스트 확률 : 98.16%"
"[씨리얼바], 부정 텍스트 확률 : 82.95%"
"[한주는 뷔페 격주로 나와요뷔페사진은 못찍음물론 이것도 함께하기 싫으신분은미리 말하면 방으로 가져다 주신답니다저는 조리원동기 싫다고해놓고 ㅋㅋㅋ이날만큼은 함께 먹으러 갔어요.오랜만에 수다를 떠니까 좋더라구용😊 ], 부정 텍스트 확률 : 86.03%"
"[ 그리고 산후마사지는 지하 층에 위치해 있어요. ], 부정 텍스트 확률 : 53.91%"
"[ 이 곳에는 샴푸실도 있어서이용이 가능해요조리원 이용하시는 분들은 물론출산산모들도 이용이 가능해요.출산 후 힘든분들은 남편분의 도움을 받으시면 됭꺼에요수건과 샴푸는 챙겨가셔야하구요그리고 안으로 더 들어가면마사지를 받는 곳인데 이곳은 사진을 못찍었답니다마사지는 두분이 하시구요나잇대가 있으신분들이라 경력이 낭낭하신지압이 장난이 아니에요마사지는오일마사지 분 포함 일반마사지총 분], 부정 텍스트 확률 : 71.83%"
"[ 일반마사지분두 종류를 섞어서 패키지로 끊으시는건데요여기서 말하는 일반마사지는옷을 입은 상태에서 받는뼈를 맞추는 식의?? 마사지에요그렇다고해서 타이마사지처럼몸을 이리돌리고 저리돌리고 하는건 아니구요관리사분이 손과발을 이용해서 꾸욱 꾸욱 눌러주시며마사지를 해주시는데오일마사지와 비슷하지만?오일을 안쓰고옷을 입은 상태에서 오일마사지를 받는 느낌이었어요저는 오일마사지를 좋아해서일반마사지는 받기 싫었는데결론적으로 말씀드리면일반마사지도 저는 만족스러웠답니다왜냐하면 스톤도 배에 올려주셔서오일마사지와 같은 따뜻한 느낌도 있구요그리고 옷입고 받으니 편하더라구요물론 오일마사지가 포함된 마사지하는 날이더 만족도가 높기는 했어요분을 받아서 그런걸지두 ㅎㅎ ], 부정 텍스트 확률 : 99.80%"
"[ 왼쪽은 출산 후 일정도 후에 부은 발이고오른쪽은 조리원에서 마사지를 꾸준히 받은 뒤의 발이에요붓기가 정말 잘 빠졌죠???🥰 ], 부정 텍스트 확률 : 79.01%"
"[ 조리원에서 신생아 촬영도 하는데우먼플러스 조리원은 베이비파스텔에서 와주셔요 ], 부정 텍스트 확률 : 69.22%"
"[ 그리고 사진을 찰칵찰칵 찍어요.작가님의 촬영이 끝나면엄마도 찍으라고 잠시 시간을 주시니참고하세요시간 줄지 모르고 계속 옆에서 따라찍었는뎁 ㅋㅋㅋ ], 부정 텍스트 확률 : 99.20%"
"[새벽에도 받겠다거나 등등원하는 시간을 말하면 되요..눈치 안주심무조건 저처럼 해야하는건 아니지만아기를 집에 데리고오면힘을 많이 써야하고 체력도 없으니조리원에서 꼭 조리 충분히하고 오셔요😍제가 쓰는 후기는 여기까지구요 ], 부정 텍스트 확률 : 67.68%"
"[저희 가족들은 여행 다니는 걸 좋아해요봄이면 꽃구경 여행여름에는 물놀이], 부정 텍스트 확률 : 88.34%"
"[ 가을에는 단풍여행겨울에는 당연히 눈 구경하기 좋은스키장이죠ㅎㅎㅎ올 겨울에도 아이들과 함께양평스키장으로 갈 생각인데차를 타고 먼길을 가려고 하니낡아빠진 카시트 교체가 시급하더라구요 카시트 가격이 만만치가 않잖아요..?최저가로 저렴하게 판매하는베이비플러스 파주점으로 바로 가보았어요신생아때부터 타고 다니던 카시트는큰애 쓰던걸 작은애 한테 물려서사용중이고 큰애가 사용하고 있는 카시트는오빠네 애들이 쓰던걸 물려쓰고 있었거든요몇년씩 돌려가며 사용하다보니너무 낡아서 벨트도 헐겁고 애들 몸에끼기도 하고 해서 이 참에 튼튼하고 좋은주니어카시트로 바꿔줘야 겠다고 생각했어요 한번에 두개씩이나 살려니 부담은 되지만], 부정 텍스트 확률 : 93.89%"
"[ 아이들 안전이 우선이니 카시트 구입은망설이면 안되지 않겠나 싶어요인터넷으로 주문할까 생각도 해봤는데], 부정 텍스트 확률 : 69.02%"
"[ 큰 애때는 출산준비며 유아용품 구입을 할때베페나 온라인으로 거래를 했어요하지만 베이비페어에 갈려면 행사날짜를맞춰서 가야 하고 사람들이 너무 많아서느긋하게 쇼핑을 하기가 너무 힘들더라구요온라인 쇼핑같은 경우에는 제품을 하나씩찾아보면서 선택하는 것도 까다로웠지만], 부정 텍스트 확률 : 95.18%"
"[ 작년까지만 해도 둘씩 데리고 다니면서나들이 하려니 너무 힘이 들어할인 가격으로 웨건을 구입하였어요짐도 많이 실을 수 있고 큰애 작은애다 태우고도 공간이 널널하게 남아아이 둘씩 있는 집에서는 웨건 하나쯤은가지고 있는게 좋겠단 생각이 들어요 ], 부정 텍스트 확률 : 56.17%"
"[ 원단도 좋은 면 내의가 만원도 하지 않으니여러벌 구입을 해도 전혀 부담스럽지 않구요유치원 방학이 되면 거의 집안에서만생활을 하는데 잠들기 전까지는방안에서 내의만 입고 다니거든요우리집 애들만 그런가요...? ㅎㅎ자주 빨아 입히고 해서 그런지무릎도 빨리 닳고...수시로 사러 나오고 그래요 ], 부정 텍스트 확률 : 95.44%"
"[ 겨울만 되면 애들 얼굴이 자주 터서화장품 고를 때도 매우 신중한 편인데요수분공급이 충분하지 못하거나비타민이 부족하면 그렇다고피부과 의사쌤이 글더라구염다양한 브랜드의 유아 화장품들은각각 테스트를 할 수 있는 제품이 놓여 있어손등에 짜서 발라도 보고 향도 맡고수분이 많이 들어 있는로션이나 크림으로 구입을 해요 ], 부정 텍스트 확률 : 50.27%"
"[ 여기선 최저가로 판매를 하고 있었어요천기저귀], 부정 텍스트 확률 : 79.95%"
"[ 저렴한 가격의 중소기업 제품도 있구요입맛대로 고를 수 있어쇼핑의 즐거움이 한가득인 곳이랍니다신생아때부터 유아기까지...아이에게 필요한 용품들을 사다 나르려니허리가 휘청 하시잖아요?그렇다고 다른 집 애들은 다 쓰고 있는 물건들우리 아이에게 안 사줄수도 없고...ㅠㅠ그렇다면 얼마라도 싼 가격으로구입을 하게 된다면 당연히 그걸 택해야죠현명한 엄마에게서 똑똑한 아이들이 자란다라는 말도 있잖아요. ], 부정 텍스트 확률 : 94.25%"
"[ 어마어마한 카시트종류 중에제가 점찍어두고 있었던 주니어카시트루미갤럭시를 보여달라고 부탁드렸어요인터넷 후기글도 좋았고 세부터세까지 사용이 가능한 제품이라저희 아이들이 지금 사용하기에딱 적합한 카시트였죠 ], 부정 텍스트 확률 : 71.43%"
"[ 메탈릭그레이], 부정 텍스트 확률 : 53.29%"
"[ 비비드핑크], 부정 텍스트 확률 : 53.29%"
"[ 현대], 부정 텍스트 확률 : 53.29%"
"[ 잉글레시나], 부정 텍스트 확률 : 81.24%"
"[ 리안], 부정 텍스트 확률 : 53.29%"
"[지니예요 기저귀가방 하면 무조건 백팩만 생각해서그것만 주구장창 검색하고 검색해서 제이해밀턴으로 사용하고 있는데백팩은 뒤로 쓰윽 둘러매면 끝나니까 아기를 안기도 편하고두손이 자유로워지니늘 그것만 들고다니게 되더라구요근데 백팩을 하고 아기띠를 하면 뭔가.. 사람이 둔해보이고 ㅋㅋ앞뒤로 볼록하이 엄마는 온데간데없고 ㅋㅋ뭔가 여자로서의 핏은 없는? ㅋㅋ 그런느낌이었어요물론], 부정 텍스트 확률 : 82.63%"
"[것도 넘나 편하고 이쁘지만한번쯤은? ㅋㅋ 나도 여자여자한 기저귀가방 숄더백을 매고 싶더라구요어쩔땐 눈에 바로 보이는 숄더백에이거저것 담고 어깨에 스윽 걸쳐주면 그만이니더 편하기도 하고 이쁜건 당연하고? ㅋㅋ여튼], 부정 텍스트 확률 : 64.57%"
"[ 이쪽은 반대쪽가방 하나 겟 했는데 앞뒤로 요로케 느낌이 다르니석이조아입미꺼 ㅋㅋ이쪽은 또 모던하면서 심플한 느낌이라베이직한게 넘나 맘에들구요러블리한게 쵸큼 부담스럽다면 리본을 안묶거나이렇게 반대로 들어주면 굿저는 어느쪽으로 들어도 이런저런 다른느낌이 넘나 좋았어요 ], 부정 텍스트 확률 : 97.53%"
"[ 기저귀가방 숄더백이니만큼수납력 또 중요하잖아요?아기랑 외출하면 분유], 부정 텍스트 확률 : 82.91%"
"[기저귀], 부정 텍스트 확률 : 53.29%"
"[가재수건], 부정 텍스트 확률 : 53.29%"
"[ 함께 온 미니 숄더백은 기저귀 넣으면 딱이전에는 그냥 항균지퍼팩에 이리저리 구겨넣고 다녔는데꺼낼때마다 뭔가 그... ㅋㅋ없어보이는? 느낌이랄까 ㅋㅋ여튼 지금은 요로케 미니 가방을 쏘옥 꺼내서 기저귀를 꺼낼 수 있어서훨씬 위생적이고 이뻐보여요가방 여닫이는 자석을 되어있어서 구지 힘들여 닫지않아도자동으로 닫히니까 편하구요 ], 부정 텍스트 확률 : 98.63%"
"[ 캐쥬얼한 코디에도 러블리한 이쪽도 잘 어울리도모던한 반대쪽도 이뻐요사실 다른 기저귀가방은 나중에 아기가 커서 기저귀가방이필요없어지면 가방까지 함께 쓸일이 없어지는데제이해밀턴기저귀가방 숄더백은워낙 디자인 자체가 모던하고 일반 패션가방같아서쭈욱 오랫동안 쓸수 있고가끔 엄찬이나 아빠찬스쓰고 친구들만나러 외출할 때도스윽 들어주면 굿굿 ], 부정 텍스트 확률 : 92.31%"
"[ 와...진심 살좀빼자 ㅋㅋㅋ돌잔치가 코앞인데 아직도 이러고있습미다 ㅋ임신전에 입던 바지가 들어가긴하는데정말 꽉 끼어서 길이마저 짧아진 느낌 ㅋ부바지아닌데.... 영.... 핏이 엉망인네 ㅋㅋ그럼에도불구하고??요 숄더백이 내 코디와 몸매를 깔끔하게 덮어주는 느낌 ㅋㅋ갠춘치요? ㅋ오빵이가 찍어주고나서 중간점검했는데둘다 오 ㅋㅋ 가방하나 들었을 뿐인데?ㅋ ], 부정 텍스트 확률 : 99.99%"
"[ 숄더백이 아무래도 짐이 많으면한쪽어깨로 계속 매니가 무겁거나 어깨가 빠져나갈 것 같은?그런 아픔때문에 사실 들고다니기 망설여지잖아요근데 요 숄더백은 두께도 약간 있는편이고끈 두개를 단추로 합칠 수 있어서 흘러내리거나 할 염려가엄서요오늘 국화축제 다녀왔는데 하루종일 오빵이가숄더백을 어깨에 매고 다녔거든요남자가 매도 깔끔하고 오랜시간 매고있어도어깨가 불편하다거나 무겁다거나 이런느낌은 별로 안들었다고 ], 부정 텍스트 확률 : 84.22%"
"[ 시크릿 백을 빼고나니훨씬 더 넓고 시원시원한 메인백 내부기본 포켓과 지퍼포켓이 있어서 중요한 현금을 넣어두기도 좋고가볍게 외출할 때는 이렇게 들고다니면 굿문센갈때는 구지 이것저것 필요없이수업 한시간 듣고오니까 백팩이 좀 부담스러웠는데그냥 스윽 어깨에 매주면되니까숄더백으로 자주 들고다녀요 ], 부정 텍스트 확률 : 99.56%"
"[ 시크릿백은 그야말로 수납천국안쪽 구분되는 수납이 앞뒤옆으로 엄청나구요가운데는 기저귀랑 물티슈 넣으면 딱이고이외 장난감], 부정 텍스트 확률 : 71.36%"
"[텀블러는 다 꽂아주면되니까흐트러지거나 섞일일이 없어서 딱 바로 꺼내서 주면되요겉에는 앞뒤로 포켓이 다 있어서카드], 부정 텍스트 확률 : 87.69%"
"[아기머리띠등등을 넣어다녀요내부 디자인과 컬러는 외부와 같이 블랙아니라약간 그레이톤의 디자인이 들어가있어서먼지나 때가 잘 안보여서 좋음 ㅋㅋㅋ박음질도 견고하게 잘 되어있고제이해밀턴가방이야 워낙 뭐 튼튼하고 잘만들어서저렴이 가방과는 비교불가입미다 ㅋ ], 부정 텍스트 확률 : 59.70%"
"[ 그냥 이러케보면 누가 기저귀가방 숄더백인줄 알겠숴요?ㅋ겉으로는 패셔너블하게 이쁘고안에 뙇 열면 정리정돈 잘 되어있고수납력 짱인 기저귀가방이니까이래저래 매고다녀고 이쁘고 편한게 바로바로 와닿아요다니 태어나고나서 외출했을 때는누가봐도 기저귀가방.. 아기자기한 무늬의 백팩으로 매고다녔는데오빵이랑 나랑 사자마자 진심 후회했었거든요 ㅋ외출하면 여기저기 똑같은 가방도 넘나 많고 유치하기도하고...제이해밀턴 백팩이나 기저귀가방 숄더백은똑같은 가방 매고있는 다른 부부가 보여도서로 엄지척 해줄만큼 디자인도 세련되고패셔너블한 엄빠 느낌을 플러스 해주는 느낌이라외출할 때 마다 서로 가방 들겠다고 ㅋㅋㅋ ], 부정 텍스트 확률 : 50.96%"
"[킨텍스베이비페어가 열린다길래 출산용품구입차 신랑이랑 아침일찍 서둘러 갔드랬어요조리원에 가지고 갈 것들은 대충 가방에 꾸려 놓았고], 부정 텍스트 확률 : 63.49%"
"[ 유모차랑 아기띠 구입만을 남겨 두고 있었거든요전시장에 도착한 시간이 시가 조금 넘은 시간이였는데도 벌써부터 인파가 바글바글장난 아니더라구요전시장 입구랑 좀 가까운 곳에 주차를 하려고 차를 몇바퀴 돌았는데도 마땅한데가 없어서 좀 떨어진 곳에 주차를 하려고 봤더니 주차요금이 기본 분에 ], 부정 텍스트 확률 : 80.41%"
"[ 원 ㅎㄷㄷ추가분당 원씩 추가라니아기용품 구경만 하더라도 시간 넘게 걸리지 싶은데 이것저것 비교도 하고 구입할려면 최소시간은 걸리잖아요.주차요금 받는 것도 살짝 빈정이 상해 있었는데 말이죠사전등록을 하지 않았다고 입장료 ], 부정 텍스트 확률 : 99.54%"
"[ 원을 내야 전시장에 들어갈 수 있다고 하더라구요이건 좀 아니다 싶어서 그냥 발길을 돌려버렸어요모처럼 휴일을 맞아 신랑이랑 쇼핑을 나온 것이였는데...완전 기분 잡쳐 버렸죠제가 베이비페어를 처음 가는 것이라 사전정보에 대해 너무 몰라서 그랬던 걸까요.그냥 빈손으로 집에 돌아갈순 없고 해서 핸드폰 검색으로 가까운 유아용품할인매장을 알아 보았더니 파주에 베이비플러스 매장이라고 아주 저렴한 곳이라는 후기글이 많더라구요 또 인스타그램도 있어요 거기도 이벤트 행사들을 많이 해서 파주 베플 인스타그램은 필수 인거 같아요주소가이니 참고하세요 ], 부정 텍스트 확률 : 99.32%"
"[ 킨텍스에서 그리 멀지 않는 곳이라 거기로 가보자며 신랑이랑 차를 돌렸답니다.베이비플러스 파주점은 운정신도시 와석순환로 이마트 바로 옆에 위치하고 있었어요.밖에서 볼때는 그리 크지 않아 보였는데 층으로 올라와보니 보기보다 넓고 깔끔하게 꾸며져 있더라구요입구에 여러가지 세일 상품들이 진열되어 있어서 저렴한 매장이 맞긴 맞는구나라는 생각을 하게 되었죠. ], 부정 텍스트 확률 : 99.71%"
"[ 와우저렴하다고해서 그냥 몇가지 아기용품만 갖다놓고 판매를 하는 매장인줄 아랐는데 오만가지유모차들이 싹다 모여 있는걸 보고 깜짝 놀랐어요제가 찜 해두었던 실버크로스스피릿 절충형유모차도 있었구요에그유모차], 부정 텍스트 확률 : 97.06%"
"[ 잉글레시나], 부정 텍스트 확률 : 81.24%"
"[ 베이비젠요요 등등알만한 명품유모차들도 다 있더라구요진짜 싼가...?하고 가격표를 봤는데 인터넷에 나온 최저가 제품보다 훨씬 저렴한 가격에 두번 놀랬다능... ], 부정 텍스트 확률 : 60.31%"
"[ 이래서 출산용품 구입을 할때는 한 두군데만 돌아 다녀선 안된다고들 하는가 봐요힘은 좀 들겠지만 발품을 팔아야 야무지게 쇼핑을 하겠더라구요 ], 부정 텍스트 확률 : 89.48%"
"[ 신랑이랑 얼굴을 마주보며 입이 떠억 벌어져 있는데 매장 직원분께서 찾으시는 유모차가 따로 있으시냐며 물어 보셨어요ㅋㅋ출산준비하러 온 것인데 디럭스 보다는 절충형유모차를 원한다고 실버크로스스피릿을 보여 달라고 부탁을 드렸더니 바로 가지고 오시더군요. ], 부정 텍스트 확률 : 87.07%"
"[ 신생아때부터 타고 다닐껀데 왜 디럭스를 구입하지 않고 절충형유모차를 선택 했냐구요??신생아때는 바깥으로 외출할 일이 별로 없을 것 같기도 하구 출산준비할때 구입한 유모차는 보통 돌 지나서도 사용을 하잖아요?아무래도 디럭스는 저 혼자 들고 다니면서 아이를 태우기가 버거워 보였어요그래서 절충형유모차인데도 디럭스급를 찾다가 실버크로스스피릿을 알게 되었던 거였어요 ], 부정 텍스트 확률 : 98.96%"
"[ 실버크로스스피릿은 절충형인데도 무게가 .밖에 나가지 않구요양대면이 가능한 유모차랍니다.신생아부터 살까지는 충분히 타고 다닐 수 있는 실용적인 제품이죠 ], 부정 텍스트 확률 : 63.78%"
