"[.체험단 신청했으나 떨어지고 친정 엄마돈으로 직접 사서 사용한 후기입니다. 태클 사양합니다.. ], 부정 텍스트 확률 : 92.15%"
"[아직 짧은 개월 소담이는 발받침을 위로 올려서 받쳐주면 된다. 며칠전 아난티로 콧바람 쐬러 간 날. ㅋㅋ 아난티 사진 잘나옴 ], 부정 텍스트 확률 : 78.97%"
"[트레이], 부정 텍스트 확률 : 53.29%"
"[ 다시 아난티 소풍 간 날. 절충형 유모차와 휴대용 유모차 둘 다 꺼내서 데려갔다.유모차의 옆모습을 자세히 보면 왼쪽의 킨즈플러스가 오른쪽 절충형 유모차보다 뼈대는 더 작지만 조절 가능한 장바구니나 발판 때문에 뭔가 더 커보인다. 이말은 즉 접었을 때는 부피가 더 작아서 휴대하기 쉽고], 부정 텍스트 확률 : 99.14%"
"[좀 큰 아기라도 다리를 쭉쭉 펴고 사용할 수 있다. ], 부정 텍스트 확률 : 62.22%"
"[ 절충형 유모차에는 살짝 작은 듯한 도담쓰. 발이 꾸겨져 있.... 얘야 휴대용으로 갈아타렴 이렇게 보니 킨즈 유모차의 장바구니가 정말 돋보인다. 유모차의 아래 공간을활용한 킨즈 에어플러스 ], 부정 텍스트 확률 : 96.60%"
"[ 게다가 디럭스유모차에 비해 너무 가벼워서 약골인 나도 번쩍번쩍 들 수 있다. 사진은 남편 ㅋㅋ 정말 가벼워서 트렁크에서 넣고 빼기가 수월하다. 디럭스 유모차는 원터치로 폴딩도 안되어 아랫부분윗부분을 분리 시켜서 넣고 빼야 하는데], 부정 텍스트 확률 : 96.27%"
"[두 개로 분리 된 상태인 데도 하나의 무게가 킨즈 전체 무게 보다 무거운 것 같다. 그렇게 궁금해서 찾아보니우리집 디럭스 유모차는 거의 ], 부정 텍스트 확률 : 97.07%"
"[ 가볍고], 부정 텍스트 확률 : 55.67%"
"[장바구니 용량 넉넉하고], 부정 텍스트 확률 : 53.29%"
"[정말 쉽게 펴고 접기가 가능한 휴대용 유모차라는 이름게 가장 걸맞는 킨즈 에어플러스신생아부터 사용가능한 휴대용유모차로 추천합니다 ], 부정 텍스트 확률 : 96.58%"
"[ 잉크는 언젠가부터 가방을 무서워하고 집이나 차가 아니면 가방에 뛰어내릴려고 하더라구요잉크의 최대 장점이 바로 가방을 좋아한다는 거였는데 너무 충격적이에요 ㅠㅠ그래서 잉크가 안전하게 이동다닐 수 있는 수단을 고민하다가 유모차가 떠오르더라구요사실 예전부터 댕댕이 유모차가 갖고싶기도했고 베리가 남의 강아지 유모차를 또 그렇게 좋아하더라구요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 유모차따라 집도 바꿀 기세였는데여튼 블루베리도 언젠가는 유모차를 탈일이 있고 잉크는 이제 ㅏ타기 시작해야하고살구는 잉크언니 껌딱지니까 같이 다닐려면 유모차가 완전 딱일거같았어요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ이왕이면 블루베리도 탈 수 있는 디럭스로 하지만 저에게 가장 중요한것은 가성비 ★이것저것 알아보고 골라보다가 강아지유모차계의 부르주아 에어버기를 이기고 가성비 좋은킨즈 펫츠 스트롤러를 선택하게 되었어요가성비도 가성비지만 정말 잘만든 유모차라는 생각이 들었거든요 .. ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ], 부정 텍스트 확률 : 71.70%"
"[ 안전을 책임져줄 브레이크이게 또 좋았던게 다니면서는 뒷바튀 브레이크만 걸어주고 잠시 멈췄을때는 앞바튀에도 브레이크가 있어서더 안정적으로 멈추더라구요 브레이크가 두개라니하긴], 부정 텍스트 확률 : 78.35%"
"[ 연락받고 배송은 순식간에참 빠르게 왔어요.ㅎㅎ ], 부정 텍스트 확률 : 78.16%"
"[ 박스는 요래요래괜히 육아용품은 택배박스부터남겨놓고 싶은 그런 맘 하], 부정 텍스트 확률 : 99.26%"
"[ 크게 보자면 구성은 이렇습니다.사용설명서조립방법], 부정 텍스트 확률 : 73.10%"
"[트라이크유모차 본체], 부정 텍스트 확률 : 53.84%"
"[스퀘어가드와 바 ], 부정 텍스트 확률 : 80.83%"
"[ 본체에 딸린구성품을 나눠보자면스퀘어안전가드], 부정 텍스트 확률 : 54.87%"
"[캐노피], 부정 텍스트 확률 : 64.12%"
"[ 킨즈유모카의 장점으로 내새운초 폴딩폴딩하는 방법도 정말 쉬워서설명할 것도 없는거 같아요. 위에 사진에서보여드린 고정하는 부분에서 빼고들어주면 끝 ], 부정 텍스트 확률 : 93.42%"
"[ 조립도 간단해요.그냥 앞바퀴], 부정 텍스트 확률 : 84.04%"
"[ 등받이시트는 프레임 부분에 고리와 홈을연결해주면 끝저는 걸어놓기만 했더니 아이가 갖고놀때자꾸 빠지더라고요.알고보니 탁 소리날때까지 홈에 눌러줘야딱 고정이 되는... 소리날때까지 홈에 끼워주세요. ], 부정 텍스트 확률 : 89.08%"
"[ 음.. 근데 사실 있으면 더 견고하겠지만없다고해서 사용하는데 큰 문제나불편함은 없었습니다. ㅋㅋ ], 부정 텍스트 확률 : 78.53%"
"[생각만 하던 휴대용 유모차를 구입하게 되었습니다..구입 조건은 크게 가지였어요.. 시트가 직각에 가깝게 올라가는가. 기존 디럭스 유모차는 시트가 비스듬하니 애기가 앉아서 밖을 더 내다보고 싶은데 시트에서 벗어나 허리 세우는게 힘들어 보였어요.. 폴딩 언폴딩이 쉬운지. 디럭스 무게감때문에 폴딩언폴딩이 어려워 가끔 유모차갖고 멀리갈때 불편했었어요.. 휴대용치고 장바구니가 큰지. 요건 제가 뚜벅이라.. 휴대용치고 안정적인지. 가방에 뭘 많이 넣고 다니는데 너무 가벼우면 유모차손잡이가 무게를 지탱하지 못해 넘어가는 경우가 있다고 들었어요.. 기본 구성품이 빵빵한지..이정도 조합해보니 결론이 킨즈에어플러스였어요..킨즈에어플러스는 가성비 갑이에요.종 악세사리를 주다보니 따로 뭘 살 필요가 없답니다 ], 부정 텍스트 확률 : 97.86%"
"[ .시트], 부정 텍스트 확률 : 62.92%"
"[레인커버], 부정 텍스트 확률 : 53.29%"
"[스낵트레이], 부정 텍스트 확률 : 53.29%"
"[안전바 안전관련 종세트도 있어요 .티바], 부정 텍스트 확률 : 51.75%"
"[안전바], 부정 텍스트 확률 : 82.95%"
"[손잡이 가죽커버도 기본구성품이라 유모차를 한층 고급지게? 만들수 있었답니다 ], 부정 텍스트 확률 : 81.65%"
"[ .티바와 스낵트레이는 좌석 하단부에], 부정 텍스트 확률 : 50.33%"
"[안전바는 좌서 양옆에 버튼을 누르면 저 장치를 빼고 합체시켜주면 되어요.], 부정 텍스트 확률 : 74.83%"
"[ .구성품 중 컵홀더와 티바 장착후 처음으로 지하철을 타보았어요.시트가 거의 직각에 가깝게 올라가고 뒤에 무거운 가방을 걸어도 안정적이었어요..시트조절은 내리는건 뒷면 원터치로 조절하면 되고 올리는건 그냥 쑥 올려주면 알아서 가지 각도에서 고정이 되었어요 사용이 편리하더라구요.아기가 자다 깼을때 그냥 쑥 올려주니 보챔도 덜하고 좋더라구요..폴딩 언폴딩은 편해요 하지만 휴대용치고 안정적이다보니 완전 가볍지만은 않더라구요.혼자 아기안고 휴대용 윰차 접어서 버스타고 까지는 도전해보지 못했지만 잠깐의 수고로움?을 견딜정도까진 될거같아요ㅋㅋㅋㅋ완전 가볍진 않지만 타고 내릴때 힘써볼정도의 무게는 된다는 얘기에요ㅋㅋㅋ ], 부정 텍스트 확률 : 85.19%"
"[ . 그리고 킨즈 에어플러스의 가장 큰 자랑거리인 장바구니.마트 장볼때 카트가 따로 필요가 없어요.오늘은 과자처럼 무게나가는게 많아 그렇지만 저번에는 저기에 맥주], 부정 텍스트 확률 : 59.31%"
"[ .이제는 아이들이 많이 커서 예전만큼 육아용품에 대한 관심은 없지만.는 제가 워낙 애정하는 브랜드이기도 하고.가격은 저렴한 편이지만 기능성이 좋아 이번에 출시한.?킨즈에어카킨즈에어카 도 기대가 되었어요. ..육아만 년 넘게 하며 디럭스], 부정 텍스트 확률 : 96.91%"
"[휴대용], 부정 텍스트 확률 : 89.07%"
"[절충형까지 정말 많은 유모차를 사용해봤는데요. .한번도 이런 스타일의 유모차를 써본적이 없기 때문에.핸들링이나 폴딩이 어떨지 궁금하기도 했구요. .. 킨즈엑스를 많이 쓰다보니 유모차를 쓸 일이 많진 않지만.나들이나 여행을 갔을 때 빠르게 접고], 부정 텍스트 확률 : 97.87%"
"[펼치며 .트렁크에 넣었을 때 공간을 많이 차지하지 않는 그런 휴대성 좋은 유모차가 필요하기도 했구요.], 부정 텍스트 확률 : 94.24%"
"[ .구성품의 모습부터 보여드릴께요. .조립을 별도로 해야 하는데 조립과정이 있지만 어렵지 않아 저 혼자서 했어요 .설명서를 보며 시트를 펼치고 바퀴 끼우고. .뒷바퀴를 끼울 때는 가운데 브레이크용 막대기를 끼워야되서 양쪽을 다 끼워버리면 끼우기가 어려워요. .조립과정이 상세하게 나와있으면 좋을텐데 장으로 되어 있는 설명서가 좀 아쉽습니다.], 부정 텍스트 확률 : 69.09%"
"[ . 바와 안전가드가 있는데 두가지 중에서 아이에게 더 맞는 것을 꽂으면 될 것 같아요. .안전가드는 안전벨트를 답답해 하는 아이들에게 더 맞을 것 같은데.전 바의 손잡이가 왠지 자전거 느낌을 주는 것 같아 이걸로 꽂았어요 ㅎㅎ], 부정 텍스트 확률 : 52.89%"
"[ .조립할 때부터 계속 앉고 싶어했던 은동이가 완성이 되자마자 앉았어요. .햇빛가리개도 꽂아줬는데 손잡이 뒤쪽에 고정된 것을 바깥 쪽으로 열면 .탈착 할 수 있어요 ], 부정 텍스트 확률 : 66.13%"
"[ .먼저 폴딩할 때 손잡이를 아래까지 최대한 누르고 한번 더 누르면 시트 등받이 부분도 저렇게 접혀요. .다른 후기를 보니 등받이도 접을 수 있다는 걸 모르시는 분들도 계시더라구요.], 부정 텍스트 확률 : 61.99%"
"[ .이해가 쉽도록 동영상으로 찍어봤어요. .손잡이를 눌러 시트를 접고], 부정 텍스트 확률 : 82.84%"
"[ .미세먼지가 심했던 지난주. .하루종일 집안에만 있는게 답답해서 두 딸아이를 데리고 집 근처 설빙에 가기로 했어요..결론부터 말하면 이날은 먹는 것에 실패ㅠㅠ .따로 카드를 안 챙겨서 핸드폰에 있는 전자카드로 사려고 했더니 결제가 안되더라구요..빙수 한그릇 먹겠다고 분을 걸어갔는데 똑땅해요.], 부정 텍스트 확률 : 95.43%"
"[ .제가 일부러 시킨건 아니고 큰아이가 엄청 밀고 싶어했어요. .워낙 핸들링이 부드럽고 손잡이의 그립감도 좋고. .큰아이가 미는 걸 재밌어 하더라구요 ㅋㅋㅋ.덕분에 엄마는 옆에서 이렇게 훈훈한 자매애를 지켜 볼 수 있었답니다. .첨에 은동이도 미세먼지 마스크를 썼는데 갑갑했는지 분도 안되서 벗어버렸어요ㅜㅜ], 부정 텍스트 확률 : 83.47%"
"[ .일반 휴대용유모차와는 핸들링이나 방향전환 할 때의 손맛이 또 다르더라구요..자전거유모차에서 느꼈던 불편했던 방향전환도 굉장히 만족스러웠어요. .손잡이를 돌리면 방향전환도 빠르게 되면서 부드러운 핸들링과 주행력이 .역시 킨즈의 이름값을 합니다. ..한손 핸들링도 뛰어난 편이고 .해보진 않았지만 손잡이에 간단한 장바구니 거는 정도도 가능할 것 같아요.], 부정 텍스트 확률 : 64.62%"
"[.기대했던 것보다 더 편하네요 ], 부정 텍스트 확률 : 82.06%"
"[ . ], 부정 텍스트 확률 : 62.92%"
"[안녕하세요 울산아저씨 입니다 앞전 리뷰를 통해 소개해드렸던킨즈 휴대용유모차기억나시죠?약 개월정도 사용해보았어요평소 여행과 외출을 워낙에 자주 다니기에ㅋㅋㅋ 사용해볼 기회가 정말 많았는데요오늘은 한달간 사용해본 사용후기리뷰로 소개해드릴까 합니다기내반입도 가능하고리터 대용량 장바구니를 자랑하는이 유모차는 어땠을지 궁금하시죠?고고 ], 부정 텍스트 확률 : 70.02%"
"[ 지난 주말 부모님께서 저희집 근처로이사를 오셨어요저희 첫째아들과 곧 태어날 둘째 아들을위해 가까운 곳으로 이사를 오셨는데요], 부정 텍스트 확률 : 52.06%"
"[ 부모님집에서 약 분정도만걸어가면 아들이 안전하게 뛰며 놀 수 있는 곳이 있기에그 곳? 으로 가기전까진 유모차에태워 이동을 한답니다 그 곳 까지 걸어가다 보면 아들이너무 빨리 지쳐버리거든요ㅋㅋ그러면 안아달라고 보채기에덩달아 엄마], 부정 텍스트 확률 : 66.14%"
"[ 아무튼], 부정 텍스트 확률 : 53.29%"
"[킨즈 유모차 덕분에편하게 아들과 이동이 가능해요초경량 . 로 가벼운데개의 더블 롤링 방식의 볼베어링을장착하여 핸들링 또한 좋답니다], 부정 텍스트 확률 : 56.51%"
"[ 이 휴대용유모차는 신생아부터사용이 가능해요그리고아기까지 태울 수 있는데요], 부정 텍스트 확률 : 62.54%"
"[ 슝슝 킨즈 휴대용유모차의 상세 스펙 및구성품 등은 앞전 리뷰에서 소개해드렸기에이번 편에선 생략하고], 부정 텍스트 확률 : 94.37%"
"[ 달간 사용해본 소감만 설명해드리도록하겠습니다], 부정 텍스트 확률 : 91.08%"
"[ 점식 안전벨트로 간편하고꼼꼼하게 아기를 보호 하구요], 부정 텍스트 확률 : 74.36%"
"[핸드바 또는 트레이로교체도 가능한데요], 부정 텍스트 확률 : 85.34%"
"[ 지금은 와이프의 가방을 넣어뒀는데요마트 장을 보고 돌아오는 길에확인해보면 맛있는 음식과 과자들이한가득 담겨 있을꺼에요 ㅋㅋㅋ이 장바구니는 동급 유모차중 가장넓은 용량을 자랑한답니다난 무조건 대용량장바구니가 필요해라고 하시는분은 단 조금도 고민할필요 없이 킨즈 휴대용유모차를선택하시면 됩니다 ㅋㅋㅋ ], 부정 텍스트 확률 : 60.10%"
"[ 킨즈 유모차는 기내반입도 가능한초경량 유모차인데], 부정 텍스트 확률 : 84.19%"
"[ 핸들링이 가볍지도 않고적당하게 묵직하기도 해서안정감이 있어요앞전에 사용해본 휴대용유모차는너무 낭창낭창해서 별로였는데킨즈는 든든하답니다], 부정 텍스트 확률 : 74.94%"
"[ 가끔 유모차를 끌고 다니다보면우리 아들이 뭘 보고 있는지], 부정 텍스트 확률 : 60.33%"
"[ 잘 앉아있는지], 부정 텍스트 확률 : 70.65%"
"[ 그중에서 최대장점은 당연대용량장바구니 ], 부정 텍스트 확률 : 82.98%"
"[ 와이프의 가방 정도는 가뿐하구요], 부정 텍스트 확률 : 81.90%"
"[ 지난 리뷰때도 보여드렸던 부분인데대형마트 장을 볼때 따로바구니를 들거나 카트를 끌지 않아도될 정도의 넉넉한 용량을 자랑하기에정말정말 너무나도 편해요♪만약 단점이 있는 유모차라고 해도 이부분때문에 모든게 용서가 된답니다 ㅋㅋ ], 부정 텍스트 확률 : 55.15%"
"[.... ], 부정 텍스트 확률 : 70.23%"
"[ 킨즈 유모카는 두가지 버젼으로 사용이 가능한데요 ㄱ자 모양의 등받이시트바 버젼으로 사용해도 좋고 좀 더 어린 아가들이 탈 경우에는 스퀘어안전가드시트 버젼으로 사용할 수도 있답니다 ], 부정 텍스트 확률 : 86.19%"
"[ 트라이크유모차 킨즈 에어카], 부정 텍스트 확률 : 53.84%"
"[ 좀 더 어린아가들이나 바 만으로는 불안하다 하시는 분들이라면 스퀘어안전가드시트 버젼을 권해 드려요아무래도 면으로 채워진 형태이기 때문에 아이가 옆으로 떨어지거나 할 일이 전혀 없겠죠시트도 넓은 편이라 살 션이는 아주 여유롭게 앉을 수가 있었어요 ], 부정 텍스트 확률 : 95.77%"
"[ 휴대용유모차 보다 가볍고 콤팩트하지만 안정감이나 핸들링은 전혀 뒤쳐지지 않는 킨즈 트라이크유모차특히 안정감이 좋고 내구성이 뛰어난 바퀴를 채택하고 있어서 유모차 못지 않은 승차감을 주는 것 같아요휴대용유모차에도 없는 튼튼한 발판은 개인적으로 너무 애정하는 디테일이에요 ㅎㅎ ], 부정 텍스트 확률 : 69.49%"
"[ 매일같이 킨즈 트라이크유모차로 등하원하고 계시는 이 분 아주 이제 걸어가려고 하질 않아요 진짜 ㅋㅋㅋ 매일 아침마다 킨즈 유모카 타고 가자고 난리난리 ], 부정 텍스트 확률 : 81.53%"
"[ 핸들부분에는 아이 가방을 거는데 요고요고 은근 유용하네요 기저귀 가방이나 엄마가방을 걸어도 좋고요 ], 부정 텍스트 확률 : 96.18%"
"[ 제동이나 홀드에 필요한 브레이크 역시 원터치라 어려울 거 도 없고요 사용은 간편한데 기능은 강해서 유용하게 잘 쓰고 있네요 ], 부정 텍스트 확률 : 88.51%"
"[ 유모차와 낮잠을 동시에 졸업한 세부터는 정말 휴대용유모차 말고 트라이크유모차 태우세요 이게 진리임 ㅋㅋㅋ ], 부정 텍스트 확률 : 78.25%"
"[ 킨즈는 웨건만 유명한 줄 알았는데 유모카도 너무 잘 만들었네요킨즈 트라이크유모차 가격 부담도 없고 휴대도 편하고 아이도 좋아해서 뽕 뽑는 아이템으로 감히 추천해 봅니다 ㅋㅋㅋ 폴딩해서 대중교통 한번 꼬옥 이용해 보세요 감탄이 절로 나옴 소근소근 ], 부정 텍스트 확률 : 74.44%"
"[휴양지를 가긴 하지만 공항에서 이래저래 움직일 걸 생각하니기내반입이 가능한 휴대용유모차가 필요하겠더라고요. ], 부정 텍스트 확률 : 60.57%"
"[ 집에 이미 휴대용유모차가 있지만기대반입이 불가능한 제품이라절반으로 접히면서], 부정 텍스트 확률 : 70.41%"
"[가볍고 휴대하기 편하고트라이크 모드로 변경도 가능하다고 해서킨즈에어카로 선택했는데요.얼마전에 친구집에 놀러갔는데친구 딸래미 트라이크 유모차를 빌려 태웠는데너무 잘 타더라고요디자인보고 두번 반한 킨즈 트라이크유모차], 부정 텍스트 확률 : 64.27%"
"[ 저는 이상하게 이런 조립에 영흥미가 없어서조립은 무조건 남편 담당이에요.조립 하는거 보니 그리 어렵진 않았어요.브레이크 끼우는 부분이 좀 뻑뻑해서 힘이 들어가야 해서남편 시키길 잘 했다는 생각이 ㅎㅎㅎ ], 부정 텍스트 확률 : 59.92%"
"[ 거두절미 하고], 부정 텍스트 확률 : 66.90%"
"[트라이크모드로변경해서 사용하답니다.자..이제 조립하는 모습 보여드릴게요. ], 부정 텍스트 확률 : 71.60%"
"[브레이크 휠만 고정시키는게제일 관건이더라고요 ], 부정 텍스트 확률 : 90.27%"
"[뒷바퀴가 있으니앞], 부정 텍스트 확률 : 58.80%"
"[ 폴딩과 언폴딩할 때 의자 아랫면에 잠금장치를 열어서 누구나 손쉽게 폴딩], 부정 텍스트 확률 : 67.88%"
"[ . 초경량 무게라서이동도 간편하고], 부정 텍스트 확률 : 73.00%"
"[비행기에도 태울 수 있는휴대용 유모차에요.여행가방이 있어서 넣고 다니니 편하네요 ], 부정 텍스트 확률 : 57.17%"
"[ 접으면 이렇게 컴팩트한 사이즈로 변신사실 휴대용유모차는 접고 펴기가 편해야하고], 부정 텍스트 확률 : 66.24%"
"[ 캐노피도 뭔가 감각적인 거 같은..굉장히 얇아 보이는데 바람이 불어도 흔들거리지 않더라고요.프레임 자체가 견고한 거 같아요. ], 부정 텍스트 확률 : 81.50%"
"[ 바는 가죽 손잡이라서 때도 안타고], 부정 텍스트 확률 : 51.51%"
"[ 아래쪽 바퀴는 바퀴인데덜덜거림이 적고], 부정 텍스트 확률 : 54.54%"
"[ 보호자용 손잡이는 높이 조절이 가능해요.보호자용 손잡이도 가죽인거 보이시죠? ], 부정 텍스트 확률 : 92.55%"
"[.?킨즈킨즈.?유모카유모카.?휴대용유모차휴대용유모차.?킨즈에어카킨즈에어카.?트라이크유모차트라이크유모차.?육아용품육아용품.?유아용품유아용품.?아기용품아기용품.?기내반입유모차기내반입유모차.?아기유모차아기유모차.?초경량유모차초경량유모차.?킨즈유모차킨즈유모차 .?체험단체험단.?이벤트이벤트 본 리뷰는킨즈 에어카 체험단으로제품만을 제공받고 체험한 후기입니다 ], 부정 텍스트 확률 : 64.48%"
