"[남자아기면 레카로 추천을 많이 한다고 했다.성별의 문제가 아니라 남자아기가 큰 경우가 많아서 그런 듯.저맘때 요요에 탄 아기들 디폴트 자세가 저거다.약간 기우뚱...ㅋㅋ ], 긍정 텍스트 확률 : 90.63%"
"[ 고급스러움 그 자체인 디럭스유모차가 바로 잉글레시나 앱티카 에요보기만해도 넉넉하고 편안함이 고스란히 전해지는데요 특히], 긍정 텍스트 확률 : 84.01%"
"[제 눈에 바로 들어온건 바로 프레임정말 탄탄하고 고급짐이 그대로 묻어나죠], 긍정 텍스트 확률 : 99.46%"
"[ 엄마들 사이에게 인기가 많은 유모차 중 하나라 그런지], 긍정 텍스트 확률 : 57.67%"
"[ 작은 부분까지도 하나하나 신경쓴 섬세한 디테일과 코퀄리티의 제품이라 그런지 정말 옥의 티를 찾으려고 눈을 씻고 찾아보고 또 찾아봐도 흠잡을 구석이 없더라구요 ], 긍정 텍스트 확률 : 83.66%"
"[생활방수 기능도 있어서 더욱 실용적이죠], 긍정 텍스트 확률 : 95.22%"
"[ 그저 힘도 안주고 쓱밀었을뿐인데 쓩하고 가볍기 밀리는 핸들링.. 이건 정말 직접 밀어보지 않으면 뭐라고 설명하기가 ㅎㅎㅎㅎ 양대면시스템이라 앞으로도 보고 마주보기도 하고정서적 교감도 가능하죠도 수평으로 눕혀지는 단계 등받이 각도라 내 아이가 원하는 최적의 편안함을 제공해준답니다], 긍정 텍스트 확률 : 88.35%"
"[ 요즘 영하날씨에 칼바람때문에 더욱 춥게만 느껴지는데요 풀케어 풋머프가 있으면 혹한의 추위에도 끄덕이 없어요정말 갈수록 더 추워지는 겨울인지라 완전 필수인듯해요 더구나 방풍커버까지 있으면더 좋지요 ], 긍정 텍스트 확률 : 88.37%"
"[ 점식 안전벨트로 내 아이를 안전하게 잡아주고 소프트 서스펜션이 있어서 최소의 흔들림 그리고 최대의 충격흡수라는 최대 장점을 가진 아이랍니다], 긍정 텍스트 확률 : 52.13%"
"[ 마지막으로 보여드릴 잉글레시나유모차 바로 트릴로지년연속 한국소비자만족지수 위 라는 영광을 가진 아이인데요 ], 긍정 텍스트 확률 : 83.51%"
"[트릴로지를 만나고 난 뒤로는 그건 나의 좁은 편견에 불과했구나.. 싶었네요 신생아부터 세까지 사용이 가능한데요아이몸무게로 말씀드리자면], 긍정 텍스트 확률 : 80.23%"
"[키로그램에서 키로그램까지 타고 다닐수 있답니다무게는 .키로그램이에요 ], 긍정 텍스트 확률 : 64.02%"
"[ 아이가 태어나서 가장 많이 하는게 바로 잠자기 이죠 자고나면 또 컸네또 자고 나면 자랐네라는 말을 하게 되는데요하루평균 시간 숙면을 취하는 신생아를 위해 등받이 각도가 도로 완벽하게 눕혀져서 마치 이동하는 요람처럼 편안한 숙면공간을 제공해준답니다], 긍정 텍스트 확률 : 98.53%"
"[ 잉글레시나트릴로지는 가벼운 무게와 볼베어링시스템으로아주 스무스한 핸들링을 만끽할 수 있고], 긍정 텍스트 확률 : 56.63%"
"[승차감은 물론 안전함을 제공하는 충격흡수 서스펜션이바퀴마다 모두 탑재되어 있어요], 긍정 텍스트 확률 : 94.11%"
"[ 아이를 데리고 다니다보면 정말 생각지 못한 상황에 맞딱들이게 되기도 하는데요유모차에 얌전히 잘 다니는 걸 꿈꾸지면 현실은 안아달라고 울고불고... 그러면 결국 아이한손으로 안고 유모차까지 끌어야하는 상황이 생기게 되죠잉글레시나틀리로지는 끄는것은 물론이고 한손으로 폴딩까지 되니 정말 완벽하답니다든든한 나의 지원군이라고 할까요 ㅎㅎㅎ 시트분리없이 원액션폴딩 가능말이 쉽지 이거 정말 편하다는원터치로 양대면으로 전환도 된답니다], 긍정 텍스트 확률 : 100.00%"
"[ 어느 구석하나 빠지는 것 없이 탄탄함이 눈으로 손으로 사용할수록 더욱 만족스러운 잉글레시나 유모차네요 ], 긍정 텍스트 확률 : 99.28%"
"[친절함은 보너스네요 ], 긍정 텍스트 확률 : 65.06%"
"[ 안녕하세요예빈이랑 우재맘이에요가을은 진짜 나들이의 계절인거 같아요요즘은 아침], 긍정 텍스트 확률 : 90.79%"
"[ 저녁으론 쌀쌀하긴 하지만부쩍 여기저기 많이 다니게 되네요햇살도 좋고 살랑살랑 가을 바람도 좋고울긋불긋 물들어 가는 단풍도 참 예뻐요요즘 외출할때마다 꼭 들고 다니는국민기저귀가방베이비멜 카라 숄더백유모차가방 으로도 활용이 가능해서더 편하게 들고 나가게 되는거 같아요 ], 긍정 텍스트 확률 : 99.57%"
"[ 벌써 한 달 넘게 사용을 하고 있는데요하루도 안들고 나간 적이 없는거 같아요우리 아기 기저귀나 필요한 것들을 챙겨서 가지고 다니면서숄더백으로 활용하기에도 너무 좋지만일단은 유모차에 걸어놓을 수 있으니제가 확실히 가방으로부터 해방 되어서 몸이 가볍고 편해요아무리 자체 무게가 가벼워도 안들고 있는게 가장 편하잖아요 ], 긍정 텍스트 확률 : 65.98%"
"[ 별도의 스트랩 없이 어깨끈에 있는 벨크로로간편하게 부착이 가능하니까..유모차에 걸어서 사용하면 된답니다내부 외부 모두 수납이 워낙 좋으니유모차 정리함이 따로 필요하지 않아요기저귀가방 숄더백으로], 긍정 텍스트 확률 : 82.81%"
"[유모차가방으로 사용이 가능해서 이거 하나면 충분해요 ], 긍정 텍스트 확률 : 50.15%"
"[ 깔끔한 스트라이프 디자인에리본 포인트가 어찌나 사랑스러움 뿜뿜하는지딱 제 스타일이랍니다캐쥬얼한 의상에도정장에도 코디하기도 편해요보는 사람마다 예쁘다고 해주시니제가 기분이 더 좋은거 있죠그냥 봐서는 기저귀가방인줄 모르더라구요그 정도로 감각있는 디자인이에요 ], 긍정 텍스트 확률 : 99.92%"
"[ 유모차에 걸어서 사용할 수 있는 가방이지만이렇게 웨건에도 걸어서 사용이 가능하답니다저는 딸하나 아들하나 남매맘이라서유모차보다 웨건을 끌고 나갈 때가 더 많거든요그래서 웨건에서도 자주 사용하게 되는거 같아요 ], 긍정 텍스트 확률 : 73.55%"
"[ 큼직한 앞 쪽 주머니에는 기본 구성인 방수 기저귀 패드를 넣어가지고 다니거든요아직 기저귀를 시도때도 없이 갈아야하는 살 우재에게는 꼭 필요한 구성품이에요지금은 날씨가 쌀쌀해져서 야외에서는 좀 사용하기가 그렇지만대형마트나 백화점 등 기저귀갈이대 위에 깔고 사용하면 깔끔해서 좋아요뭔가 마음이 안심되는 느낌이에요 ], 긍정 텍스트 확률 : 99.99%"
"[ 어디든 걸 수 있는 손잡이만 있다면 벨크로 타입이라서손잡이 굵기나 이런 제약도 적은 편이에요조절이 가능하니까요 ], 긍정 텍스트 확률 : 98.11%"
"[ 사용할수록 더 맘에 쏙드는거 같아요생활방수도 가능하니까눈이 오나 비가 오나데일리백으로도 정말 최고랍니다실제로 얼마 전 태풍에 폭우에 가을장마라고 할만큼 여름보다비가 정말 자주 오기도 하고 많이 오기도 했잖아요그럴 날씨에도 불편함 없이 사용했던 기억이 있네요 ], 긍정 텍스트 확률 : 97.63%"
"[ 물병을 담을 수 있는보온보냉이 가능한 보틀 홀더도 기본 구성으로 있는데요똑딱이 단추로 손잡이가 되어 있어서이렇게 유모차에 걸어서 사용이 가능하답니다손잡이가 있어서 손으로 들고 다니기도 편해요 ], 긍정 텍스트 확률 : 81.98%"
"[ 크기 또한 넉넉해서 장보러 갈 때 장바구니를 안 챙겨가도 되더라구요우유에 요구르트에 잔뜩 넣어도쳐지는것도 없이 짱짱해요여러모로 참 마음에 들어요 ], 긍정 텍스트 확률 : 51.79%"
"[ 더블하트 젖병은 나중에 핫딜로 사라고 알려줘서 나중에.?베페베페.?카시트카시트], 긍정 텍스트 확률 : 55.18%"
"[.?조이카시트조이카시트 ], 긍정 텍스트 확률 : 51.21%"
"[ 이번에 친구 딸 태우고 돌아다녀본.?요요유모차요요유모차베이비젠요요휴대용유모차핸들링 좋고 완전 가볍고 요거 찜 ], 긍정 텍스트 확률 : 85.82%"
"[ 요요 육아맘 친구도 강추 했던 거라 나중에 사야지이ㅎㅎ ], 긍정 텍스트 확률 : 98.39%"
"[ 다시 카시트로 .?다이치카시트다이치카시트제일 핸들링 돌리기가 편했고 설명들어보니 가장 마음에 들었다.모달소재오가닉소재 전시상품], 긍정 텍스트 확률 : 97.54%"
"[개인적으로.?트레일즈트레일즈 수납이 잘돼보여서 괜찮아 보였지만휴대용 요요 끌다가 스토케 끌어보니 무겁고 핸들링 어려웠다 . 당연한건가 ㅠㅋㅋ ], 긍정 텍스트 확률 : 65.36%"
"[ 오랜만에 먹으니 참 맛있당 ㅋㅋㅋㅋ그럼 가격 위주 베페 후기 끝.베페가서 이것저것 끌어보고 만저볼 예비맘들한테 좋은 것 같다. 가격은 백화점보단 싸고 온라인가격이랑은 비교해봐야하는데핫딜이 더 싼 것도 있다고 한다. ], 긍정 텍스트 확률 : 84.03%"
"[...달이가 출장에서 돌아와 .집에서 다시 적응중인 아인이..일 이후부터 미소가 더 늘고 .근육반사로 웃는 배냇미소가 아닌 .사회적미소가 늘어나고 있다. ..엄마가 이야기하면 입 모양 쳐다보며 .소리내 웃기도 하고 .그냥 웃기도 하고.그런 모습이 너무 귀여워 더 웃게 해주려는 .달이와 나 😂], 긍정 텍스트 확률 : 97.50%"
"[ .. .?개월아기놀아주기개월아기놀아주기.?개월아기놀이개월아기놀이.?일아기놀아주기일아기놀아주기.?일아기일아기.?개월아기놀이개월아기놀이. ], 긍정 텍스트 확률 : 51.45%"
"[ .지금 가장 재미있게 보는 흑백모빌하고 아기체육관], 긍정 텍스트 확률 : 98.33%"
"[그리고 엄마가 흔들어주는 딸랑이.....사실 모빌과 아기체육관 만으로도 .아인이 혼자 아주 신나서 재미있게 논다. ㅋㅋ .그덕에 엄마는 쉬거나 집안일을 할 수 있다. ..그렇지만], 긍정 텍스트 확률 : 99.36%"
"[.옹알이도 늘어나고 .엄마랑 상호작용하며 노는게 더 좋을 것 같아 .아이와 마주보고 대화하며 자주 놀아준다. ..발달은 아기마다도 다른데 .우리 아기 발달 상황에 맞게 놀아주면 되는 것 같다. .아기 발달이 궁금하신 분들은 .아기 발달과 놀이에 대해서 정리한 포스팅 보세용], 긍정 텍스트 확률 : 97.06%"
"[ ..아인이는특히 입모양을 유심히 보는데 .오 아 이런 입모양을 좋아한다 ㅎㅎ .그래서 “오야 아구이뻐” 로 시작해 .이말 저말 해주고 웃으면.“오야”], 긍정 텍스트 확률 : 89.23%"
"[“오구이뻐”], 긍정 텍스트 확률 : 74.79%"
"[ .입모양을 최대한 크게 하는데 .노래불러 줄 때도 엄마 입을 유심히 본다. .그럼 더 입모양을 크게 하며 불러준다ㅎㅎ], 긍정 텍스트 확률 : 73.71%"
"[ .귀엽게 입모양을 따라하려고 오물오물 거린다 .특히 입을 “오”하며 내미는 걸 아인이는 좋아하는데], 긍정 텍스트 확률 : 59.48%"
"[.말 할 때 고개를 살짝 들어주며 말하면 .더 좋아한다. ..모빌], 긍정 텍스트 확률 : 76.55%"
"[아기체육관 등 다양한 장난감도 많지만 .놀이 시간 중 한번은 .엄마랑 상호작용하며 노는 것도 .아가는 즐거워하니 함께해요🥰 .. ], 긍정 텍스트 확률 : 76.29%"
"[ .일 아인이..], 긍정 텍스트 확률 : 53.30%"
"[ .아인이는 전보다 더 눈에 보이는게 많은지 .두리번 두리번 ㅎㅎ .자기 전에도 울다가도 두리번 거리며 .새로운 세상을 탐색한다. ..자는 줄 알았더니 일어나서 뭐 봐....?̊̈ 𐨛 𐨛. ], 긍정 텍스트 확률 : 99.73%"
"[ .ㅋㅋㅋ온습도계를 보고 웃는다. .온습도계도 재미있는거야?̊̈ ㅎㅎㅎㅎㅎ.흑백으로 보여서 그런지 가끔 자다 일어나면 저걸 보고 있다... ..아이들은 참 신기한 존재. ..요즘 고개를 더 빳빳하게 들고... .잠에서 확 깨더니... ], 긍정 텍스트 확률 : 96.54%"
"[ .너.... 되짚기 시도하려고 그러니...?̊̈ .벌써....?̊̈ ㅠ̑̈ ㅠ̑̈ .뇌에서 하라고 시키는구야...?̊̈ .어쩜 하루가 다르게 이렇게 훅훅 크는고얌...?̊̈?̊̈ ..깨면 무조건 저러고 있고... ㅋㅋㅋㅋ.아침되면 머리가 다른 쪽에 가있고... ㅋㅋㅋㅋ.되짚기 성공을 놓치지 않으려고... .일어나면 무조건 동영상부터 찍는다 ㅎㅎㅎ..너무 빨리 크지마 아인아.ㅜㅜ], 긍정 텍스트 확률 : 98.88%"
"[ 디자인이 내 스타일. .그리고.으로 가벼워혼자 끌고 다니기 좋고], 긍정 텍스트 확률 : 80.13%"
"[뒤 서스펜션 있어서 .보도블럭 흔들림 완충 시켜줌. .코너링좋고], 긍정 텍스트 확률 : 52.61%"
"[도기울여짐. .폴딩이 쉬움...등등.. ..다 마음에 들었지만 .코너링 좋고], 긍정 텍스트 확률 : 90.28%"
"[ .차양막도 마음에 든다. .아가 볼 수 있는 곳은 자석으로 돼 편하게 열고 닫고 하는데 찍찍이가 아니라서 다행. ..아직 사용해보진 못했지만.아인이 좀 더 커서 사용하게 되면 .실 사용 후기남기도록 하겠음 . ], 긍정 텍스트 확률 : 57.71%"
"[.수원 영통 베이비플러스에서는.다양한 가벼운 유모차를 만나볼 수 있는데요..얼마 전 친구가 여행을 가는데.이런 제품들을 찾아보고 싶다고 하더라고요..그래서 제가 항상 가는 곳으로 데리고 갔답니다. ], 긍정 텍스트 확률 : 93.85%"
"[ .이곳 영통 베이비플러스는.정말 다양한 제품들을 보유하고 있어요..경기도 최대 매장을 보유하고 있어서.약 여가지의 브랜드를 만나볼 수 있는 .곳이라고 해야 할까요?.몰랐던 제품들도 왜 이렇게 많은 건지.매번 새로운 제품들이 전시되어 있는 것 .같은 느낌이 드는 곳이랍니다. ], 긍정 텍스트 확률 : 75.05%"
"[ .출산 준비를 하시는 분들에게도 좋지만.선물이나 육아용품을 구입하러 오기에도 딱.구경하다보면 사고 싶은 것이 .자꾸만 떠오르게 되는 곳이라니까요..저는 이제 아이가 커서 .딱히 아이용품이 필요하진 않지만.선물하러 한번씩 들르게 되면.정말 많은 제품들을 만나볼 수 있었던 것 같아요. ], 긍정 텍스트 확률 : 87.77%"
"[ .여러 제품들의 장단점을 상세하게 들을 수 있는 이곳.직원분들이 전문가처럼 .장단점을 잘 알고 계셔서.온라인 구매 시처럼 후기를 찾아본다거나.주변에 물어볼 필요 없이 .그냥 방문해도 많은 정보를 얻을 수 있답니다. ], 긍정 텍스트 확률 : 96.70%"
"[ .집에서 아주 가까운 편은 아니지만.그래도 이 곳으로 자주 오게 되는 것도.바로 그 이유 때문인 것 같기도 하고요..주변에 출산을 앞둔 분들이 계시다면.꼭 이곳으로 오게 되네요. ], 긍정 텍스트 확률 : 88.01%"
"[ .그럼 제가 보고 비교해 본.가벼운 유모차 한번 소개해드릴게요..종류는 총 가지로], 긍정 텍스트 확률 : 58.39%"
"[ .먼저 소개해드릴 가벼운 유모차 중 하나는.제가 좋아하는 브랜드에서 나온.잉글레시나 퀴드에요..잉글레시나는 저희 아이가 어렸을 때부터.타던 제품이라 그런지 왠지 무한 믿음이 간다며.이 제품은 기내반입이 가능한 휴대용 제품이랍니다. ], 긍정 텍스트 확률 : 91.22%"
"[ .이 제품은 .. 라는 .초슬림한 폴딩 사이즈를 갖고 있답니다..하지만 아이를 태우면 안전함을 .느낄 수 있도록 만들어졌고요. ], 긍정 텍스트 확률 : 65.56%"
"[ .제가 보고 온 것은 이 색상 뿐이었지만.개인적으로는 베니스 레드가 참 예뻤답니다..미리 알아보고 가시거나 .실제로 영통 베이비플러스에 가시면.왜 그런지 아실 수 있으실거에요 ], 긍정 텍스트 확률 : 80.89%"
"[ .개폐가 가능한 후면에 있는 메쉬창이 있어.쉽게 오픈이 가능하며.아이의 상태를 확인할 수 있고.신선한 공기 순환에도 효과적이라고 할 수 있어요. ], 긍정 텍스트 확률 : 85.52%"
"[ .더운 여름에 신선한 공기를 .내부에 유입시킬 수 있게.전체 개폐가 가능한 후면 통풍구를.전체적으로 열 수 있어요..열이 많은 아이들에게 꼭 필요한 기능인 듯 싶었습니다. ], 긍정 텍스트 확률 : 80.18%"
"[ .등받이는 최대 도로 눕혀져.편안한 수면이 가능할 수 있도록.디테일한 조절이 가능하답니다..한 손 조절 방식으로 개의 고리를 잡고.위쪽으로 가볍게 당기면 등받이를 세울 수 있어.혼자서도 편하게 조절이 가능해서 좋더라고요. ], 긍정 텍스트 확률 : 61.82%"
"[ .잉글레시나 퀴드는 .의 절충형급 바퀴 사이즈로 .아이의 하중에도 부드러운 핸들링과.안정적인 주행감을 제공합니다..가벼운 유모차이지만 .아이를 안전하게 태울 수 있는.여러방법을 고심했다는 흔적이 보이는 제품이에요. ], 긍정 텍스트 확률 : 51.32%"
"[ .충격흡수를 위한 .소프트 서스펜션 역시 들어가 있는데요..뛰어난 주행성과 안정적인 승차감을 제공해.더욱 안전하게 탑승할 수 있도록 도와준답니다. ], 긍정 텍스트 확률 : 95.69%"
"[ .항공 기내 반입은 물론이고.경차인 모닝에도 수월하게 수납이 가능하답니다..단계의 단계 조절이 가능하며.첫 캐노피 단은 지퍼형식으로 되어 있어서.깔끔하게 캐노피를 정리할 수 있다는 장점이 있어요...그리고 캐노피의 흰색선은 빛 반사가 되는 것으로.야간에 안전성을 더욱 확보했다고 해요. ], 긍정 텍스트 확률 : 89.09%"
"[ .도에서 까지.등받이 레버 조절 형식으로 .최소 도 각도로 바른 자세로 앉혀 놓을 수 있으며.쉽게 눕힐 수도 있는.단계 각도 조절이 가능하다고 해요...폴딩이나 언폴딩 역시 .쉽게 할 수 있어서 .더욱 한 손에 아이를 안고도 가능하다고 하더라고요. ], 긍정 텍스트 확률 : 73.86%"
"[절충형에서 볼 수 있었던.하이포지션 덕분에 .개월수가 높은 아이들도 사용할 수 있고.어린 아이들은 하이체어 대용으로도 사용할 수 있어요. ], 긍정 텍스트 확률 : 80.08%"
"[ .안전가드는 쉽게 조정이 가능하여 .아이들이 타고 내리는데 불편함이 없게 만들어졌답니다. ], 긍정 텍스트 확률 : 55.23%"
"[ .더욱 안전하게 탑승할 수 있도록.바퀴와 서스펜션 및 볼베어링을 장착했다고 해요..덕분에 부드러운 핸들링까지.여러모로 마음에 쏙 드는 제품이네요. ], 긍정 텍스트 확률 : 98.86%"
"[미니버기 제품이에요..오랫동안 잘 사용하는 제품 중 하나인데요..신상 미니버기는 폴딩이 간편하게 단으로 가능해.여행 자주 다니시는 분들에게.딱 인 것 같다는 생각이 드는 제품이랍니다. ], 긍정 텍스트 확률 : 79.25%"
"[ .기내에서도 가능한 제품이며 .휴대하고 다니기에도 딱인 것 같아요..넓은 시트 사이즈와 .부드러운 핸들링으로 .밀고 다니는 엄마], 긍정 텍스트 확률 : 54.94%"
"[아빠는 물론.아이들까지도 편하게 탈 수 있지요. ], 긍정 텍스트 확률 : 53.01%"
"[ .자외선에 강항 단의 풀 차양막으로.햇빛을 잘 막아줄 수도 있고], 긍정 텍스트 확률 : 74.28%"
"[ .정서적 안정감을 위한.유아확인창이 있어서 .아이들이 앉아있어도 .아이와 부모가 쉽게 교감할 수 있는 것 같아요. ], 긍정 텍스트 확률 : 84.71%"
"[ .보기에도 푹신해 보이는 .더블 쿠션 시트는 .아이들이 앉아있을 때.좀 더 편안함을 느끼게 될 것 같은 생각이 들어요. ], 긍정 텍스트 확률 : 68.70%"
"[ .직접 밀어보신 분들은 아시겠지만], 긍정 텍스트 확률 : 56.69%"
"[ .원터치 폴딩과 쉽게 각도 조절이 가능한 것도.큰 장점이지만.편안한 그립감], 긍정 텍스트 확률 : 84.85%"
"[ .지면과의 차이를 높이고 넓은 시야로.다양한 경험을 주는 하이시트는.아이와 부모님 모두에게 장점이 되겠네요. ], 긍정 텍스트 확률 : 63.88%"
"[ .깊고 넓은 공간으로 .다양한 물건을 수납가능한 장바구니], 긍정 텍스트 확률 : 81.39%"
"[ .스크래치와 오염에 강한 가죽 손잡이 등도.이 제품에 장점들이라고 할 수 있겠네요. ], 긍정 텍스트 확률 : 52.52%"
"[ .사실 이렇게 설명을 듣는 것보다.직접 가서 밀어보고 경험해보는 것이.제일 좋은 것 같다는 생각이 들어요...기회가 되신다면 .수원 영통 베이비플러스에 가셔서 .다양한 제품들 직접 만나보시길 바래요 ], 긍정 텍스트 확률 : 96.69%"
"[베이비샵 직구일 아기장난감 아기체육관모빌겐조보보쇼즈무민 아기옷 후기남자아기 코디베이비패션 . 블랙프라이데이 세일아이의 성별을 알게된 순간부터개미지옥이라는 베이비샵에 발을 들이기 시작..ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그동안 내 블로그에 계속해서 후기를 올렸었지.실제로 초반에 구매했던 .?미니로디니미니로디니 를 포함한 신생아옷은 너무너무 잘 입고있다.실제 착용 후기 포스팅도 한 번 따로 하겠음 .... ], 긍정 텍스트 확률 : 99.80%"
"[ 특히.?나옐아기띠나옐아기띠 는 포스팅 후 베이비샵에서 품절이라는 소식도 봤...ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ암튼], 긍정 텍스트 확률 : 91.14%"
"[.?베이비샵주문베이비샵주문 .?베이비샵주문방법베이비샵주문방법베이비샵 아직도 모르는 분들이 있나요? .... ], 긍정 텍스트 확률 : 80.50%"
"[ 지금 사이트에 들어가봤더니중이네.또 사고싶다.베이비샵 밉다.ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 76.79%"
"[ 나같은 경우는 그게 유로였음.그런데 예기치못한 일이 발생했으니.. 또르르... 한국지사가 지금 파업중..월 초 기준그래서 블프 전에 주문한 것도넘나 오래걸렸.. ㅠㅠ스아실], 긍정 텍스트 확률 : 64.23%"
"[ 를 클릭하면다양한 종류의 플레이매트와 아기체육관이 있다.내가 고민했던 키즈컨셉 것과 스킵합 것도 있으니가서 구경해보시길. ], 긍정 텍스트 확률 : 86.96%"
"[ 그리고 이렇게 유모차에도 달 수 있게 집게가 달린 인형도 따로 있어서외출할때 달아줘보니계속 쳐다보면서 멍때리고 좋아해.너 진짜 쉬운남자야..ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ사진에 있는 핑크색 후드도 베이비샵 직구템 ], 긍정 텍스트 확률 : 99.50%"
"[ 그리고 또 주문한 나머지 물건들이 왔드아아아 ], 긍정 텍스트 확률 : 76.05%"
"[ 지난번에 내가 베이비샵 무배라고세짜리 자전거를 샀던 사건을 기억하시는 분이 있나...요?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그때 그 파이팅 넘치던 임산부가과거의 내가 원목으로 된 아기체육관도 주문했더라.ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ근데 거기에 매다는 오브제를 아직 못찾고 있어서같은 브랜드인키즈컨셉걸로 이참에 주문.완죤 귀요미 ], 긍정 텍스트 확률 : 95.17%"
"[ 조립해서 매달면 이런모습이 나옵니다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ .... ], 긍정 텍스트 확률 : 70.27%"
"[ 이렇게 완제품으로도 판매하는구만.심지어 지금 세일중 ㅋㅋ ], 긍정 텍스트 확률 : 98.15%"
"[ 그리고 이건 .?스킵합트래블모빌스킵합트래블모빌 .?유모차모빌유모차모빌.?휴대용모빌휴대용모빌이건 검색해보니 쿠팡에서도 파네?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ나는 주문하는김에 그냥 같이 직구함. ], 긍정 텍스트 확률 : 51.05%"
"[ 예비 태릉인 우리집 소년이체육관에서 흥분하는 모습과스킵합 모빌이 움직이는 영상을 담아봄.얘가 나닮아서 카메라울렁증이 있는지동영상을 찍으면 실제 흥분지수의 만 발휘하네.. ], 긍정 텍스트 확률 : 99.06%"
"[ 그래서 대리만족하라고 아들거 사줬졍ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그것도 핑크핑크로.아 너무 예쁘다아아아아 ], 긍정 텍스트 확률 : 86.38%"
"[ 그냥 지금 바로 입히고 싶어서사이즈는 고민하다 로 샀는데지금 따악 맞는다. 베리굿아드님 현재 일정도], 긍정 텍스트 확률 : 97.76%"
