"[안녕하세요 으누 첫차 리안 디럭스유모차 베가올해 출시된 신상 모델인데요.최근에 베이비페어에서도 완전 인기 많았던제품으로], 긍정 텍스트 확률 : 79.37%"
"[ 리안 솔로 인펀트카시트 타고 복덩이가 집으로 돌아온지 어느덧 주차에 접어들었어요 ㅎㅎ처음 리안 신생아바구니 만난날 이때만 해도 애기애기했었는데 어느덧 울 집 복덩이는 에 육박하구요 ㅋㅋ꽤 무거워져서 응가하고 세면대에서 뒷처리해줄때 넘 힘들어요 ㅜ 집으로 돌아오고 한동안 계속 집콕이었는데 요며칠 미세먼지도 없고 날이 좋아서 절충형유모차 리안솔로신형 끌고 산책도하고있어요], 긍정 텍스트 확률 : 92.93%"
"[ 쨔잔 이날은 울 복덩이 유모차 타고 산책하는날저도 출산 후 외출이 잦다보니 신랑이 같이 산책 좀 하자고미세먼지도 없고 날도 좋은데 햇빛좀 쬐고오면 좋겠다며 ㅎ첫째는 어린이집 보내놓고 울 세식고 산책하러 외출한날 울 복덩이도 맨날 배냇저고리 차림으로 있다가 이날은 우주복으로 멋내기 ], 긍정 텍스트 확률 : 67.23%"
"[ 아무래도 겨울 아기이다보니 첫째때완 다르게 외출이 좀 조심스럽긴하네요. 이날 많이 추운 날이 아녔음에도 내복에 우주복에 꽁꽁 싸맸어요 ㅎ 되도록 외출 자제해야하지싶지만 얘도 계속 집에만 있음 넘나 답답할거 같긔 그리고 한달이 넘다보니 이제 슬슬 뭐가 좀 보이기 시작하는지 매일매일 창밖 바라보며 히죽히죽], 긍정 텍스트 확률 : 64.58%"
"[바깥 보길 좋아하는 것 같더라구요], 긍정 텍스트 확률 : 70.10%"
"[ 집 근처에선 아무래도단계 풀차양막으로 햇빛보호가 가능한리안솔로 유모차를 사용하게되는데요무엇보다 단계 레버를 이용한 등받이 각도조절로 신생아 요람모드가 가능해서 신생아인 우리 복덩이 역시도 편안하게 누울 수 있다보니 안정감있는 사용이 가능해서 집근처 이동시 애용하게된다는거 ㅎ ], 긍정 텍스트 확률 : 90.21%"
"[ 무엇보다 엄빠 입장에선 넘나 맘에 드는 핸들링 사실 양대면이 가능한 절충형유모차 중 핸들 방향을 바꿔 양대면으로 하는 제품들이 있는데요예전에 친구꺼 한번 사용해보니 핸들링이 정말 불안정하더라구요 ㅜ 그래고 대부분의 유모차가 무게중심이 앞쪽으로 있다보니 앞바퀴와 뒷바퀴의 기능을 달리해 더욱 안전하게 보완하는 경우가 대부분인데 핸들을 바꾸는 제품의 경우엔 앞바퀴뒷바퀴 동일하게 제작되는 경우가 많아서 밀면서도 편하지가 않은거있죠물론 제품에 따라 어느정도의 차이는 있기야하겠지만 ], 긍정 텍스트 확률 : 99.45%"
"[ 절충형유모차 리안 솔로제품은 시트를 들어내어 방향을 바꿀 수 있다보니 훨씬 안정감 있게 양대면이 가능해져요다만 아이가 있는 상태에서는 위험하기도하고 무겁기도해서양대면 방향 바꾸기가 힘들다는 사실은 어쩌면 단점이 될수도 있겠으나 개인적으로 안정감을 우선순위에 둬야한다 생각하기에 제입장에선 단점이 아닌... ], 긍정 텍스트 확률 : 93.46%"
"[ 그리고 신랑이 가장 맘에 들어한 점은 바로 이부분인데요 ㅎ손잡이 부분이 단계로 조절이 되다보니 저보다 키가 큰 신랑도 키에 맞춰 조절이 가능하다는점 ], 긍정 텍스트 확률 : 95.43%"
"[ 특히나 요즘같은 겨울철엔 요 풋머프도 톡톡히 역할을 해내는 중이 밖에도 발받이 각도 조절이나], 긍정 텍스트 확률 : 73.20%"
"[ 뭐 그럼에도 장점이 워낙 많은 절충형 유모차이기에 시트를 탈착 후 트렁크에 싣는단 사실은 유모차를 사용함에 있어 큰 불편함이라고 여겨지지는 않지만구매전 우리차 트렁크에 들어가는지 여부는 꼭 체크하시고 구매하시길 바랍니다], 긍정 텍스트 확률 : 93.79%"
"[ 안녕하세요쏘앵이네입니다 ♥요즘 국내여행 비용이나해외여행 비용이나 비슷해서해외여행 많이들 가시죠저도 저번에 다낭다녀왔는데요 .?기내반입유모차기내반입유모차 다들 구매하길래뭐 굳이... 구매하나?? 싶었어요제가 직접 비행기를 타보니까], 긍정 텍스트 확률 : 99.70%"
"[ 기내반입유모차는 유모차를 접어서 비행기에 들고탈 수가 있더라구요비행기를 타러갈 때까지 거리도 꽤 되고], 긍정 텍스트 확률 : 76.25%"
"[내려서도 아기가 걷기엔 많이 걷더라구요그래서 기내반입유모차가 있으면 아이도 엄마도 편하겠다 라고느꼈네요 ], 긍정 텍스트 확률 : 65.74%"
"[유모차가 이렇게 비닐로 포장되어 있어요 리안 은 기존의 리안베이직 파생브랜드로믿음이 가는 브랜드에요 ], 긍정 텍스트 확률 : 95.22%"
"[ 손잡이에도 안전하게 포장이 잘 되어있네요손잡이도 포장되어 있어야해요 전에 구매한 휴대용유모차 도착하자마자 손잡이가 찍혀서 찢어져있었지만..... 유모차 반품하기도 번거롭고 해서그냥 쓰고 있기는 한데좀 그렇더라구요ㅎㅎ ], 긍정 텍스트 확률 : 83.50%"
"[바퀴 조립을 해야해요설명서 없이도 혼자 할 수 있을 정도로간단합니다어렵지 않아요 ], 긍정 텍스트 확률 : 73.68%"
"[ 바퀴는 총 개에요설명서를 보고 조립하면 됩니다 ], 긍정 텍스트 확률 : 68.89%"
"[ 동그라미 표시된 곳을 누르고 유모차를 펼쳐서 고정하면 끝완전 간편해요 ], 긍정 텍스트 확률 : 62.88%"
"[ 한 손으로 들고 다닐 수 있고], 긍정 텍스트 확률 : 54.31%"
"[.?기내반입유모차기내반입유모차 라서부피도 작아서 좋구만요유통과정도 축소로 비교적 가성비 있는 제품이에요온라인몰에서 판매전용이예요 ], 긍정 텍스트 확률 : 97.67%"
"[ 분짜가 생기고 제일 고민이 되는 것 중 하나가 유모차였는데월 일 날 부산 벡스코에서 육아용품 박람회가 열린다는 소식에 상아리랑 다녀왔어요.거기서 여기저기 둘러보다 리안 프라임 라이트 유모차를 구입하게 되어 후기를 올립니다리안이 가격 면에서 메리트가 끌리고], 긍정 텍스트 확률 : 62.90%"
"[무게도 가볍고], 긍정 텍스트 확률 : 61.65%"
"[핸들링도 좋아 구입하게 되었습니다. ], 긍정 텍스트 확률 : 92.78%"
"[ 먼저리안 프라임 라이트 유모차는 . 리안 프라임 라이트 . 리안 프라임 라이트 오토 폴딩 으로 나누어지는데요.이 둘은 말 그대로자동으로 접히냐 안 접히냐의 차이 로 가격차이가 조금 났습니다.또리안 프라임 라이트는 유모차 프레임이 금색인골드 에디션이있는데이것은색깔의 차이 로 성능 면에서는 차이가 없었습니다.은색이냐 금색이냐에 따라 금액 차이가 조금 나더군요.저희는 그냥 더 저렴한리안 프라임 라이트 유모차를 구매했어요.제가 직접 접어보니 어렵지도 않고 괜찮았거든요. 유모차를 행사장에서 구입하니유모차숄더 스트랩컵홀더트래블 백을 주더라고요.물품은 무료배송으로 일 이내에 택배로 받아 볼 수 있었습니다.생각보다 빨리 택배가 왔어요 ], 긍정 텍스트 확률 : 59.54%"
"[밑에 나머지가 다 들었더군요 ㅋ ], 긍정 텍스트 확률 : 53.37%"
"[ 따란 시크한 블랙입니다. 얼렁 우리 분짜 태우고 놀러 가고 싶네요 ㅋㅋㅋ접었을 때가로 세로 높이 펼쳤을 때가로 세로 높이 신생아개월까지 사용 가능하고무게는정도 나갑니다. ], 긍정 텍스트 확률 : 80.75%"
"[ 브레이크 부분입니다.유모차를 잠시 세워둘 때 꼭 필요한안일하게 생각하면 안 되는 부분이죠저렇게 발로 까딱까딱하시면 브레이크 잠김 열림을 쉽게 조절할 수 있습니다.집에서 사용해보니 좋더군요.], 긍정 텍스트 확률 : 98.16%"
"[ 또한윗부분에 라운드 상태로 덮개를 열고 닫을 수 있는데열면 매쉬창이 있어서 아기 상태를 확인할 수도 있어요.저 덮개는 똑딱이가 아니라 부드러운 자석이라 소음이 전혀 없어요. ], 긍정 텍스트 확률 : 66.95%"
"[ 발판 부분입니다.발판 밑 부분에 똑딱이?를 잡아당기면 각도 조절 가능해요 제가 살짝 눌러보니 탄탄합니다. ], 긍정 텍스트 확률 : 94.09%"
"[ 그리고 바구니 부분저는 혼자 집 근처 시장이나 마트를 잘 가는 편인데 이때 이 부분도 빼놓고 볼 수 없겠더라고요.리안 프라임 라이트 유모차는 바구니 부분이확장형 으로 저렇게 펼치면 뭐가 많이 들어갈 거 같아 좋아 보였어요 ㅋ ], 긍정 텍스트 확률 : 90.35%"
"[많은 종류], 긍정 텍스트 확률 : 62.21%"
"[본 포스팅은 선물받은 제품으로 느낌가는데로 적어본 후기 입니다 ], 긍정 텍스트 확률 : 62.46%"
"[ 인터넷에 검색해보면 정말 많은 유모차 정보들이 나옵니다.그중에서도 인기많은리안 솔로 유모차.절충형 이라는 이상한 타이틀의 이름을 가지고 있지만 사용하다보니 이해는 가더라구요. ], 긍정 텍스트 확률 : 54.69%"
"[ 아이들에게 좋은거만 주고 싶은 부모 마음.하지만 가격이나 제품의 품질], 긍정 텍스트 확률 : 96.84%"
"[ 신생아부터 개월 까지 사용가능한 크기], 긍정 텍스트 확률 : 56.27%"
"[깔끔한 색 조합의 디자인.솔로 절충형 유모차의 첫 느낌은 좋습니다.기능같은거야 하나의 옵션 아닙니까. 일단 이쁘고 바야죠 ㅎ ], 긍정 텍스트 확률 : 80.22%"
"[ 이런 기능들은 사용하다보면 금방 익숙해지니 구매전부터 고민은 하지마세요라고 말하고 싶네요 ㅎ ], 긍정 텍스트 확률 : 64.45%"
"[ 스타벅스 벚꽃 에디션 라떼와 함께 슬슬 걸으며 느껴봅니다. ], 긍정 텍스트 확률 : 65.67%"
"[ 걷다보니 나오는숨은 수원 벚꽃 명소바로 저희 동네 하천길 입니다. ], 긍정 텍스트 확률 : 56.56%"
"[ 수원 장안구에 위치한동남보건대 후문방향 에 있는 길로 짧지만 벛꽂시즌은 편안하게 즐기기에는 부족함이 없는곳청춘의 대학생들부터 아파트 주민분들까지 다양한 분들이 즐기고 있는 곳 입니다.더 좋은 벚꽃 명소들 많으나 사람구경인지 꽃구경인지 모르는 곳보다 여유와 함께 이런곳 즐기는거도 나쁘지 않아요수원 시민분들이라면 시즌은 지나 포스팅 하고 있지만 한번쯤 가보시길추천 드립니다 ], 긍정 텍스트 확률 : 97.99%"
"[ 여유가 느껴지지 않나요 ㅎㅎ숨겨진 수원 벚꽃 명소기억 ], 긍정 텍스트 확률 : 89.26%"
"[ 블로그를 하다보니 포스팅용 사진 찰칵리안 솔로 절충형 유모차 디자인 괜찮죠?첫째때도 좋은건 아니였지만 그거보다 맘에들고], 긍정 텍스트 확률 : 77.86%"
"[ 오늘 글에 주제인리안 솔로 절충형 유모차 후기 를 남겨보면크고 작은 바퀴의 조합], 긍정 텍스트 확률 : 51.16%"
"[ 햇빛가림막 은 단에 다리까지 막아줄수 있으나햇빛의 각도에 따라 노출될수 있어요. ], 긍정 텍스트 확률 : 80.75%"
"[ 그럴때는 이렇게 지퍼를 열면 아이를 볼수 있는 보너스 통풍창도 나오니 걱정 무 ], 긍정 텍스트 확률 : 51.30%"
"[ 제일 중요한 접었다가 폈다 하는건 여러번 하다보면 익숙해 집니다.한번에 별다른 조작없이 되는건 칭찬해좀 뻑뻑한 부분이 없지않아 있지만 몇번 쓰다보니 괜춘 ], 긍정 텍스트 확률 : 74.09%"
"[ 여기까지리안 솔로 유모차 간단 후기와 함께보너스 수원 벚꽃 명소 정보 였습니다. 둘째 기념으로 처제가 선물해준 제품으로고맙고 만족한다는 포스팅또한 저같이 싸고 좋은거], 긍정 텍스트 확률 : 94.22%"
"[이쁜거 등등고민 많은 아빠], 긍정 텍스트 확률 : 87.43%"
"[엄마들께 조금이나마 정보가 되고자올려보았습니다.부족하지만 좋은아빠가 되고자 노력하는어설픈 아빠 어자블이였습니다마칩니다. .?리안솔로유모차리안솔로유모차.?리안솔로절충형유모차리안솔로절충형유모차 .?처제고마워처제고마워.?육아용품육아용품.?선물받는게제일좋음선물받는게제일좋음.?벚꽃엔딩벚꽃엔딩 ㅋㅋ 이 포스팅은 쿠팡 파트너스의 활동으로], 긍정 텍스트 확률 : 98.33%"
"[일정한 대가를 제공받고 있습니다. ], 긍정 텍스트 확률 : 56.97%"
"[..내돈주고 사서 솔직하게 남기는 후기입니다♡ ..바구니카시트 를 처음 살 때는 고민이 많았다.사용기간이 짧다는데 굳이 살 필요가 있을까..하지만개월 실사용 해보니.이건 정말 강추다ㅎㅎㅎㅎ..지금이 개월째고 아직도 한달은 더 쓸 수 있을듯한데.육아템 치고 이 정도 사용이면 솔직히 사용기간이 짧은 편도 아니다..리안 솔로 바구니카시트유모차 조합 을 사용해보니 좋은 점... 신생아시기에 기본 용도인 카시트 겸 유모차로 활용 ], 긍정 텍스트 확률 : 84.02%"
"[ . 차에서 배고프다고 울 때 그냥 카시트에 앉힌 상태로 분유를 먹여도 잘 먹는다.. 차에서 잠든 아기를 깨우지않고 고대로 집안으로 이동. ], 긍정 텍스트 확률 : 89.76%"
"[ .아기들은 차에서 잘 때가 많은데..자는 아기를 바구니채로 고대로 들어서.집으로 옮겨가기 때문에.아기를 깨우지 않을 수 있다..이게 얼마나 큰 메리트인지 임신기간엔 잘몰랐다ㅎㅎㅎㅎ... 의자대용으로 사용 ..점보의자 사용은 목을 가누는 개월이후에나 가능한데..그 전에 바구니를 식탁의자 위에 두고.함께 밥을 먹거나?. ], 긍정 텍스트 확률 : 95.92%"
"[ .여기 눕히면 확실히 속 편해하며 잘잤다... 이건솔로 유모차 에 만족하는 점인데장바구니가 커서 넘 편하다 ㅎㅎㅎ ], 긍정 텍스트 확률 : 55.73%"
"[ 이렇게 장본 걸 잔뜩 싣을 수 있다둘째를 낳는다해도 안낳을거지만 바구니카시트 살 것 같다강추합니당 .?티볼리카시트티볼리카시트.?티볼리에어트렁크티볼리에어트렁크.?티볼리에어유모차티볼리에어유모차.?티볼리에어리안솔로티볼리에어리안솔로.?티볼리리안솔로바구니카시트티볼리리안솔로바구니카시트.?바구니카시트사용기간바구니카시트사용기간.?바구니카시트단점바구니카시트단점.?바구니카시트장점바구니카시트장점.?리안솔로바구니카시트리안솔로바구니카시트.?리안솔로트레블리안솔로트레블.?트렁크유모차트렁크유모차.?리안솔로인펀트카시트리안솔로인펀트카시트 ], 긍정 텍스트 확률 : 95.54%"
"[ 비라이트 유모차 앞바퀴는 자동차처럼 충격을 최소화하는서스펜션이 바퀴 모두 탑재되어 있고], 긍정 텍스트 확률 : 89.08%"
"[ 신생아부터 개월까지 사용할 수 있고], 긍정 텍스트 확률 : 53.50%"
"[ 펼쳤을때 가로 ], 긍정 텍스트 확률 : 67.52%"
"[높이 접었을때 가로 ], 긍정 텍스트 확률 : 67.52%"
"[높이 에요무게는 .으로 기존에 쓰던 휴대용유모차와 같아요.이면 혼자 아기 안고 들수 있는데오래 들면 힘든건 어쩔수 없구요ㅋㅋㅋ ], 긍정 텍스트 확률 : 70.32%"
"[ 분리할수 있는 안전바가 있어아기도 안전하게 지켜줘요 ], 긍정 텍스트 확률 : 82.69%"
"[ 아기의 성장과 상황에 맞게각도조절 할수 있는 발받침은아래쪽에 레버로 조절할수 있어요 ], 긍정 텍스트 확률 : 52.32%"
"[ 아기 잠들었는지 확인할수도 있어요유모차 타고 가는데 잠들었다면... 개꿀 ], 긍정 텍스트 확률 : 50.63%"
"[ 등받이 조절끈을 줄였을때와완전히 풀었을대의 각도 비교아주 쫙 누워서 잘수 있어요 ], 긍정 텍스트 확률 : 89.91%"
"[블랭킷 등넣을 일이 많아서 꼭 필요한 수납공간비라이트 유모차의 하이포지션 장바구니는지면에서높은 곳에 있어지면의 열로부터 보호해주고], 긍정 텍스트 확률 : 91.76%"
"[ 해외여행 국내여행까지 모두 함께 할 예정 ], 긍정 텍스트 확률 : 89.96%"
"[.안녕하세요.이번에 리뷰할 제품은.?리안유모차리안유모차 입니다. ], 긍정 텍스트 확률 : 64.44%"
"[ 앞으로 내년 월초에 출산 예정인 우리는 유모차를 어떻게 해야하나...새거로 사야하나 중고로 사야하나...고민하던중 누가도 유모차는 적당한거로 사고나중에 그돈으로 좋은 옷을 입혀라...라는 말도 듣기도하고..돈만 많다면야..모든지 좋은거로 사주고 싶은게 부모 맘이거늘...중고로 구입하기로함..유모차 후기를 많이 보니 몇개월 안타는 경우도 있고해서..우선 중고로 구입하여 사용해 보고 나중에 필요하면 그때 다시 구매하는거로 결정브랜드는 여러가지가 있지만 그중 우린.?양대면유모차양대면유모차 중간 가격대인? 새로 산다면 리안유모차를 구입하려고 생각하고 있었다..그렇게 중고사이트를 자주 들락 거리며 유모차 올라오는것을 보다가제품 상태도 좋아보이고 가격도 우리가 생각하는 선에 올라온 제품이 있어서 언능 미리 사놓기로 함. ], 긍정 텍스트 확률 : 97.43%"
"[ 그다음은 방풍용 커버인데 딱히 설명 드릴건 없네요..정면 창에 군데 찍힌곳이 있던데..맘찢...ㅠㅠ 아기가 이 창을통해 많이 밖을 구경할건 아니라..패스..구멍만 안나서 바람만 안들어오면 되겠지... 아빠가 중고 사줘서 미안해...ㅠㅠ ], 긍정 텍스트 확률 : 87.49%"
"[ 뼈대는 설명서 보고 조립하시고 이제 바구니? 요람 사용법인데요..저도 맨처음에는 살짝 해메긴했는데요람과 유모차 변형 방법입니다..이게 년식 모델명에 따라 조금씩 다르니 이부분은 모델마다 상의 하다는 점 말씀드립니다. ], 긍정 텍스트 확률 : 53.84%"
"[ 이렇게 햇빛 가리게 뒷쫌에 보면 버클이 있는데 이것을 눌러주면 각도를 바꿀수 있는데이런 편리성은 참 잘해놨다고 생각이 드네요..옛날 누나들 사용했던 유모차 생각하면...차도 많이 변하더니 유모차도 시대가 흐를수록편리성이 엄청 많이 추가 되는거 같네요.. ], 긍정 텍스트 확률 : 94.86%"
"[ 유모차 검색 많이 하면서 색상은 회색이 고급져 보이기도 하고 이쁘기도했는데중고 특성상 딱원하는 색상을 구하지는 못했지만..기존 사용하던 분이 깔끔하게 사용도 하셧지만 자두색?도 조립해 놓고 보니 그렇게 이상하지는 않고 맘에 드네요...ㅎㅎ ], 긍정 텍스트 확률 : 90.94%"
"[ 절충형은 이미 두개 모두 읽어 보셧다면 대충 감이 오셨겠지만.?디럭스유모차디럭스유모차 와.?휴대형유모차휴대형유모차 짬뽕 버젼 이라고 생각하시면됩니다.디럭스의 안정성 휴대용의 휴대성을 지닌것인데 단점으로는 이도 저도 아닌 애매한 포지션이라고 하더군요 디럭스 처럼 편한것도 아니고 휴대형처럼 엄청 편한것도 아니기에장점이자 단점을 가진 제품이라 하네요..사용시기는 너무 어린 아이때말고 몇개월이 지난후 적정 허용무게에 맞게 사용하면 된다고 합니다.제가 차에 싣느냐고 들어봤을때 확실히 무겁긴 하더라고요..와이프가 끌고 다닐때는 모르겠으나..여성분들이 들기에는 무겁습니다..그래서 사용해보고 나중에 봐서 아이가 어느정도 크고 잘타고 다니면 휴대형으로 바꿀계획입니다 ], 긍정 텍스트 확률 : 50.34%"
"[뭐 절충형이 워낙 유명하긴하다고하더라구요그리고 가성비 좋은 유모차로도 많은 분들에게 알려져있기도한데], 긍정 텍스트 확률 : 89.86%"
"[그레이 이렇게 가지 컬러이고홈쇼핑 방송중에는 그레이가 가장인기가 높았던것 같지만 나는 칙칙해서 싫고 원래 블루색을 좋아해서그리고 광복이는 남자아이니까 괜찮아 이런 마음으로 네이비를 구매했습니다. ], 긍정 텍스트 확률 : 91.89%"
"[다음날 택배로 도착했어요.후기쓰면 모기장커버도 준다고하니 얼른 후기를 쓰고 와야겠다는 생각과 함께..ㅎㅎ도착한 리안스핀 디럭스 유모차를 개봉해보았습니다.네이비 컬러가 사진보다는 실물이 훨씬 더 이쁜것 같다는 생각이에요..ㅎ시원해보이고 흔한 유모차색상이 아니니까 나는 개인적으로 더 만족해요 ], 긍정 텍스트 확률 : 97.65%"
"[ 모두 조립을 끝낸 리안스핀 디럭스유모차의 모습입니다.오우 아주 튼튼해보이고 생각보다 괜춘하네요디럭스유모차이지만 신생아때부터 개월까지 사용할 수 있는 아주 실용성이 좋은 유모차입니다.이런점이 날 구매하게 만든것이기도하지만...ㅎㅎ ], 긍정 텍스트 확률 : 97.75%"
"[ 요것이 멋짐 아닐까요?ㅎㅎㅎㅎㅎㅎ 아주 좋음단계 풀차양막이라고해요 일 아이를 햇빛으로 부터 피부를 보호해줄 수 있어서 갠적으로 좋아요.그리고 너무 더우면 안되니까 이렇게 바람이 숭숭 들어가게 할 수도있고 만족스럽네요 ], 긍정 텍스트 확률 : 76.06%"
"[ 그리고 리안스핀 디럭스유모차의 가장 큰 강력한 장점저는 유모차 고를떄 이거 부터 봤습니다....하하하하하하시트 분리 없이도 도 회전이 가능하다는점 양대면이 가능해서 아이를 안에 넣고도 충분히 돌려서 양쪽으로 왔다 갔다할 수 있어요엄마와 마주보면 정서적인 안정감을 느끼게 해준다나뭐라나... 그냥 이기능이 좋아보였음...ㅎㅎㅎㅎㅎㅎㅎㅎㅎ ], 긍정 텍스트 확률 : 96.33%"
"[ 짜잔 집에서 일단 굴려보고있어요신생아들은 유모차 사용할때 집에서 적응시간을 좀 가지는게 좋다고해서..... 근데 아직 울어요잠깐은 가만있는데 한 분있으면 바로 으앙ㅋㅋ 나를 안아라 애미야.....ㅋㅋㅋㅋㅋ유모차에 적응해주면안되겠니 아들아?ㅎ ], 긍정 텍스트 확률 : 95.22%"
"[그리고 홈쇼핑에서 설명해주실때 무게는 의 원터치 홀딩으로 분리가 가능하다고합니다.편해보이긴했는데 막상 집에와서 내가 하는건 쉽지않음... 숙련되야 하나봅니다.거기선 여성분도 가볍게 들었지만 아직 이런거 드는건 조심해야하는시기이므로 패스했어요...ㅎㅎ저는 홈쇼핑 구매가로 만원에 구매했어요], 긍정 텍스트 확률 : 61.85%"
"[ 그리고 각종 커버와 목쿠션 그리고 컵홀더가 도착했네요.그럼모기장커버 받으러 현대홈쇼핑에 후기쓰러갑니다...ㅎㅎㅎ ], 긍정 텍스트 확률 : 79.46%"
"[ 그렇게 알아보던중 여러브랜드가 있었습니다. 직접 많은 유모차 브랜드가 진열된 마트를 가서아들을 다 태워서가장 즐거워 하는 제품이 바로 리안 그램 플러스 입니다유모차 사실 해당 브랜드만 듣고 구입하기 쉬운데.. 아이들마다 특성이 다르니 ㅋㅋ 직접 태워보고 시운전 해보는게 좋습니다마치 자동차 고르는거랑 비슷하다고 보면 되요 ㅎ], 긍정 텍스트 확률 : 99.51%"
"[ 차양막도 짧지 않아서 귿 일부 다른 모델은 .. 없어도 될 만큼 길이가 짧더라는 ㅋ], 긍정 텍스트 확률 : 89.78%"
"[ 브레이크 기능도 기본으로 탑재되어있구요], 긍정 텍스트 확률 : 57.80%"
"[ 요긴 차양막 부분인데 요부분 지퍼로 열고 닫을 수가 있습니다여름이 될때까지는 지퍼열일 없겠지만요 ㅎ ], 긍정 텍스트 확률 : 82.82%"
