"[예쁜 유모차는 다 너무 비싸서 머뭇거렸다..집에 있는 유모차는 정체불명?], 긍정 텍스트 확률 : 53.80%"
"[ 설치를 한 뒤 도 돌려보니 아주 매끄럽게 가능해요ㅋㅋ 요람모드부터 앞보기 뒤보기까지 저 혼자서도 충분히 조작 가능합니다ㅋㅋ], 긍정 텍스트 확률 : 98.76%"
"[ 오르빗은 컴팩트 폴딩이 되는데요ㅋㅋ 시트를 분리 한 뒤 접으면 됩니다.], 긍정 텍스트 확률 : 50.46%"
"[ 간단하게 접고 펴고가 가능합니다ㅋㅋ], 긍정 텍스트 확률 : 55.95%"
"[ 접었을때 컴팩트한 모습이구요.], 긍정 텍스트 확률 : 75.54%"
"[셀프 스탠딩이 되기때문에 현관에 세워두기도 좋아요ㅋㅋ], 긍정 텍스트 확률 : 75.17%"
"[ 분리가 가능한 시트는 실내에서도 좌식시트로도 사용이 가능하니 여러모로 활용도가 좋은 유모차입니다.ㅋㅋ], 긍정 텍스트 확률 : 51.97%"
"[ 저희는 조립을 해보고 출산이 한참 남아서 비닐로 다시 묶어뒀습니다ㅋㅋ 그리고 자연이방에 차곡차곡 쌓아뒀어요 ], 긍정 텍스트 확률 : 82.62%"
"[ 마지막으로 엄청 잘 밀리는 오르빗동영상을 첨부하면서 오르빗 개봉기조립기 포스팅을 마칠까합니다ㅋㅋ 얼른 자연이가 태어나서 오르빗에 태운 뒤 산책을 가고싶네요], 긍정 텍스트 확률 : 65.59%"
"[ 이날은 육아선배인 저희 형님이 함께 하셨지용ㅎㅎ 제가 생각지도 못한 시각으로 제품을 함께 봐주셨답니다.다른 인기 많은 유모차들도 다 꼼꼼하게 살펴보고 핸들링도 보고 했는데결국 답은 오르빗이였어요], 긍정 텍스트 확률 : 98.83%"
"[ 제가 오르빗을 선택한 이유. 핸들링이 너무 좋다.. 안정적이고 부드러운 승차감. 도 회전으로 양대면이 쉽다. 타 제품들은 모두 들어서 다시 껴야 한다는 점... 엄마도 손쉽게 프레임을 접고 펼 수 있다.핸들링], 긍정 텍스트 확률 : 93.99%"
"[말이 필요 없어요. 제가 한 손으로도 방향 바꿔보며 끌어보았는데], 긍정 텍스트 확률 : 72.06%"
"[ 아주 굿입니다 굿.. 이건 베페에서 타 제품들과 집적 비교해보고 끌어본 제가 장담합니다. ㅎㅎㅎ그리고 양대면이 쉬운 유모차를 찾았는데아니.. 오르빗 대체..뭔가요 그저 래버 한번 눌러 돌려주기만 하면.. 앞], 긍정 텍스트 확률 : 96.22%"
"[뒤 다 된다는점들지 않아도 돼요 최고 장점중 하나 아닐까 싶습니다 ㅎㅎ프레임 접기는 또 어떻구요 초만에 끝낼수 있답니다. 최고유모차 너무 이뽀요.. 넘 세련되지 않았나요?글고 색상도 프레임도 내가 골라서 매치할 수 있답니다.선쉐이드 추가 구입해서 또 다르게 매치고 할 수 있다는 것 넘 좋아요..아직 우리아가 태어나기까지 한달 남았는데...집에서 신나서 끌고...ㅋㅋ 이러다 빈 유모차 갖고 산책나갈삘이네요.빨리 우리 아가 태우고싶어요 ], 긍정 텍스트 확률 : 99.58%"
"[ ▼ .리뷰 및 세부정보 열어보기▼후기.확실히 따뜻한것같아요다른거쓰다 오래되서 바꿨는데가격만큼 탄탄합니다.오르빗은 단까만 되는게 아쉽지만옆에환기할수 있게 열리는게 신기했네요다른걸사려다 오르빗에 맞춰사는게 날듯하여 샀는데잘한것같아요후기.잘 사용하고 있어요. 유모차 오르빗 인데 잘 맞아요.근데 트렁크에 싣고 몇번 넣고 빼고 했더니 전면부 투명창부분에 기스가 많이 났어요..ㅠㅠ보호필름을 떼지 말걸 그랬나... 필름이 초록색이라 계속 붙이고 다니기가 뭐해서 떼었는데..기스안나게 관리 잘하셔야 할듯후기. 쓰고 있는데 잘 맞아요 추운날 외출할 때 걱정했는데안에 김서릴정도로 따뜻합니다ㅋ후기.조금 비싸긴해도 싸이즈 딱맞는걸로하고싶어샀어요갑자기추워져서 너무 유용하게 잘쓰고있어요후기.살짝 냄새가 나긴하지만 색도 똑같고 씌우기도 완전 편합니다배송도 빠르고용좋습니다신나게 돌아다닐맛나네용상세정보 아래링크 참조 ], 긍정 텍스트 확률 : 99.31%"
"[ 책임자와 전화번호], 긍정 텍스트 확률 : 62.66%"
"[ 퀼팅 블랙 와우베이비구독하셔서 새로운 정보를 매일매일 만나보세요시간이 흘러 제품 정보는 상시변동될 수 있으니 사이트에서 확인 후 구매바랍니다이 포스팅은 쿠팡 파트너스로부터 일정액의 커미션을 대가를 받고 작성된 광고입니다. ], 긍정 텍스트 확률 : 95.90%"
"[망고가 월생이라 겨울엔 탈일이 없겠지?하며 관심없이 지내다가 급 조리원에서 받은 너의 첫 유모차.내가 알고있는 유모차로는 스토케], 긍정 텍스트 확률 : 51.17%"
"[부가부정도였고 오르빗은 친구가 사용중이라 알고있었다. 예쁜건 스토케가 가장 예뻤고 마음에 들었으나 오르빗을 반값에 구매할 수 있는 기회가 생겨서 조리원에서 색상고민 후 받게된 유모차 되겠다.선물해준 남편친구분들께 감사함을 전한다.타유모차와 차별화된 장점이라면 회전이 손쉽다는 점 그리고 다양한 색상이 있어 선택의폭이 넓다는 점 되겠다. 나는 오르빗이 첫 유모차인지라 비교는 불가능하지만 신생아때부터 개월인 지금까지 너무너무 잘 사용하고 있다.아쉬운 점은 부피가 큼..무거움..접어도 큰건 어쩔수없나. 그래서 좀 더 안정감이 느껴지긴하지만], 긍정 텍스트 확률 : 99.97%"
"[동네 근처 돌아다닐땐 정말 최고 편하다. 핸들링도 괜찮은 편.우리 아가도 오르빗에 익숙해졌는지 근처 몰이나 백화점에서 대여한 휴대용유모차에 태우면 울고불고 난리가 났었더랬다.아이가 개월이 지나 휴대용유모차를 구매하려고 했으나.. 가 좋은가보다. 좀 더 태우다가 갈아타야지. ], 긍정 텍스트 확률 : 68.79%"
"[ 선쉐이드는 베이지 컬러를 하고싶었는데.. 왠지 블랙이 때도안타고 시크해보여서 엄청난 고민끝에 올블랙으로 했다. 봄 여름엔 커버를 씌우고 겨울엔 담요를 두둑히 ], 긍정 텍스트 확률 : 61.96%"
"[ 유모차를 잘 타기위해 신생아때부터 조금씩 눕혀태우기 시작했다.오랜만에 신생아망고보니 아련아련하다.유모차가 새삼 엄청 커보이네ㅎㅎ이때가 생후 주차..♡ 아마 어디한번 태워보자아 하며 태웠던듯. ], 긍정 텍스트 확률 : 94.92%"
"[ 생후 일쯤의 망고.누워만 있을시절엔 밥먹을때 태워서 옆에두기도했고], 긍정 텍스트 확률 : 92.36%"
"[나의 손목을 위해 집에서도 정말 잘 사용했다. ], 긍정 텍스트 확률 : 70.82%"
"[ 엄마미 친구도 만나고], 긍정 텍스트 확률 : 50.67%"
"[장도보고], 긍정 텍스트 확률 : 53.85%"
"[ 가방걸이가 따로 없어서 쿠팡에서 평좋은 걸로다가 주문했는데 너무 편함.ㅎㅎ나중에 휴대용유모차에도 달아야지 ], 긍정 텍스트 확률 : 56.90%"
"[오르빗 도 좋지만 사실 다른걸 사용했어도 만족했을 것 같다.모든건 엄마미 취향...ㅎㅎㅎ ], 긍정 텍스트 확률 : 54.97%"
"[일된 봄이.유모차를 고르려고 열심히 알아봤고후보로는 여러가지가 있었지만최종 하비이지워커와 오르빗으로 좁혀졌다.이와중에 하비 이지워커로 마음을 완전히 굳혔고 매장에가서 직접 봐야겠다고 생각해서 .?향남향남 베이비파크 를 방문하게 되었다.친언니 추천으로], 긍정 텍스트 확률 : 97.67%"
"[ 인터넷에서 찾아봤을땐 매장이 큰지 알았는데 생각보다 아담했지만 있을건 다있더라는..하비는 생각보다 가볍고 뭐랄까 안정감이 없다고할까.. 가격차이가 거의 배가 나니 당연하겠지그에비에서 오르빗은 도로 의자가 회전하고 안정감있고 아기시트역시 크고 좋았으며 음료수 홀더까지 다 달려있더라.. 한참고민하다가 다른곳 가격은 어떤지 알아보기로하고 근처 평택 소사벌쪽 베이비러스에 전화를 해봤는데 본사규정이 바껴서 유선상으로는 가격을 말해줄수 없다나..그래서 거기까지 가봤는데...규모는 평으로 크고 사람도 많고 좋은데 가격은 비슷했으나 영업을 하더라구요 가격은 비슷했구 사은품을 가지고 .. 하비 이지워커는 가격 차이가 많이 컸다 달별로 가격이나 사은품 구성이 다른데 이번달은 제일 싸다고 하심.그래서 어자피 여기서 살 바에는 친절한곳에서 하자고 생각하고 다시 향남으로 다음에 다른걸 사도 이쪽으로 갈것같다.여튼 오르빗으로 결정결재하고 몇일뒤 본사에서 택배로 보낸다고 그랬는데 생각보다빠르게 택배가도착택배박스가 무려 개였나 개ㅠㅠ사은품까지.. ], 긍정 텍스트 확률 : 98.22%"
"[ 메모리폼이 아이의 체형에 맞춰서 기억된다.자리도 넓고 좋다. ], 긍정 텍스트 확률 : 79.83%"
"[ 밑에 장바구니 뒷부분이 고정되는곳이 없다는것], 긍정 텍스트 확률 : 57.88%"
"[ 컵홀더와 아이과자그릇이중에 안정감이 최고아닐까 싶다아직 더 써봐야하겠지만 첫 유모차로 잘산듯 싶다이번주 야외로 고고], 긍정 텍스트 확률 : 83.32%"
"[.?디럭스유모차디럭스유모차신생아유모차도회전 유모차오르빗향남베이비파크화성베이비파크유모차저렴한곳내돈주고산후기협찬후기아님유모차추천 ], 긍정 텍스트 확률 : 55.38%"
"[디럭스 유모차는 가격대비 사용빈도가 적다고주변에서 는 다 사지말라고 말리는데 유모차를 구경하다보면 디럭스만 눈에 들어 옴 ㅎ부피가 엄청 크고 무겁다는데 그닥 크고 무거운지 모르겠고 ..디럭스 보다가 절충형이나 휴대용보면 어릴 때 가지고 놀던 인형유모차같고 ㅋ암튼 우리부부는 주변인의 만류에도 불구하고 귀를 닫고 디럭스를 사기로 했음 ㅋ케바케로 잘쓰는 사람들은 디럭스로 뽕뽑는다고 하는데 우리가 그렇게 될꺼라며 ㅋㅋ보고 싶은 후기들만 본 경향도 없지 않아 있음 ㅎ미마자리], 긍정 텍스트 확률 : 95.92%"
"[ 잉글레시나 등등의 수많은 모델들이 있지만 우리기준대로 세가지 후보로 추림첫 번째 후보는스토케 익스플로리 ], 긍정 텍스트 확률 : 80.21%"
"[ 매장가격은 약 만 원부터 시작되지만 백화점 카트할인에 상품권할인 들어가면 대까지도 가능한 인터넷 최저가는 만 원대익스플로리둘 다 키가 큰 편인 우리부부에게 사실 높이감으로는 제일 좋았던 제품개인적으로 허리구부리는 일을 정말 싫어해서발 씻을 때도 세면대를 이용하는 인 이라..높이나 디자인은 사실 제일 마음에 들었음스토케쓰다가 전복되었다는 어떤 블로그 글을 보고 잠시 후보에서 배제시킨 적도 있었는데 막상 매장가서 흔들어보거나 핸들을 눌렀을 때 그나마 스토케가 가장 묵직했음마주보기하면 내힘으로는 안들리고 앞보기 상태에서 핸들을 누르면 앞바퀴가 들렸는데], 긍정 텍스트 확률 : 54.99%"
"[서스펜서니잡음이 좀 있는 것 같아서 마음에 들지만 일단 보류중 느낌상 시트가 디럭스치고 가장 작아보임과연 세까지 탈 수 있을지 의문두 번째 후보부가부 폭스 ], 긍정 텍스트 확률 : 96.75%"
"[ 디럭스 유모차로 검색하다 보면 압도적으로 추천이 가장 많은 부가부 폭스사실 실물로 봤을 때는 묵직함 없이 좀 가벼운느낌에시트도 낮은 감이 있어서 별 감흥이 없었는데 인터넷상에서는 엄청난 찬사를 받는 모델이라몇번이나 매장을 다시 가서 밀어보고 왔음 ㅋㅋ장점은 디럭스치고 가벼운 무게감이 될 것 같음스토케나 오르빗보다 키로 정도가벼운것 같은데실제로 밀어보면 훨씬 가벼운느낌임우리 부부는 밀어보고 너무 가볍고 좀 휘청거리는 느낌이라견고하지 않다고 생각했었는데. 실사용자들의 평을보니 가벼운것이 장점이고 몇 년을 사용해도 매우 견고하다고 함디자인도 나쁘지 않고 디럭스구입이 신생아용 베시넷 과 유모차시트를 함께 주기때문에 신생아부터 쭈욱 사용할 수 있다는 장점이 있는데], 긍정 텍스트 확률 : 97.83%"
"[ 센텀에서는 이제 파코라반 매장이 빠진다고 진열자체가 안되어있어서 롯데 서면까지 가서 보고 옴그런데 하필 색상이 제일 칙칙한 멜란지그레이블랙만 진열이 되어있고...판매하시는 분도 유모차를 잘 모르심 폴딩도 어떻게 하는지 모르고 이론적으로만 알고 계셔서남편이 이리 저리 만지다가 엉겁결에 폴딩함색상도 작년 카달로그만으로 설명해주시고 신상컬러 전혀 모르심백화점 매장가는 만 원대인데파코라반에서는 할인하여 만 원정도라고 했고 ㅎ바로 옆 출산용품 판매점에서는 만 원 좀 안되게 구입할 수 있다고 했음하이베베같은 유아용품점도 비슷한 듯그리고 후기가 부가부만큼 많지는 않지만 사용하는 사람들의이상은 만족한다는 좋은 평만 있는 유모차라 이쪽으로 많이 기운 상태 ㅎ도 회전되는 점도 실용적일것 같고.. 서면에 좀 예쁜컬러가 진열되어있었다면바로 결정을 할 수 있었을 텐데], 긍정 텍스트 확률 : 98.10%"
"[ 솔직히 서면에 진열된것만 봤을 때는 너무 칙칙하고 안예뻐서오히려 구매의욕이 감소되었었음 ㅋ그래도 아직까지는 가장 많은 장점을 가진 후보임추가로 센텀가면 부가부와 스토케 사이에앙증맞게 자리하고 있는 베이비젠 요요 ㅋ나중에 휴대용을 구입할시기가 오면 여기부터 가 볼 듯 ㅋㅋ ], 긍정 텍스트 확률 : 77.67%"
"[실사용평 있으시면 공유좀해주세요 뭐가 제일 나을지 유모차 추천 부탁드려요 카시트 추천도 해주시면 감사해요이상 자발적으로 직접 방문 후 작성한지극히 개인적인 후기였습니다], 긍정 텍스트 확률 : 99.07%"
"[.월 초 출산을 앞두고 처음으로 베이비페어 방문..내가 찾아본 브랜드가 당연히 있겠지하고], 긍정 텍스트 확률 : 56.90%"
"[가벼운 마음으로 방문 ㅎㅎ .카시트하고 유모차를 보러간거였기 때문에 .바로 카시트 앤 유모차 라인으로 가서 구경 ..이것저것 구경하고 미리 알아본 구매 목록이랑 비교하기 위해 잠시 나가서 카페에서 정리를 했다..그러고보니 오르빗베이비를 봤어야 했는데 못봤네.. .에공.. 그냥 있는것만 보고 가야겠네.. 했는데 .로비에서 오르빗에 아기를 태운 맘을 보고], 긍정 텍스트 확률 : 50.47%"
"[밖에서 남의 유모차 구경을 하고 다시 베이비페어로 입장 ㅎㅎ ..아쉬워하고 있는중에 엥? 오르빗이 여깃네? .왜 몰랐징 ㅎㅎㅎ .굿뜨굿뜨 .오르빗베이비 는 육아책에서도 보고], 긍정 텍스트 확률 : 98.74%"
"[맘카페에서도 봐서 유명한건 알고있었다..근데 다양한 정보를 얻은게 없어서뭐를 선택해야 하는지 몰랐는데 안내해주는 분께 이것저것 물어보면서 .디럭스를 살지 절충형을 살지 고민고민하다가 .아기를 생각하면 디럭스가 좋을것 같아서 최종 선택은 디럭스 유모차 .베이비페어에서 구매하니 할인도 많이 되서 득템 ㅎㅎ..일주일 뒤에 집으로 배달되서 보니 느므느므 맘에 들음 ㅎㅎ 재질도 멜란지로 골라서 재질도 좋고 ㅎㅎ .다만 무거워서 조립은 신랑찬스 ㅎㅎ .우리 라이가 태어나서 외출해도 무리없게 잘 골른듯 ㅎㅎ.나중에 알고보니 고소영 유모차라던대 ㅎㅎ .굿뜨굿뜨 ㅎㅎㅎ], 긍정 텍스트 확률 : 100.00%"
"[유모차때문에 몇달을 검색하고 베이비페어 두번이나 가서 보고 또 보고맘카페], 긍정 텍스트 확률 : 85.64%"
"[난 둘째 생기면 절충형 살거다 이런얘기를 너무 많이 해서 실속있게 절충형으로 사자 싶었거든요. 가격도 디럭스는 만원 생각하다가 절충형 만원 전후로 확 내려가니 부담도 적고 베이비페어에서 실물을 보고잉글레시나랑 싸이벡스중에서 해야지 마음먹고 집에 왔어요그렇게 한달동안 팜플렛을 몇 번 보다보니 작은 휠이나 전체적인 비주얼이 눈에 거슬리기 시작..아 뭔가 부족하다는 생각이 스멀스멀어차피 기내용은 또 사야되자나 휴대용 또 필요한거 아니야? 싶은 생각에 또 마음이 흔들리기 시작했고 매일같이 나가는거 좋아하는 저로선 절충형보다 안정성 있는 디럭스가 낫겠다는 결론이 나기 시작했어요 ㅋㅋ 어떻게 보면 합리화일수도 있어요. 디럭스의 그 디자인에 눈이 멀었거든요 ㅋㅋ그렇게 다시 디럭스로 알아보기 시작해서부가], 긍정 텍스트 확률 : 96.57%"
"[오르빗이 요즘 핫하더라구요근데 대구에는 에그 유모차가 아직 입점이 안되서 ㅠㅠ 실물로 보지도 못했어요 사실 제 맘에 쏙 들었는데 ㅠ어쨌든 실물 볼수도 없고 아직 매장도 많이 없는 제품이라 쿨하게 포기 오르빗을 또 열심히 찾아봤죠. 맘스홀릭에 글도 올려보구요 많은 분들이 이미 써보시고 계셨고 많이 추천도 해주셨어요. 다시한번 감사 오르빗을 거의 싸이랑 비슷한 추천을 받았어요그래서 또 신세계 가서 남편이랑 실물을 봤는데미국제품이라? 그런지 첫 인상은 벌키하다였어요멜란지그레이 선셰이드는 또 왜 그리 마음에 안드는지 ㅋㅋ디럭스 답게 무게도 무거웠고그래서 안정성만큼은 걱정안해도되겠다 싶기도 했지만요.사실 남편은 싸이벡스를 제일 마음에 들어했는데오르빗이 이번에 로즈골드 에디션으로 출시가 되고 선셰이드 컬러], 긍정 텍스트 확률 : 98.10%"
"[유모차프레임을 본인 취향헤 맞게 원하는 컬러로 선택할수 있더라구요제 키가 이라 높은 시트랑 핸들이 젤 마음에 들었어요ㅠㅠ실물로 로즈골드 에디션을 본 순간. 이거다 싶었답니다 게다가 악세서리가 거의 기본으로 풀셋팅 다 되어서 따로 추가구매 안해도 될 정도예요폴딩도 생각보다 엄청 컴팩트해서 사실 무게 때문에 혼자서 차에 싣는게 좀 걱정이지그것도 금방 적응할수 있을것 같다는 합리화이제 아기가 태어나서 잘 누워 있어주면 금상첨환데 내 욕심에 오르빗을 지른건 후회가 없네요아기방 가서 유모차 볼때마다 그렇게 흐뭇할수가 없어요 ㅋㅋ 태어나자마자 요람모드에서 집안에서도 자주 적응시켜줄 생각이예요 오르빗의 장점은 너무 많아 제가 일일이 설명하기엔 귀차니즘이 ㅋㅋ...?...? ], 긍정 텍스트 확률 : 78.63%"
"[ 요기 들어가시면 전체적인 비주얼이나 제품설명이 상세히 나와있어서 선택하시는데 큰 무리없으실거예요 ㅎㅎ 저는 로즈골드프레임 모카시트 베이지선셰이드 조합으로 구매했어요진짜. 사진보다 실물이 훨씬 더 예쁜거 같아요뭐 가격도 생각해야되고], 긍정 텍스트 확률 : 79.69%"
"[주변조언도 좋지만. 결국 유모차는 엄마 만족. 엄마욕심인거 같아요저날 피곤해서 사진을 대충찍었더니 색감이나 크기가 잘 표현된거 같지 않아서 넘 아쉽네요ㅠㅠ기본 장바구니가 있는데], 긍정 텍스트 확률 : 84.31%"
"[사은품으로 받은 장바구니 두개를 추가로 달아놨더니 유모차가 더 커보이는거 같아요원래는 사진보다 슬림하니 참고하시길 바랄께요 대구분들은 가격 공유해드릴께요. 궁금하신분들은 쪽지 남겨주세요.?유모차추천유모차추천.?디럭스유모차디럭스유모차.?신생아유모차신생아유모차.?오르빗베이비오르빗베이비.?오르빗오르빗], 긍정 텍스트 확률 : 63.40%"
"[년 월 일은.정확히 우리 결혼기념일 주년이었다ㅋㅋ..어떻게 이렇게 딱 맞겠느냐 싶었는데.왕신깈ㅋ..달동이 일도 일이지만.우리의 결혼 주년이 더 소중했던 우리는 .달동이를 엄마한테 맡기고 동주랑 서울 나들이에 나섰다..굳이 서울로 간 이유는 두가지 .. 바이킹스워프 방문.. 달동이 유모차 구매하기..이번 포스팅은 두번째 유모차 구매후기를 적어보고자 한다. ], 긍정 텍스트 확률 : 97.56%"
"[ .이날은 외출 동선을 맞추기 위해 .코엑스에 있는 바이킹스워프에 갔다 ㅋ.거짓말 안하고 예약하게 위해 약 번 정도 예약전화를 걸었고.동주는 한 번했던거 같다 ㅋㅋㅋ..결론적으로 너무 맛있었으나.코엑스점보다 잠실점이 더 실하고 맛나다ㅋㅋㅋ.킹크랩사이즈가 다름ㅋㅋ ], 긍정 텍스트 확률 : 84.28%"
"[ .우리가 유모차를 구입한 곳은 청담하이베베였다..백화점도 가보고], 긍정 텍스트 확률 : 85.07%"
"[베이비페어에 갔지만.정말 가장 저렴하고 사은품을 많이 주는 곳이었다ㅋ.이 매장을 고르기 전에 인터넷 조사로 약 군데에 전화해 봤는데 여기가 가장 가격이 괜찮았다 진심 ㅋㅋ.가격도 좋은데 사은품도 빵빵했음 ㅋㅋㅋㅋ. ], 긍정 텍스트 확률 : 90.09%"
