"[ 집에 있을 때 와이프가 안고 있기 힘들기도 하고], 긍정 텍스트 확률 : 71.90%"
"[유모차 탔다고 하늘만 보는건 뭐죠 ], 긍정 텍스트 확률 : 53.39%"
"[ 그냥 많이 신기한가봐요ㅎㅎ 우리 귀요미우는 타이밍에 유모차 위에 눕혔는데], 긍정 텍스트 확률 : 94.26%"
"[바로 울음을 그쳐서내심 놀랐습니다ㅎㅎ비싼 유모차의 힘인가 ], 긍정 텍스트 확률 : 90.53%"
"[ 채민아 나름 독일산 유모차야ㅎㅎ벤츠라고 생각하자 하면서 재밌게 놀았네요 ], 긍정 텍스트 확률 : 93.59%"
"[ 좋은 유모차 샀으니], 긍정 텍스트 확률 : 88.39%"
"[ 이건 추가로 와이프가 필요할 것 같다고 해서 구입한유모차 핸들에 걸 수 있는 가방걸이 입니다.로즈블랙 프레임으로 깔맞춤했죠 ], 긍정 텍스트 확률 : 56.27%"
"[ 마지막으로 수원 프리미엄 아울렛에서싸이벡스 프리암 로즈골드 프리미엄 블랙이름 기네요..사오면서 같이 가져온 팜플렛에서 프리암 부분사진찍어서 소개해드릴게요 ], 긍정 텍스트 확률 : 54.22%"
"[ 다양한 장점들이 있습니다그래도 가장 중요한건 안전이라고 생각하는데], 긍정 텍스트 확률 : 70.35%"
"[ 제가 구입한 로즈골드 프레임에 프리미엄 블랙뿐아니라몇가지 다른 색상도 있으니 참고하세요ㅎㅎ저는 제가 산 구성이 가장 이쁘긴 합니다 ], 긍정 텍스트 확률 : 59.28%"
"[ 좋은 유모차 샀으니 그래도 포스팅 하나 남기려고이렇게 써봤는데싸이벡스 유모차 사시려는 분들에게 조금이나마도움이 되었으면 좋겠고], 긍정 텍스트 확률 : 96.50%"
"[ 무엇보다 앞으로 우리 채민이가 안전하게잘 타고 다니길 바랍니다], 긍정 텍스트 확률 : 86.56%"
"[날씨가 점점 추워진다. 아침마다 환기 타임을 가지는데 보통 분 환기를 시키는데요즘은 짧게 분 정도 환기를 시킨다. 아무리 추워도 하루에 적어도 한 번 정도는 환기를 시키는 게 좋다고 한다.습기가 가득 찼던 여름이 어느새 지나가고 이제는 집에 습도가정도 돼버린다.그래서 우리 동생이 선물해준 가습기를 이제 켜기 시작아기 있는 집엔 가습기 필수라던데..그걸 어찌 알고 선물해줬다.나만큼 우리 동생이 울 아기를 좋아해 준다 첫 조카라서 그런가 보다.주말마다 놀러 다니기 좋아하는 엄마 아빠 덕분에 울 아기생후 일도 안돼서 밖에 나간 듯그때는 유모차가 없어서 아기 띠를 하고 나갔는데수목원에 놀러 온 아기들이 유모차를 많이 타고 나왔더라.그때는 날씨가 따뜻해서그래서 우리도 유모차 알아보고 사기로 결정사실 카시트는 임산부 때부터 싸이벡스 살 거라고 이미 마음속에정해놔서 별 고민 안 하고 샀는데 유모차는 생각해놓은 게 없어서어떤 거 살지 고민이었다.유모차도 종류가 너무나 많아서..일단 신생아부터 탈수 있는 디럭스부터 절충형 휴대용까지.디럭스는 보통 신생아부터 타기 좋고 발통이 커서 유모차를 끌고 가면서 흔들림이 많이 없어서 어린 아기부터 타는 게가능하다고 한다. 대신 단점이 신랑 없으면 차에 싣고 내리는 게 무거워서 거의 안 된다는 거.. ㅎㅎ유모차를 접었다 펴지 않고 그냥 핀 상태에서 다닌다면디럭스도 괜찮을 듯싶었다.나는 미니멀라이프를 추구해서 짐이 큰 게 싫어서처음부터 절충형을 생각했다.베이비파크 이런데 가서 다양한 유모차를 봤는데도썩 마음에 드는 게 없었다.그런데 카시트 사러 가면서 싸이벡스 유모차가 너무 예쁜 것일단 카시트만 사고 얼마 후 부산 벡스코에서 열리는 베이비 키즈 박람회를 갔다.거기도 싸이벡스가 왔는데.. ㅋㅋ다른 유모차 업체도 정말 많이 왔는데 ㅋㅋㅋㅋㅋ눈에도 안 차더라.이미 결정한 거 오빠도 싸이벡스가 젤 이쁘고 좋은 거 같다며가격 생각하지 말고 사자며히히 고마워 울 오빠 ♥ ], 긍정 텍스트 확률 : 99.67%"
"[ 박람회에서 전시용 유모차 사려고 했는데흠 생각해보니 ㅋㅋㅋ걍 찝찝해서사실 사용 전 세탁하기도 귀찮아서그냥 백화점에 가서 샀다.카시트를 샀기 때문에 유모차], 긍정 텍스트 확률 : 64.47%"
"[ 개봉 전 필수 확인사항늘 제품의 실제 색상과 온라인 판매점의 화면상의 색상은 다르죠 ㅎㅎㅎㅎㅎ신기한 법칙나는 오프라인에서 실물 보고 구매해서 상관없었다. ], 긍정 텍스트 확률 : 87.51%"
"[ 유모차 바퀴인듯하다.앞뒤 바퀴 개랑 위에 두 개는 바구니 카시트랑 호환할 수 있는연결하는 장치라고 하더라.미오스는 신생아용 카시트 클라우드큐와 아톤큐 지비의 이단과 완벽하게 호환되며트래블 시스템 사용 시 수면 포지션이 도 조절되어 단거리 또는 장거리 여행에도 아기의 컨디션을 최고로 만드는 데 도움을 준다. ], 긍정 텍스트 확률 : 71.28%"
"[ 무슨 사은품이 이리 많죠?여름에 필수인 쿨시트쿨시트 인사도 되겠다며 ㅎㅎㅎㅎ 그리고 유모차 손잡이 커버싸이벡스 미오스 유모차 선택한 이유 중 가죽 손잡이도 포함되는데그래도 커버는 씌워야지ㅎㅎㅎㅎㅎ그리고 아기 띠에도 사용이 가능한 침받이일이 조금 지난 우리 아기 침이 줄줄 하는데 요즘엔 정말침받이 없으면 안되유ㅠ..ㅜ ], 긍정 텍스트 확률 : 96.58%"
"[ 방풍 커버는 진짜 필수 템.무조건 있어야 한다ㅎㅎㅎㅎ 바람 조금만 불어도 신생아는 감기 걸릴 수 있기 때문에그리고 각종 날파리들에게서 보호가 된다.컵 홀더는 엄마들 커피 마실 때 꽂아 두라고이것도 필수쥬 ㅋㅋㅋㅋ유모차 끌고 산책하면서 커피나 차 한 잔은 필수니께 이렇게 유모차에 필요한 구성품을 다 주니 그렇게 비싼 거 같지도 않다. ], 긍정 텍스트 확률 : 84.01%"
"[안전하게 포장이 되어 오는데 가죽 핸들에 혹여나 흠집이나 찍힘이 있을까 봐 폭신한 스펀지로 안전하게 포장이 돼서 온다.나는 싸이벡스 미오스 로즈골드에 반해서 그냥 색깔 선택 장애도 없이로즈 골드에 블랙을 골랐다.오빠도 이게 젤 이쁘다며 ㅎㅎㅎㅎㅎ 유모차는 아기가 편한 게 제일 중요한데우리 집은 엄마 아빠 맘에 드는 걸로 산듯..ㅎㅎㅎ울 아기 앞으로 더 좋은 거 많이 해줄게.. ♥ ], 긍정 텍스트 확률 : 98.59%"
"[ 미오스 제품은 작년에도 나왔는데 작년이랑 조금씩 바뀌었다고 한다.프레임도 바뀌고 손잡이와 앞에 유모차 걸이가 가죽으로 바뀌고유모차 덮개 재질이 완전히 바뀌었다고 함.작년 제품은 인터넷 최저가 만 원이면 살 수 있는데재질 바뀌고 풀체인지 된올해 제품으로 구입했다. ], 긍정 텍스트 확률 : 87.43%"
"[ 울 아기 첫 빠방이라 설레는 애미와 애비 얼른 많이 추워지기 전에 놀러 다니자 아기야 ], 긍정 텍스트 확률 : 67.93%"
"[ 뭔가 형태를 잡아가는 우리 첫 빠방이로즈골드 프레임이 너무 이쁜걸오빠한테 나 유모차에 욕심 없어 해놓고 내 사고 싶은 거 삼..ㅎㅎㅎ디럭스같이 발통이 크진 않지만 신생아부터 타는 게 가능한 싸이벡스 절충형 미오스여유가 된다면 디럭스 사고 또 하나 사는 것도 괜찮은데우리는 여유가 안돼서 절충형 하나만 사는 걸로], 긍정 텍스트 확률 : 63.58%"
"[ 브레이크는 쉽고 간단해서 안전하게 다닐 수 있을 듯.고정이 잘 되기 때문에 정말 쉽게 사용 가능하다.내가 이 유모차에 반한 포인트가죽 라인너무 예뿜 ㅋㅋ내눈에만 이쁜가 ㅋㅋㅋ그냥 매장 보고 반해서베이비 키즈 박람회 가서도 다른 건 눈에 안 들어옴. ], 긍정 텍스트 확률 : 90.40%"
"[ 울 아가 빠방이 시승식이때 일도 안된 신생아라서 목도 못 가누던 쪼꼬미 시절이다.누워있지 않으려는 울 쪼꼬미그래도 처음 치곤 잘 타는 걸 ??유모차 안타는 아기들은 정말 태웠다면 울어서 유모차를 사용 못 하는 경우도 많다고 하는데울 아기는 꼭 잘 타서 엄마 아빠랑 여행 많이 가자 ], 긍정 텍스트 확률 : 99.75%"
"[ 싸이벡스 미오스 로즈골드 조립 다해 놓고 주말에 나가기만을 기다렸다. 그전에 아기를 태워서 연습시키라고 하는데 틈틈이 아기 컨디션 좋을 때마다집에서 태워봤다.우리 집 안 그래도 작은 평수인데 유모차가 있으니 정말 발 디딜 틈이 없구나얼른 이사 가야겠다.. ], 긍정 텍스트 확률 : 70.98%"
"[ 울 쪼꼬미 유모차에 잘 앉아 있는 거 같더니 이내 발악을 하심..타기 싫다고 발악을 하십니다 ㅜ.ㅜ집에서 타는 거 연습해야 밖에 데꾸 나가지 아가..그렇게 서글프게 울면 엄마 마음이 맴찢. ], 긍정 텍스트 확률 : 89.73%"
"[ 처음에 유모차 태우는 연습할 땐 내가 울 아기 컨디션 고려 안 하고그냥 아무 데나 막 태웠는데 유모차 잘 타는 아기들도자기 컨디션 안 좋으면 운다고 한다.지금 산지 거의 두 달 다 돼가는데 외출할 때마다 유모차는 필수이고유모차 없었으면 정말 어쩔뻔했을까..ㅋㅋㅋ 너무나 잘 쓰고 있는 싸이벡스 미오스 로즈 골드 블랙오늘은 유모차 개봉기였으니다음 포스팅은 유모차 실사용 후기를 써야지놀러 다닐 땐 ㅋㅋㅋ 너무나 편해그리고 사람은 사고 싶은걸 사야 함. ], 긍정 텍스트 확률 : 96.10%"
"[싸이벡스미오스로즈골드 우리아기 첫유모차 베페 전시상품 할인으로득템하고 돌아온 후기 남겨요 ], 긍정 텍스트 확률 : 57.84%"
"[ 저번 베페부터 눈독을 들였던싸이벡스 미오스 로즈골드 신상이 너무 예쁘더라고요겨울아가라 디럭스 오래 안탈 것 같아서 중고 구매후휴대용으로 빨리 넘어갈 계획이었거든요아니면 합리적인 가격대의 절충형으로 오래가자이런 생각으로 베이비페어에 놀러간건데...전시상품 할인이 매력적이에요지금 인터넷 최저가로 만원 정도인데한 만원 저렴하게 팔고있더라고요전시상품이지만 어제 꺼낸 제품이고바로 들고갈 수 있다는 점도 괜찮았어요아예 비싼 스토케], 긍정 텍스트 확률 : 99.24%"
"[미마자리 아니라면실속있는걸 사자 라는 생각이었는데..남편이 뜬금없이 싸이벡스 미오스에 빠져서오늘 당장 사갈거라고 계속 주장하는 바람에ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ전 사실 처음에 반대했는데집에서 계속 보다보니 빠져드는로즈골드 프레임 볼수록 마음에 들어서..계속 자랑중..남편의 안목이 괜찮긴 하다면서 ㅎㅎ ], 긍정 텍스트 확률 : 99.98%"
"[ 택배도 안되고 그냥 가져가라고..그래도 싸게 득템했으니 기분 좋게 귀가택시 타고 와서 바퀴 깨끗하게 닦았어요디자인만 보고 빠진건데핸들링 도 생각보다 너무 좋더라고요유일한 단점은 유모차 바구니? 밑에 짐 두는곳이 다른것에 비해 작다는 점직원에게 작아서 아쉽다고 하니커지면 이 예쁜 디자인을 살릴 수 없다고..오빠랑 저는 바로 수긍하고 결제했습니다카시트는 아기를 위한 제품이고유모차는 끌고 다니는 부모를 위한 것이다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ예쁘고 핸들링 좋으면 된거죠 ], 긍정 텍스트 확률 : 96.38%"
"[ 절충형이라 바퀴는 디럭스에 비해 작아요대신 무게도 그만큼 가볍죠엄마 혼자서도 쉽게폴딩 할 수 있고양대면 으로 변경 가능합니다 ], 긍정 텍스트 확률 : 67.26%"
"[ 가죽 안전바 도 너무 예쁘죠작년 모델과 가격이 많이 차이나길래 뭐지했는데 이런 디테일에서 고급화를 시켰어요작년걸로 살까 했는데 이걸 보고 그걸 보니살짝 저렴해보이더라는..지극히 개인적인 의견입니다], 긍정 텍스트 확률 : 66.73%"
"[ 코베를 보고 나왔더니코엑스에 노브랜드버거가 나왔더라고요오호 버거킹 노브랜드 맥도날드롯데리아이정도 퀄리티인데 가격은 제일 낮으니 인정안에 들어간 야채들이 신선했어요감자튀김도 도톰하니 패스트푸드지고 건강한맛근처에 있다면 한번 가보세요물론 멀리서 찾아갈 맛집은 아니랍니다 ], 긍정 텍스트 확률 : 56.86%"
"[ 우리 지구의 첫유모차싸이벡스 미오스 로즈골드 디자인에 반했다가 핸들링에 감탄하는기특한 육아템이라 구매 후기를 남겨봐요지구가 태어나면 시승후기 또 리뷰할게요❤그럼 모두들 육아용품 즐겁게 쇼핑하세요 ], 긍정 텍스트 확률 : 87.06%"
"[.싸이벡스 미오스 플러스 유모차 후기를 쓰기 앞서 구매시점에 우리 아기는 일정도 되었었어요...아기가 일이 넘어가면서 슬슬 절충형 유모차를 사야겠다는 생각이 들었더라고요. 지금은 스토케 디럭스를 쓰고 있는데요. 아기가 이제 목도 어느정도 가누고 우리 부부도 여기저기 외출을 조금씩 하기 시작하며 지금 있는 유모차가 너무 무거워요ㅠㅜ 그리고 자동차 트렁크에 실으려고 하니 프레임 따로 바디 따로 분리해서 넣다 보니까 공간차지가.....ㄷㄷㄷ..최근에 싸이벡스 미오스가 새 제품을 출시하면서 로즈골드 프레임 버전이 나왔더라고요 신제품이기도 하고 사실 인터넷으로 보니 예쁘긴 예쁘더라고요. 마음 같아서는 이걸 사고 싶지만 이성의 끈을 붙잡고 가성비 좋은 이전버전인 미오스 플러스로 구매를 했답니다.. ], 긍정 텍스트 확률 : 76.70%"
"[진짜 유모차 살때가 되면 엄청난 고민과 공부가 필요하고...마음을 정하고 막상 매장에 가면 내 지식과], 긍정 텍스트 확률 : 98.21%"
"[다행히도 몹시 만족스러워서혹시 유모차를 구매하실 분에게 도움이 될까 해서 글을 남겨본다.우선 유모차 구매에서 첫번째 고민하게 되는건 아무래도 종류.디럭스], 긍정 텍스트 확률 : 57.74%"
"[접어보고], 긍정 텍스트 확률 : 53.85%"
"[디자인도 군더더기없이 좋고], 긍정 텍스트 확률 : 87.59%"
"[탄탄한 느낌개인적으로 저 손잡이 커버 넘나 맘에듦 ], 긍정 텍스트 확률 : 99.46%"
"[ 캐노피는 저렇게 오픈이 가능하고], 긍정 텍스트 확률 : 51.21%"
"[위쪽에 햇빛 가려주는 가리개도 있어서 만족아래 장바구니도 나는 사이즈가 딱 좋았다. ], 긍정 텍스트 확률 : 50.85%"
"[양쪽 다리 개 끼고 다른 하나는 두개짜리 어깨와 다리가 연결된거 양쪽으로 하나씩 개이게 장단점이 있는데네개짜리는 처음에 앉혔을때 네개 끼기가 좀 시간이 걸리지만 아이를 꺼낼때 편리두개짜리는 채울때는 편하지만 나중에 아이를 꺼낼때 급하게 꺼내면 팔이 끼더라구요.이 두가지는 편하신걸로 선택하시면 될것 같아요.또한가지...바퀴가 크다고해서 꼭 튼튼한건 아니더라구요.참고하세용가장 중요한건...매장에 꼭 가셔서 아이 앉혀보세요아이가 앉혀보면 확실히 편안해 하는 제품이 있습니다.그리고 가셔서 담당자 설명 잘 들어보세요.미처 생각하지 못했던 부분을 알게되서 선택에 도움이 되실거예요.저는 강서구 유광사층에 있는 베이비플러스에서 샀는데거기 과장님이 진짜 설명 잘해주시고], 긍정 텍스트 확률 : 87.10%"
"[디자인 까지 다 만족 스러운 유모차를 고르려니 쉽지가 않았음일단 나는 디럭스 유모차는 오래 못탄다고 해서 따로 구입 안하고사촌동이 예전에 쓰던 디럭스 유모차를 가지고 있었다. 동생이 애기 낳았을 무렵엔 퀴니가 엄청 흥했다는데 요샌 많이 안타는 것 같다. 유모차도 유행이 있는건가? ㅋ.ㅋ디럭스가 안전해서 좋긴 한데... 우리집은 몇개 안되는 계단이 있고 무게가 도저히 들고 계단 한개도 내려가기 힘든 무게라 밖에선 사용 안하고 유모차 세탁을 맡긴 후 집에서만 사용 했다. 나중엔 그마저도 사용 안하고 옷방에 방치 하다가 지금은 시댁에 가져다 두고 시댁에서 아주 유용하게 사용 하는 중이다. 첨엔 아기가 어리다 보니 유모차의 필요성을 별로 못느꼇는데 이제 제법 크면서 외출 할 일이 많아지고 더위도 가셔서 산책용 유모차가 필요해서 절충형 유모차를 구입 하기로 했다. 지금 현재 우리 애기는 거의 개월이 다 되어 가서 절충형을 사지 말고 휴대형을 사란 주위의 얘기도 있긴 해서 조금 고민이 됏지만], 긍정 텍스트 확률 : 94.78%"
"[비슷비슷 할것 같고.. 절충형이라 무게가 가볍지 않은건 어쩔수 없어서 포기 했다. 그래도 디럭스보단 가벼우니 ㅠㅋㅋㅋ... 처음엔 나는 싸이벡스 브랜드는 생각도 못했었다. 원래는 코엑스 베페에 가서 실물로 둘러 보고 그중 맘에 드는걸 살 생각 이었다. 그러다 새로나온 타보 이노스핀도 괜찮은거 같아서 맘에 두고 있었는데], 긍정 텍스트 확률 : 92.87%"
"[ 웅남편이랑 민석이♥ 싸이벡스 미오스의 장점 중 하나인 높은 높이유모차 자체 높이가 높은 편이라 이렇게 성인이 의자에 앉는거랑 비슷비슷 해서 아기의자가 없는 곳에서도 유용하게 쓸 수 있다. 옆에 떨어져 있어도 눈 높이가 많이 차이가 나질 앉으니 아이 보기도 좋은 것 같다. ], 긍정 텍스트 확률 : 99.90%"
"[폈을때 요런 모습이다. 앞보기 양대면 모두 가능하고], 긍정 텍스트 확률 : 94.18%"
"[양대면 한 상태에서도 폴딩이 가능하다. 완전 조음구입은 싸이벡스 공홈에서 했고. 사은품으로 사진에 보이는 쿨시트와 손잡이 커버], 긍정 텍스트 확률 : 52.90%"
"[그리고 컵꽂이랑 레인커버], 긍정 텍스트 확률 : 70.21%"
"[ 내가 싸이벡스 미오스로 결정한 이유중에서 가장 큰게 바로 요 손잡이 높이인데], 긍정 텍스트 확률 : 79.26%"
"[유모차 높이고 타 제품들 보다 높지만 요 손잡이 높이도 높은 편이다. 나 웅남편둘다 키가 작은 편은 아니기 때문에 손잡가 둘다 끌어도 편한 높이의 제품을 찾고 있었는데 미오스가 아주 찰떡이었다.], 긍정 텍스트 확률 : 96.54%"
"[ 그리고 또 내가 중요하게 생각 했던 것 중 하나가 앉아 있을때 각도 인데], 긍정 텍스트 확률 : 94.09%"
"[최고로 당겻을때 각도가 도 가까이 되서 의자 처럼 앉아서 사용할수 있어서 좋다.], 긍정 텍스트 확률 : 85.20%"
"[ 그 다음 미오스가 타사 제품들과 다른 특색중 하나가 등받이고 매쉬로 되어 있는게 특이한 점 중 하나다 쿨시트를 해도 오래 앉아 있다 보면 등이 후끈후끈 한데 미오스는 등받이로 바람이 슝슝 들어올수 있어서 좋다 겨울엔 등에 덧대는 등받이 시트가 따로 있어서 추울때도 문제 없다. 나는 주위에서 알아주는 곰손 개손인데 ㅋㅋㅋ 폴딩 하는 방법도 쉽다. 폴딩 하는 방법은 친절한 웅남편의 움짤로 보세욥.....♥ ], 긍정 텍스트 확률 : 99.55%"
"[ 떡실신 해서 잠들었는데 빠르게 신호등을 건너도 깨지 않고 잘 잔다 ㅋㅋㅋㅋ], 긍정 텍스트 확률 : 74.03%"
"[ 성인 남성이 끌었을때 손잡이 높이가 이정도라], 긍정 텍스트 확률 : 52.37%"
"[ 마지막 사진은 이대로 끝내기 아까워서첨부하는 유모차 타는 민석이♥개월 아기가 타기 좋아요 절충형 유모차를 찾는 분들께 싸이벡스 미오스 완전 강추 합니다. 내 돈으로 산거 아니고 시어머니 돈으로 산 후기. ], 긍정 텍스트 확률 : 99.32%"
"[ 유모차 악세사리 필요없을거라생각했는데...ㅋㅋㅋㅋ백홀더컵홀더보낭커버필요하더라구요 ], 긍정 텍스트 확률 : 82.73%"
"[ 일단 컵홀더랑 백홀더 싸이벡스 유모차 정품입니다 혹시나? 하는 맘에 호환되는 악세사리찾아보았지만 없더라구요ㅋㅋ거의 정품 사용인듯해요], 긍정 텍스트 확률 : 79.99%"
"[ 넘 필요했어 ㅠㅠㅠ 흑 그런데 왜케 움직이는거죠? 막 휙휙 돌아가고고정이 딱 안되네요 다른 컵홀더는 딱 고정되는데요건 휙휙 움직여서 음료를 몇 번 쏟았어욤 ㅠㅠ ], 긍정 텍스트 확률 : 85.38%"
"[ 그 이유를 알았어요 컵홀더가 고정형이 아닌 이유컵홀더가 빙글 돌아서 불편했는데 경사진 언덕에서 각도를 조절하기 위해 그렇게 디자인 됐다고 하더라구요생각해보니 이게 맞는 것 같아용 ㅎㅎㅎ요 몇일전 언덕길 올라가는데 컵홀더가 무게중심에 따라 쓱 움직이면서 살짝 고정해주니 ㅎㅎ언덕길이나 내리막길에도음료를 빼서 번거롭게 들고 있지않아서 넘 좋았답니다], 긍정 텍스트 확률 : 81.88%"
"[ 백홀더에 가방끈이 얇으면 개 정도 충분히 걸 수 있어요], 긍정 텍스트 확률 : 50.94%"
"[ 우리 떠유니랑 문센데이 ], 긍정 텍스트 확률 : 64.55%"
"[ 바퀴 핸들 쇼핑바구니크기가 달랐아요절충형 미오스디럭스 프리암둘 다 맘에드는 싸이벡스 유모차 ], 긍정 텍스트 확률 : 64.38%"
"[ 아기띠 하고 외출한 날은 빨리 집에 가고 싶은데 유모차 타고 나온 날은 공원 한 바퀴라도 돌고 놀다 가고싶어여 ㅋㅋ ], 긍정 텍스트 확률 : 95.22%"
"[ 밝고 화창한 낮에 왔음 얼마나 좋았을까 ㅋㅋ윰차도 끌고 나왔으니 오늘 저녁은 외식 ], 긍정 텍스트 확률 : 60.67%"
"[ 바람이 너무 불던 어느 날 ㅋㅋㅋ기분 안좋았떠윤? ], 긍정 텍스트 확률 : 51.78%"
"[ 새침한 표정 엄마 맘에 쏙 들어. ], 긍정 텍스트 확률 : 80.16%"
"[ 아기가 태어나고 지인들한테 받은 디럭스를 사용하다보니차에 싣고 내리는게 힘듬.. ㅠㅠ내 키가 을 넘는 거구이고 스토케 정도는 접는게 쉬운편이였지만실을때마다 트렁크가 긁히는 기분이라 가벼운 유모차 한대를 구입하기로 그래서 젤 일정이 빠른 베페로 당장 가서휴대용 유모차를 구경했다유명한 요요부터 시작하여 요즘 핫한 해밀턴까지몇 번씩 해당부스에 갔다가 되돌아 왔다가 하였지만 아직 어린 아기이고 너무 가벼운 유모차의 안전성때문에나 혼자만의 안정성 고민중..고민을 하던중이였음 ㅜㅜ그러다가 현대백화점에 지인을 만나러 갔다가 우연찮게 들어간 싸이벡스 매장에서 미오스 로즈골드를 보고 바로 한눈에 반해버렸다는...점원분의 설명도 듣고 내가 직접 끌어보기도 했는데 핸들링이 끝내줌 ...], 긍정 텍스트 확률 : 77.03%"
"[...? 배송 오자마자 신랑없이 혼자서 조립 뚝딱하고 집앞 카페에서 한 컷...... ......? 본문 이미지...... ......? 본문 이미지아울렛가서도 타고...... ......? 본문 이미지집앞 카페갈때도 타고 ㅎㅎ핸들링도 잘되고 가볍지만 튼튼해서 넘나 편해요...... ......? 본문 이미지좁은 엘레베이터에서 공간 차지 할때도 있는데이렇게 손잡이를 안으로 접어주면 되요ㅎ 지금까지 너무 만족하고 사용하고 있는 싸이벡스 미오스 로즈골드완전 추천해요], 긍정 텍스트 확률 : 99.59%"
"[ 안녕요조금 늦은후기 지민이 유모차 후기하러왔어요전첨에], 긍정 텍스트 확률 : 69.78%"
"[ 근데 저희집은], 긍정 텍스트 확률 : 60.56%"
"[ 남편이 고르고 골라], 긍정 텍스트 확률 : 51.21%"
"[ 싸이벡스프리암싸이벡스 제품이구요], 긍정 텍스트 확률 : 62.08%"
"[디럭스입니다구매했을당시], 긍정 텍스트 확률 : 71.25%"
"[지민인 태어나기도 전이었어요유모차 받고 그래도 저희부부 신났습니댜 ㅎ ], 긍정 텍스트 확률 : 78.68%"
"[전 남편이 매번 해줘서], 긍정 텍스트 확률 : 60.31%"
"[한번 당황한적이 있었지만], 긍정 텍스트 확률 : 52.85%"
"[ 어렵지 않게 할수있어욧 ㅎㅎ ], 긍정 텍스트 확률 : 77.59%"
"[ 우리지민이가 탄모습이에요 ㅋㅋ너무 어릴때라], 긍정 텍스트 확률 : 99.15%"
"[ 완전 귀엽네용 ㅎㅎㅎㅎㅎ 뭔지도 모르고 타고있는 지민이], 긍정 텍스트 확률 : 91.98%"
