"[안녕하세요 셀린이에요 다들 즐거운 주말 보내고 계신가요?어제 무지막지하게 불었던 태풍을 뒤로하고], 긍정 텍스트 확률 : 95.17%"
"[ 다 접으면 요런 사이즈엄청 작게 접히죠?이렇게 작게 접히니까 기내에도 편하게 들고 탈 수 있어서너무 좋아요 가로 ], 긍정 텍스트 확률 : 89.71%"
"[높이 입니다겨울에 여행 갈 때 이렇게 접어서 비행기를 타야겠어요오], 긍정 텍스트 확률 : 58.15%"
"[ 이렇게 쉽게 접히고 펼칠 수 있어서], 긍정 텍스트 확률 : 50.66%"
"[ 그리고 무엇보다 가벼우면서도 튼튼하고], 긍정 텍스트 확률 : 86.23%"
"[ 지비 큐빗 휴대용유모차는 한 번에 딱 폴딩이 되니까차에 넣기도 너무 좋아요 ♥저희 차는 인데], 긍정 텍스트 확률 : 96.53%"
"[이건 굳이 트렁크에 넣지 않고뒷자리에 넣어도 쏙 들어가서요즘 뒷좌석에 넣고 다니고 있답니다 히히정말 너무 좋아서 추천드리고 싶어요 여기까지가 저의 개봉기], 긍정 텍스트 확률 : 66.92%"
"[그리고 사용 후기였는데], 긍정 텍스트 확률 : 72.87%"
"[많은 도움이 되셨을까 모르겠어요 히히 ], 긍정 텍스트 확률 : 59.00%"
"[ 어제 태풍 때문에 집에 꼼짝없이 갇혀있었던 터라이케아로 가는 발걸음이 너무 가볍습니다 출 바알 ], 긍정 텍스트 확률 : 68.01%"
"[ 유주 쪽쪽이를 새로 샀는데무려 야광밤에도 쪽쪽이를 잘 찾을 수 있게손잡이가 야광이에요리미가 유주 핵인싸냐구 ㅋㅋㅋㅋ이거 쪽쪽 빨면서 우리 신나게 춤춰볼꽈?????? ], 긍정 텍스트 확률 : 98.94%"
"[ 응 알겠어 울지마아아... ㅠㅠ배가 고파서], 긍정 텍스트 확률 : 80.68%"
"[그리고 졸려서 자꾸 눈물이 나오는 곧 생후 개월 딸랑구 ♡요즘 애교가 많아져서 엄마는 녹아요 녹아], 긍정 텍스트 확률 : 99.10%"
"[ 아빠는 이미 녹아서 스르르 ♡하루에도 몇 번씩 여보], 긍정 텍스트 확률 : 64.70%"
"[유주 너무 좋아 너무 이뻐 너무 사랑해라는 말을서슴없이 하는 남편이에요 ㅎㅎ여보 나는???나는??????? ], 긍정 텍스트 확률 : 99.71%"
"[ 딸내미 사랑 아빠는 이케아에 있는 작은 인형이란 인형은 다 사서유주 손에 쥐어주었어요 ♥우리 인형 사러 이케아 온 건가? 히히오랜만에 이케아 구경은 너무 재밌었어요 ], 긍정 텍스트 확률 : 99.99%"
"[ 그리고 요즘 너무 재밌게 하고 있는 게임쿵야 캐치마인드에요저도 추천받아서 한 게임인데 너무 재밌는 거예요?그림으로 단어 맞추기인데 ㅋㅋㅋ진짜 어떻게 이런 생각을 했을까? 싶을 정도로번뜩이는 아이디어가 많더라고요?시간 가는 줄 모르니까], 긍정 텍스트 확률 : 82.79%"
"[ 이천쌀콘은 여전히 사랑 중...끝부분에 초콜렛이 너무 달긴 하지만], 긍정 텍스트 확률 : 73.45%"
"[ 아이스크림은 진짜 이에요이 글을 쓰는 지금도 하나 먹고 싶다..아.. 아까 먹었지저는 한 가지에 빠지면 그걸 매일 먹는데이번에는 그게 이천쌀콘이 되어버렸어요 헤헤질릴 때까지 열심히 먹어줄 거야 ], 긍정 텍스트 확률 : 97.17%"
"[ 충전기는 잡지 못했다고 해요.... ♥멀리 둔 엄마가 미안히히다들 오늘 즐거운 하루 보내셨나요?저는 이제 이웃님들 블로그 놀러 가야겠어요히히다들 일상 글 자주 써주셔요그럼 모두 행복한 밤 되세요감사합니다. ], 긍정 텍스트 확률 : 99.98%"
"[ 뚜둥우선 지비마리스 유모차는 예뻐서 들고 다니면 다들 어디꺼냐고 물어본다 더라구요그래서 더더욱 마음이 갔어요일체형 폴딩시스템으로도 유명한 마리스 유모차 뭐 하나 나무랄곳이 없네요 ], 긍정 텍스트 확률 : 98.95%"
"[ 무엇보다 핸들링도 최고구예쁩니다그냥 고저 예쁩니다.예쁘면 용서가 되쥬 ], 긍정 텍스트 확률 : 99.97%"
"[ 풀커버 자외선차단 캐노피 라서 더더욱 좋구요바퀴에는 원스텝브레이크가 있어서 경사면에서도 미끄럼 없이 중심을 잡아준다고 해요요런 세심한 면이 이 유모차를 고른 이유이기도 해요싸이벡스 마리스 유모차 ], 긍정 텍스트 확률 : 96.36%"
"[ 엄마들이 중요시 여기는 바구니 크기또한 넉넉하네요제가 고른 유모차색상은 실버폭스그레이 색상이예요남편의 안목으로 고른 유모차 색상 ㅋㅋ 언제나 만족이지요 ], 긍정 텍스트 확률 : 93.28%"
"[ 이제 신생아 시절도 끝났으니 더더욱 아가 데리고 많이 다녀야겠어요사용후기 또 블로그로 찾아 뵐게요 ], 긍정 텍스트 확률 : 92.93%"
"[ 핸들 디자인마저 예쁜 유모차 ], 긍정 텍스트 확률 : 88.10%"
"[ . .?지비포킷플러스지비포킷플러스..장점..가볍다.접으면 진짜 작아짐.필때 버튼누르고 손목스냅으로 원터치 펴짐.접을때도 거의 한번에 접힘.등받이 조절이 나름 꽤 됨....단점.애기가 힘이 좋으면 뒤의 판이 가벼워서 서있을수있음.무언가 손잡이에 걸어두면 아기 없을시 유모차 넘어감.커피를 몇번 흘렸는지.. ], 긍정 텍스트 확률 : 97.19%"
"[ 울 건강이많이 뽀동했구나몇개월전인데도 아가아가하네 ], 긍정 텍스트 확률 : 76.66%"
"[ 마트도 오고 ], 긍정 텍스트 확률 : 54.52%"
"[ 행궁동 구경도 하고 ], 긍정 텍스트 확률 : 52.59%"
"[ 절도 가고 ], 긍정 텍스트 확률 : 50.30%"
"[오랜만에 쓰는 포스팅이에요한참 블로그에 빠져있다가 임신 육아로 인해 정신없이 몇년이 순삭.....ㅠㅠ이제 아이가 개월이 되면서 정신줄 다시 잡았어요.그러다보니 남편과 아이와 해외여행을 계획하게 되어서 차마 지금 사용중인 지비마리스를 갖고가기에는 넘나 불가능이라작년 월즘 제주도여행시에는 지비마리스를 갖고갔었는데 국내니까 괜찮았어요. 그런데 남편이 손잡이부분들 차에서 많이 찍어서..ㅠㅠ걱정했던 공항에서는 나름 깨끗이 잘 보내주었는데..하.....더이상 말은 아끼겠습니다..그러다보니 휴대용을 구입하자는 저의 목소리에 남편도 동의현실적으로도 필요하니까요. 현명한 소비인걸로요여튼 저는 후기들이 많은 타사제품들을 얘기했더니 자기가 봐왔던게 있다면서지금쓰는 지비마리스와 같은 지비큐빗을 얘기하드라구요.저는 그래서 지비포킷과 지비큐빗을 고민했어요.근데 남편이 조금더 아이가 편한걸 생각해보자해서..개인적의견입니당ㅋ아이가 햇빛이 눈에 비치는것을 짜증내해서차안이나 유모차에서 차양막을보고 선택했어요.포킷보다는 돔형식으로 넓게 케어해주니까요.아 그런데 지비포킷을 주변에 외출시 많이 보여서 궁금증이 해소가 되었는데 지비큐빗은 후기도 하나없고..넘나 궁금이었어요. 계속 긴가민가..그래서 도움이 되실까하고 사진 많이 찍어서 궁금하신 맘님들 함께 공유할겸 포스팅을 씁니당사진 쭉보시구 아래 짧게 사용해본 후기 있어요 ], 긍정 텍스트 확률 : 100.00%"
"[ 박스로 배송왔을때 그 두근거림 또 생각나네요괜히 택배오면 반갑고 설레고 저만그런가요?ㅋㅋ ], 긍정 텍스트 확률 : 57.49%"
"[큐빗은 트렁크에 실어 놓고 사용중이에요.그리고 우리부부의 구입조건 중 제일 중요한기내반입 가능저희 남편 취향으로 선택한 것이 가장 컷어요.그리고 저희는 참고로 스토게익스플로러 디럭스 지비마리스절충형지비큐빗휴대용 순으로 사용했어요....구입 후 에버랜드에 가게되어서 사용해보았는데 아이도 잘자고 휴대성도 좋고 짐도 무난히 실리고 저희 부부는 만족하였어요.곧 월말 여행시 후기 남겨볼게요 제 돈주고 구입하여 자유롭게 개인의 의견이 많이 반영된 포스팅이었습니다맘이라 새벽에 쓰는 글이라 오타는 이해해주시길요 ], 긍정 텍스트 확률 : 97.15%"
"[ 바로 요 아이새틴블랙 색상으로 구매했어용 이쁜것♥ 고급진것♥상자에 꼼꼼하게 잘 포장되어 도착한 큐빗조립하기도 어렵지 않았어요흥분해서 포장을 후다닥 뜯느라 개봉샷따위 없으므...울 아가 쌔 붕붕이를 끌고 놀이터에 나가보았어요 ], 긍정 텍스트 확률 : 100.00%"
"[ 새 붕붕이에 대만족한 예워니란ㅋㅋㅋㅋ놀이터에서 그네를 보고도 유모차에서 내려오지 않았다고 한다...너.. 정말 좋구나.. ], 긍정 텍스트 확률 : 63.91%"
"[ 휴대용인데 고급져보이는건 기분탓일까..프레임이 라인이 잘 빠진거 같아요 넘 이뻐용핸들링도 좋고 휴대용이지만 안정감도 갖췄네요부실하다는 느낌이 도 없어요안전바도 살짝 높게 올라와서 아이가 더 편해하는거같아요그리고 휴대용 유모차 고를때 젤 중요하게 생각하는 부분이 휴대성이잖아요얼마나 쉽게 접히고 작게 접히는지 굉장히 중요한데요원터치라고 하지만 이렇게나 쉽게 폴딩이 될줄은...진짜 한손으로 촥 접히구요한손으로 촥 펼쳐지구요폴딩 진짜 별 천개 주고싶어요★★★★★★★★★★★★★★ .... ], 긍정 텍스트 확률 : 99.22%"
"[ 요 하얀 버튼 두개를 동시에 누르면서 앞으로 밀어주면 쉽게 접혀요손가락 개면 충분할듯.. ], 긍정 텍스트 확률 : 87.42%"
"[ 요렇게 세워서 보관할 수 있어요 ], 긍정 텍스트 확률 : 75.35%"
"[ 유모차 없어져서 당황한 막둥이...다시 펴주겠다고 언니가 달래줌ㅋㅋㅋ접을때처럼 흰버튼 두개 동시에 눌르며 들어올리면 철컥 하고 원터치로 다시 유모차로 변신해요남편 필요없음...ㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 62.93%"
"[ 까지 사용 가능하다고 하는데인 살 큰딸 잠깐태워보니 크게 무리되진 않을꺼같아요ㅎㅎ가끔 다리아프다고 동생유모차 태워달랄때가 있는데급할땐 큰애까지도 사용해도 괜찮을듯 ], 긍정 텍스트 확률 : 72.65%"
"[ 지비 큐빗 프리미엄 휴대용 유모차수령후 첫 사용해본 제점수는점 만점에 점진작 샀으면 더 오래썼을텐데 하는 아쉬움이 남네요주말 날씨가 좋았으면들로 산으로 나가서 좀 초록초록한 배경에 이쁘게 사진찍고싶었는데비때문에 망했네요.....담주에 날씨 좋으면 맘껏 드라이브 시켜보고추가로 발견되는 장점 단점 포스팅해볼게요 이상], 긍정 텍스트 확률 : 86.49%"
"[ ..우선 지비 에 대해 잘 모르는 분들이 많음.싸이벡스기술력으로 만들어진 유모차예요.한마디로 안전성 믿을수있어요..싸이벡스 모르는 분들 없을거라 믿기에 설명패스..아래는 상품 상세설명. ], 긍정 텍스트 확률 : 80.33%"
"[등받이길이짧음], 긍정 텍스트 확률 : 61.68%"
"[ ..나에게 진짜 중요한건 윰차 등받이길이였다.다들 휴대용을 돌 전에 좀 애 무게가 나갈때 구매해서여서 .등받이길이는 무시하고 사는 경향이 많고.그래서인지 상품 상세설명에.등받이길이에 대해 자세한 설명이 없었다..어쩔수없이.애가 앉아있는 착샷을 검색해서 추리할수밖에 없음.엄청난 검색과 계산을 했다. ..나란사람 너무나 훌륭해 스스로 흐뭇하다 ], 긍정 텍스트 확률 : 99.50%"
"[애들 피곤하면 눕고싶고 자고싶은데.. 살도 살도 애기입니다..여행 좋아하시는 분들 꼭 사세요. ...요요 많이쓰던데 이건 원터치가 아니더라구요. .그리고 ], 긍정 텍스트 확률 : 95.13%"
"[ 장바구니도 나름 큼직큼직해서유모차 모빌], 긍정 텍스트 확률 : 71.14%"
"[ 첫 유모차 시승에 긴장 많이한 베이비.. 두손 공손히..첫번째], 긍정 텍스트 확률 : 72.24%"
"[ 수납공간이 좀 작다 그리고 무거워지면 쳐짐 ㅠ쳐지는 것 까진 괜찮다만 가면서 자꾸 바퀴에 쓸려서 ㅠㅠㅠㅠㅠㅠㅠ읍우유], 긍정 텍스트 확률 : 93.18%"
"[ 내리막길 좀 힘들 때 있더라 ㅠㅠㅠ벌써 ㅠㅠㅠㅠ? 이래서 사람들이 결국 휴대용 사는듯..그치만 접고 펴는거 정말 쉽고 특히 디자인 너무너무너무 이쁘다 그냥 블랙보다 럭스블랙이 더 특이하고 고급스럽고 이쁜 것 같다 ㅠㅠ 내생각 단점들은 유모차 사용 안될정도의 단점이 아니라 내가 수용가능한 정도..ㅎㅎ 그러니 난 마리스 유모차 너무너무 맘에 든다], 긍정 텍스트 확률 : 99.82%"
"[ 넘나 고급져요..ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ그럼 한달 사용 후기 이만 ], 긍정 텍스트 확률 : 54.49%"
"[거의 만삭이였떤 올해 봄], 긍정 텍스트 확률 : 78.11%"
"[ 사은품도 이렇게나 빵빵하게쿨시트랑 레인커버랑 손잡이 커버도..하 좋다. 신랑도 바퀴를 장착하며 정말 좋다고 연신...받자마자 집에서 끌어봤는데핸들링이 예술], 긍정 텍스트 확률 : 77.39%"
"[ 우리 아가도 바로 태워봤는데 생각보다 잘 있고 좋아한다. 그 다음날 선물 받은 유모차 라이너를 장착하고 동네 한바퀴 돌았는데아기가 좋아라하는게 제일 맘이 좋더라는..], 긍정 텍스트 확률 : 99.29%"
"[ .구매한 건 년 좀 안되었지만 지금까지도 아주 잘 쓰고 있는 부가부 디럭스 유모차], 긍정 텍스트 확률 : 51.40%"
"[장거리에 있는 시댁도 가야 하고 여러모로 필요했던 휴대용 유모차...한 대 들여야겠다는 필요성이 커지던 중 남편과 우연히 발견했던 지비 포킷 플러스], 긍정 텍스트 확률 : 84.30%"
"[ .두 계절 내내 베페에서 기다렸다가 블랙 단종이라는 슬픈 소식만 듣고 결국 직구로 구매한 후기 스타트. ], 긍정 텍스트 확률 : 84.71%"
"[ 우리가 반년 가까이 찾아 헤맸던 새틴 블랙], 긍정 텍스트 확률 : 81.32%"
"[ 어딜 가나 국내에선 라구나 블루 밖에 안 남아있어 너무 슬펐지만 미국에서라도 찾았으니 불행 중 다행. ], 긍정 텍스트 확률 : 96.25%"
"[ 포장 아주 야무지게 잘 되어있는 건우의 뉴 붕붕이], 긍정 텍스트 확률 : 73.94%"
"[ 집에서 끌어보자마자 남편과 함께 감탄 오브 감탄. ], 긍정 텍스트 확률 : 85.37%"
"[ 포킷보다 한단 더 내려와서 자외선 차단도 쉬울 것 같은 느낌적인 느낌? ], 긍정 텍스트 확률 : 76.96%"
"[ 작지만 강하다는? 원스텝 브레이크], 긍정 텍스트 확률 : 58.68%"
"[ 낮잠 주무시는 우리 건우를 대신해 먼저 올라탄 고무고무짱. ], 긍정 텍스트 확률 : 87.58%"
"[ 그리고 지난 주말 아빠와 함께한 집 앞 공원에서 두 번째 붕붕이 시승식], 긍정 텍스트 확률 : 76.29%"
"[ 우려와는 달리 아주 편하고 신나게 잘타줘서 고마웠던 건우.엄마 아빠 그리고 포킷이랑 함께 넓은 세상 신나게 누비고 다녀보자 아들], 긍정 텍스트 확률 : 99.07%"
"[날씨가 점점 추워진다. 아침마다 환기 타임을 가지는데 보통 분 환기를 시키는데요즘은 짧게 분 정도 환기를 시킨다. 아무리 추워도 하루에 적어도 한 번 정도는 환기를 시키는 게 좋다고 한다.습기가 가득 찼던 여름이 어느새 지나가고 이제는 집에 습도가정도 돼버린다.그래서 우리 동생이 선물해준 가습기를 이제 켜기 시작아기 있는 집엔 가습기 필수라던데..그걸 어찌 알고 선물해줬다.나만큼 우리 동생이 울 아기를 좋아해 준다 첫 조카라서 그런가 보다.주말마다 놀러 다니기 좋아하는 엄마 아빠 덕분에 울 아기생후 일도 안돼서 밖에 나간 듯그때는 유모차가 없어서 아기 띠를 하고 나갔는데수목원에 놀러 온 아기들이 유모차를 많이 타고 나왔더라.그때는 날씨가 따뜻해서그래서 우리도 유모차 알아보고 사기로 결정사실 카시트는 임산부 때부터 싸이벡스 살 거라고 이미 마음속에정해놔서 별 고민 안 하고 샀는데 유모차는 생각해놓은 게 없어서어떤 거 살지 고민이었다.유모차도 종류가 너무나 많아서..일단 신생아부터 탈수 있는 디럭스부터 절충형 휴대용까지.디럭스는 보통 신생아부터 타기 좋고 발통이 커서 유모차를 끌고 가면서 흔들림이 많이 없어서 어린 아기부터 타는 게가능하다고 한다. 대신 단점이 신랑 없으면 차에 싣고 내리는 게 무거워서 거의 안 된다는 거.. ㅎㅎ유모차를 접었다 펴지 않고 그냥 핀 상태에서 다닌다면디럭스도 괜찮을 듯싶었다.나는 미니멀라이프를 추구해서 짐이 큰 게 싫어서처음부터 절충형을 생각했다.베이비파크 이런데 가서 다양한 유모차를 봤는데도썩 마음에 드는 게 없었다.그런데 카시트 사러 가면서 싸이벡스 유모차가 너무 예쁜 것일단 카시트만 사고 얼마 후 부산 벡스코에서 열리는 베이비 키즈 박람회를 갔다.거기도 싸이벡스가 왔는데.. ㅋㅋ다른 유모차 업체도 정말 많이 왔는데 ㅋㅋㅋㅋㅋ눈에도 안 차더라.이미 결정한 거 오빠도 싸이벡스가 젤 이쁘고 좋은 거 같다며가격 생각하지 말고 사자며히히 고마워 울 오빠 ♥ ], 긍정 텍스트 확률 : 99.67%"
"[ 박람회에서 전시용 유모차 사려고 했는데흠 생각해보니 ㅋㅋㅋ걍 찝찝해서사실 사용 전 세탁하기도 귀찮아서그냥 백화점에 가서 샀다.카시트를 샀기 때문에 유모차], 긍정 텍스트 확률 : 64.47%"
"[ 개봉 전 필수 확인사항늘 제품의 실제 색상과 온라인 판매점의 화면상의 색상은 다르죠 ㅎㅎㅎㅎㅎ신기한 법칙나는 오프라인에서 실물 보고 구매해서 상관없었다. ], 긍정 텍스트 확률 : 87.51%"
"[ 유모차 바퀴인듯하다.앞뒤 바퀴 개랑 위에 두 개는 바구니 카시트랑 호환할 수 있는연결하는 장치라고 하더라.미오스는 신생아용 카시트 클라우드큐와 아톤큐 지비의 이단과 완벽하게 호환되며트래블 시스템 사용 시 수면 포지션이 도 조절되어 단거리 또는 장거리 여행에도 아기의 컨디션을 최고로 만드는 데 도움을 준다. ], 긍정 텍스트 확률 : 71.28%"
"[ 무슨 사은품이 이리 많죠?여름에 필수인 쿨시트쿨시트 인사도 되겠다며 ㅎㅎㅎㅎ 그리고 유모차 손잡이 커버싸이벡스 미오스 유모차 선택한 이유 중 가죽 손잡이도 포함되는데그래도 커버는 씌워야지ㅎㅎㅎㅎㅎ그리고 아기 띠에도 사용이 가능한 침받이일이 조금 지난 우리 아기 침이 줄줄 하는데 요즘엔 정말침받이 없으면 안되유ㅠ..ㅜ ], 긍정 텍스트 확률 : 96.58%"
"[ 방풍 커버는 진짜 필수 템.무조건 있어야 한다ㅎㅎㅎㅎ 바람 조금만 불어도 신생아는 감기 걸릴 수 있기 때문에그리고 각종 날파리들에게서 보호가 된다.컵 홀더는 엄마들 커피 마실 때 꽂아 두라고이것도 필수쥬 ㅋㅋㅋㅋ유모차 끌고 산책하면서 커피나 차 한 잔은 필수니께 이렇게 유모차에 필요한 구성품을 다 주니 그렇게 비싼 거 같지도 않다. ], 긍정 텍스트 확률 : 84.01%"
"[안전하게 포장이 되어 오는데 가죽 핸들에 혹여나 흠집이나 찍힘이 있을까 봐 폭신한 스펀지로 안전하게 포장이 돼서 온다.나는 싸이벡스 미오스 로즈골드에 반해서 그냥 색깔 선택 장애도 없이로즈 골드에 블랙을 골랐다.오빠도 이게 젤 이쁘다며 ㅎㅎㅎㅎㅎ 유모차는 아기가 편한 게 제일 중요한데우리 집은 엄마 아빠 맘에 드는 걸로 산듯..ㅎㅎㅎ울 아기 앞으로 더 좋은 거 많이 해줄게.. ♥ ], 긍정 텍스트 확률 : 98.59%"
"[ 미오스 제품은 작년에도 나왔는데 작년이랑 조금씩 바뀌었다고 한다.프레임도 바뀌고 손잡이와 앞에 유모차 걸이가 가죽으로 바뀌고유모차 덮개 재질이 완전히 바뀌었다고 함.작년 제품은 인터넷 최저가 만 원이면 살 수 있는데재질 바뀌고 풀체인지 된올해 제품으로 구입했다. ], 긍정 텍스트 확률 : 87.43%"
"[ 울 아기 첫 빠방이라 설레는 애미와 애비 얼른 많이 추워지기 전에 놀러 다니자 아기야 ], 긍정 텍스트 확률 : 67.93%"
"[ 뭔가 형태를 잡아가는 우리 첫 빠방이로즈골드 프레임이 너무 이쁜걸오빠한테 나 유모차에 욕심 없어 해놓고 내 사고 싶은 거 삼..ㅎㅎㅎ디럭스같이 발통이 크진 않지만 신생아부터 타는 게 가능한 싸이벡스 절충형 미오스여유가 된다면 디럭스 사고 또 하나 사는 것도 괜찮은데우리는 여유가 안돼서 절충형 하나만 사는 걸로], 긍정 텍스트 확률 : 63.58%"
"[ 브레이크는 쉽고 간단해서 안전하게 다닐 수 있을 듯.고정이 잘 되기 때문에 정말 쉽게 사용 가능하다.내가 이 유모차에 반한 포인트가죽 라인너무 예뿜 ㅋㅋ내눈에만 이쁜가 ㅋㅋㅋ그냥 매장 보고 반해서베이비 키즈 박람회 가서도 다른 건 눈에 안 들어옴. ], 긍정 텍스트 확률 : 90.40%"
"[ 울 아가 빠방이 시승식이때 일도 안된 신생아라서 목도 못 가누던 쪼꼬미 시절이다.누워있지 않으려는 울 쪼꼬미그래도 처음 치곤 잘 타는 걸 ??유모차 안타는 아기들은 정말 태웠다면 울어서 유모차를 사용 못 하는 경우도 많다고 하는데울 아기는 꼭 잘 타서 엄마 아빠랑 여행 많이 가자 ], 긍정 텍스트 확률 : 99.75%"
"[ 싸이벡스 미오스 로즈골드 조립 다해 놓고 주말에 나가기만을 기다렸다. 그전에 아기를 태워서 연습시키라고 하는데 틈틈이 아기 컨디션 좋을 때마다집에서 태워봤다.우리 집 안 그래도 작은 평수인데 유모차가 있으니 정말 발 디딜 틈이 없구나얼른 이사 가야겠다.. ], 긍정 텍스트 확률 : 70.98%"
"[ 울 쪼꼬미 유모차에 잘 앉아 있는 거 같더니 이내 발악을 하심..타기 싫다고 발악을 하십니다 ㅜ.ㅜ집에서 타는 거 연습해야 밖에 데꾸 나가지 아가..그렇게 서글프게 울면 엄마 마음이 맴찢. ], 긍정 텍스트 확률 : 89.73%"
"[ 처음에 유모차 태우는 연습할 땐 내가 울 아기 컨디션 고려 안 하고그냥 아무 데나 막 태웠는데 유모차 잘 타는 아기들도자기 컨디션 안 좋으면 운다고 한다.지금 산지 거의 두 달 다 돼가는데 외출할 때마다 유모차는 필수이고유모차 없었으면 정말 어쩔뻔했을까..ㅋㅋㅋ 너무나 잘 쓰고 있는 싸이벡스 미오스 로즈 골드 블랙오늘은 유모차 개봉기였으니다음 포스팅은 유모차 실사용 후기를 써야지놀러 다닐 땐 ㅋㅋㅋ 너무나 편해그리고 사람은 사고 싶은걸 사야 함. ], 긍정 텍스트 확률 : 96.10%"
"[임신한 엄마라면 필수로 챙겨야 할 것이 있는데태어난 직후 부터 필요한 아이보험이에요. 온라인 태아보험비교순위로 후기 보면서큰애와 똑같이 둘째도 현대로 정해가꼬 보험 설계 도움 받았어요. 업체에서 저렴하게 가입 진행 하면서현대해상태아보험선물도 엄청나게 받았구요. 크크요즘 엄마들 수준 높잖아요. 선택한 현대해상 에서 준비한 육아제품 퀄리티가 정말 후덜덜 해요 다른 업체를 두루두루 다 찾아 보긴했는데가장 으뜸으로 퀄리티 높은 선물 주는 곳은 여기 뿐인 듯그래도 설계사님이 괜찮다 괜찮다 본인 임신 했을때경험담 알려주시면서 정말 편하게 상담 진행 했네요 사설이 너무 길었죠?그럼 지금부터 현대해상태아보험선물 혜택 얼마 만큼 팍팍 누렸는지 어떤 육아제품 거하게 받았는지 보여드려볼게요.], 긍정 텍스트 확률 : 91.80%"
"[ 운 좋게도 연말 이벤트가 있었던지라 견적금액대선택 하고 나서 현대해상태아보험선물 로 카시트 와 유모차 득템 가능 했거든요], 긍정 텍스트 확률 : 62.64%"
"[ 허접한거 절대 아닌 지비 카시트에 고퀄리티 유모차 색감 한번 예쁘죠 애 태어나 육아기에 꼭 필요 해 구입 하는게카시트 랑 유모차 요거 두 개 잖아요.], 긍정 텍스트 확률 : 66.53%"
"[ 카시트 그리고 유모차는 필수로 구입해서 둬야 한다는 생각으로 주변에 어디 얻을 곳 없나수소문 하고 다녔었거든요.그런데 이렇게 애 보험 챙기면서 생길 줄 이야기대 이상으로 대접 받은 큰 선물이라 너무 좋더라고요.], 긍정 텍스트 확률 : 88.56%"
"[둘째 잘 키울 수 있는 거니까육아용품 준비 하면서 골 머리 앓았거든요. 기대도 안 했는데 현대해상태아보험선물로 넘나좋은 제품 받을 수 있어서 정말 행복해요. 요것들은 한정수량이라 연말 이벤트 기간에만 카시트 유모차 사은품으로 받을 수 있대요. 전 받았으니 저 정말 행운 맘 된거죠. 단 알아야 하는 것은 무려 카시트], 긍정 텍스트 확률 : 96.84%"
"[ 유모차 이기에 완전 공짜로 을 수 있는 아기 용품은 아니고 자기부담금 들어 거야 받을 수 있답니다], 긍정 텍스트 확률 : 74.23%"
"[전자 체중계이렇게 네가지 받을 수 있구요.], 긍정 텍스트 확률 : 55.78%"
