"[ .감동해서 퀴니 후기도 썼었음ㅋ.돌 지나서도 태웠었던..ㅋㅋ ], 긍정 텍스트 확률 : 95.24%"
"[ 그래도 우리 월월월 댕댕이들이 타야하는 중요한 유모차니까 제가 계속 설명서 보라고 ㅋㅋㅋㅋㅋㅋㅋ일단 이렇게 하면 돼 하던 남자친구도 설명서를 보면서 설치하더니 진짜 금방 설치하더라구요저는 설치하는거 영상 좀 찍을까 했었는데 그럴 순간도 없을 정도 였어요 ㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 77.51%"
"[ 처음에는 일단 설치부터 하려고 했는데 유모차 본체를 딱펴고 설치하면 훨씬 간단합니다사실 이거도 설명서에 있는데 둘다 마음만 급해서 .. ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 63.10%"
"[디럭스잖아요? 어쨋든 다견이거나 큰 댕댕이가 앉을건데 이정도 안정성은 필수인거같아요킨즈가 강아지 유모차를 많이 생산해서 그런지 필요한 기능을 꼭 갖추고 있더라구요 ], 긍정 텍스트 확률 : 89.40%"
"[ 요렇게 저렇게 바퀴만 쏙 들어가면 완성 저날은 잉크랑 와와모임한다고 놀러오시개 갔던 날인데 간김에 유모차 설치하고 잉크랑 김해쪽 공원 걷기로 했었어요요즘 잉크가 가방을 싫어해서 뛰어내릴려고 하는데 유모차에서는 어떨지 걱정반 설렘 반이였어요 ], 긍정 텍스트 확률 : 83.19%"
"[ 그리고 잉크는 진짜 바로 시착사실 잉크는 가방쟁이였던 과거가 있기 때문에 유모차는 거의 타본적이 없어요큰 블루베리는 자주 탔었지만 무거워서 .. 잉크는 저렇게 타고 어딜 가본거도 처음이고다 처음이였는데생각보다 너무 안정적으로 좋아하더라구요 사실 엄청 서있을줄 알았는데이게 킨즈 강아지 유모차가 디럭스라 넓으니까 편한거같앗어요저는 처음에 걱정이라 가방이랑 같이 넣어줬는데 가방에서 나와서 좀 걷기도 하고 완전 운동장이더라구요 ㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 50.12%"
"[ 편안하게 잠든 우리 잉크 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ킨즈 디럭스 유모차는 강아지가 타고 나올 수 있는 입구가 두개라서 좀 편했어요오늘은 잉크 혼자 탔기때문에 앞쪽으로만 문을 사용했지만 뒤쪽으로도 지퍼가 있어서 다견일때는 유용하게 사용할 수 있겠더라구요 그나저나 잉크 정말 편해보이죠?이번 주말에는 살구도 같이 태워서 첫 산책 다녀올려구요 ], 긍정 텍스트 확률 : 82.86%"
"[ 앞으로 잉크는 가방보다 유모차를 더 태우도 다닐려구요가방보다 훨씬 안정적이고 넓어서 잉크도 좋아하고 저도 이정도는 들고 탈 수 잇을 정도라 맘에 들었어요무엇보다 앞전에 제가 쓰던 유모차는 폴딩이 좀 어려웠는데 킨즈는 한번에 쏙 접히니까 좋더라구요집에서 보관도 편하고 저 혼자 쓰기에 너무 좋았어요], 긍정 텍스트 확률 : 79.44%"
"[ 저 이제 진짜 시장에 장보러 갈때 애들 유모차 태워서 갈거에요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ밑에 장바구니가 꽤 넓더라구요 다른거보다 물건 넣고 빼기에도 편했어요앞에 말했던 그 폴딩이 어려웠던 디럭스 유모차는 밑에 장바구니가 넓긴했어도 입구가 좁아서물건 넣고 빼기가 어려워서 사용이 힘들었거든요 ㅠㅠ ], 긍정 텍스트 확률 : 79.17%"
"[ 다행스럽게도 유모차에선 뛰어내리지도 못하고 에쁘게 기다리는 중 ★확실히 높고 튼튼한게 좋은거같아요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ안전줄이 두개나 있는데 잉크가 너무 안정적으로 앉아있어서 사용할 필요를 못느낄 정도 ㅋㅋㅋㅋㅋㅋㅋ그리고 지금은 사진찍느라고 앞에서 찍었지만 유모차 끌때 애들이 어떤지 보고 싶잖아요그 마음을 정확하게 알고 위쪽 제 시선으로 안전망이 또 있어요 그 망사이로 유모차 안이 확인 가능하다는고], 긍정 텍스트 확률 : 87.79%"
"[ 사실 좀 빠른감이 있긴 하지만 벌써 애들 데리고 놀러 다녀왔답니다 왜냐면 전 킨즈 디럭스 유모차가 있으니까요 ㅋㅋㅋㅋ 사진하고 동영상 촬영도 해놨어요킨즈 강아지 유모차는 후기 한번더 들구 올께요 오랜만에 큰 댕댕이 용품 후기라 들떠요 꺄르 ], 긍정 텍스트 확률 : 69.35%"
"[지난번 킨즈 유모카를 가지고 여행을 가고싶다는소망을 담아 정보글을 올린 적이 있는데], 긍정 텍스트 확률 : 73.71%"
"[ 꺄아 제가 킨즈 유모카가 왔습니다. ], 긍정 텍스트 확률 : 54.86%"
"[기다리던 킨즈 유모카...두근두근 ], 긍정 텍스트 확률 : 82.16%"
"[ 일단], 긍정 텍스트 확률 : 73.61%"
"[손잡이 부분은 이런식으로모두 포장이 됐었는데], 긍정 텍스트 확률 : 53.95%"
"[아래 사진에서는제거한 모습임을 말씀드려요], 긍정 텍스트 확률 : 73.78%"
"[ 앞바퀴와 뒷바퀴 각개], 긍정 텍스트 확률 : 66.71%"
"[여행가방이 있습니다.여기서 바와 스퀘어 안전가드를 사용할때다른 디자인으로 사용이 가능한데그건 다음 리뷰에서 안내해드릴께요.], 긍정 텍스트 확률 : 90.54%"
"[ 폴딩이 되어 있는 상태에서는이렇게 옆부분에 고정되는 부분이 있어요.고리에 걸어놓으면 폴딩이깔끔하게 유지되는거죠. ], 긍정 텍스트 확률 : 68.37%"
"[뒷바퀴 자리에 넣어주고바 끼워주면 끝뒷부분에 말씀드리지만저는 이 부분에서 좀 실수해서뒷바퀴 조립을 다시했지만요ㅎㅎ큰 문제는 없이 끌고다녔구요], 긍정 텍스트 확률 : 91.83%"
"[ 아기유모차이니 만큼 가볍고 부드럽게움직일 수 있도록 바퀴는 바퀴로되어있어요.육아용품 조금 써보셨음 다 아시겠지만.ㅎㅎ두가지 종류의 바퀴 중에브레이크와 연결된 바퀴가 뒷바퀴입니다. ], 긍정 텍스트 확률 : 97.44%"
"[ 뒷부분에는 버클로 한번 더 고정해주면등받이시트 완벽 고정입니다. ], 긍정 텍스트 확률 : 53.32%"
"[ 이렇게 완성된 킨즈유모카.원래 브레이크 부분에 봉을 연결해야하는데그걸 깜빡하고 집에서 타고 놀았던거있죠..ㅋㅋ ], 긍정 텍스트 확률 : 94.74%"
"[ 외출까지 몇 번 하고난 다음에 알아서지금은 아래처럼 재조립을 해둔 상태에요. ], 긍정 텍스트 확률 : 99.49%"
"[ 제 실수는 뒤로하고킨즈 유모카의 이 멜란지원단과로고의 조화는], 긍정 텍스트 확률 : 62.48%"
"[다시봐도 참 예쁜거 같아요.색감도 고급지게 잘빠진 휴대용 유모차죠. ], 긍정 텍스트 확률 : 94.86%"
"[ 울 딸램 보자마자 신나서 다가오고궁금증 폭팔 ], 긍정 텍스트 확률 : 93.86%"
"[ 얼른 태우고 나들이를 나가고싶은데요즘 미세먼지가 미쳐서..ㅠㅠㅠㅠㅠ얼른 날이 좋아지고야외활동 편하게 할 수 있음 좋겠네요.그럼 킨즈 유모카가 더 빛을 발하게마구마구 태워줄텐데 말이죠♡본 리뷰는 킨즈 에어카 체험단으로 선정되어 무료로 체험단 후기 입니다 ], 긍정 텍스트 확률 : 93.40%"
"[.아기가 돌지나고 걷기 시작하면서 휴대용 유모차를 구입해야 겠구나 생각하던 차에 여름 휴가를 맞아 제주도로 떠나는 바], 긍정 텍스트 확률 : 76.46%"
"[ .여행갈때 유용할듯한 유모차가방도 있고 ], 긍정 텍스트 확률 : 79.55%"
"[모기장커버 있구요 ], 긍정 텍스트 확률 : 68.32%"
"[ .아기들에게 인기만점 티바], 긍정 텍스트 확률 : 89.62%"
"[라면 등등 싣고.아기태우고 아기 발판 밑부분에 키로 수박한통까지 얹어서 왔었더랬죠.저흰 생활권이 마트백화점 도보거리다보니 장바구니 큰게 엄청난 메리트였습니다.괜히 킨즈에어플러스 후기에 장바구니 강조글이나오는게 아니었구나 했어요..그리고 킨즈 에어플러스는 고객센터가 상당히 잘되어 있답니다.카카오톡으로 상담도 친절히 해주시구요.티바 관련으로 문의드린적이 있는데 설명 상세히 해주시면서 친절응대해주셔서 감사했어요..여러모로 사용하면 할수록 맘에 드는 유모차입니다.뭘 사야할지 고민되는분들에게 참고가 되었으면 해요.. 킨즈 후기 이벤트 참여를 위해 제 돈주고 제가 사용하고 남기는 후기입니다 ... .?킨즈웨건킨즈웨건.?킨즈웨건킨즈웨건 .?웨건웨건.?쌍둥이유모차쌍둥이유모차.?유아웨건유아웨건.?웨건추천웨건추천.?유모차웨건유모차웨건.?킨즈에어플러스킨즈에어플러스.?휴대용유모차추천휴대용유모차추천.. ], 긍정 텍스트 확률 : 99.66%"
"[와의 인연은 작년 킨즈엑스로 비롯되요. 은동이가 돌이 지나자마자 두 딸아이를 동시에 태우고 다닐 수 있는 웨건이 꼭 필요했고일년이 넘은 지금도 데일리로 잘 쓰고 있는 제품이에요. 매일 두 아이 어린이집 등하원 할 때도.마트에 장 보러 갈때도집 앞 용인민속촌에 갈 때도...요즘에는 남편이 토요일도 근무하다보니 주말에도 독박육아를 하는 마눌이로써두 아이를 함께 태우고 다닐 수 있는 웨건은 너무나 유용해요.], 긍정 텍스트 확률 : 99.89%"
"[ .개봉 전 모습이에요..아직 런칭한지 얼마 되지 않아.?킨즈에어카킨즈에어카에 대해 알려진 게 많지않다보니.무엇보다 저의 역할이 중요할 것 같아요.아마 제 블로그에도 구매 전에 어떤 제품인지 궁금해서 들어 오신 분들도 많으실텐데.최대한 자세히 적어보도록 할께요.], 긍정 텍스트 확률 : 99.74%"
"[ .햇빛가리개를 뺀 모습이에요..요즘에는 햇볕이 여름만큼 강하지 않아 빼고 다녀도 될 것 같지만 .전 있는게 왠지 더 있어 보여서 ㅎㅎ .개인적인 취향 때문에 달았답니다...햇빛가리개는 찌그러져서 왔다는 글이 많은데 저도 역시 찌그러져 왔어요. .아마 본체에 눌려서 그런듯 싶은데 손으로 만져서 펴주면 .하루 이틀 정도지나면 원래 모양으로 돌아오니 너무 신경쓰지 않으셔도 될것 같아요 .지금은 완전히 펴졌어요.], 긍정 텍스트 확률 : 99.91%"
"[ .디럭스유모차와는 달리 휴대용유모차하면 여행이나 나들이에 많이 사용하기 때문에.무엇보다 빠른 폴딩과 언폴딩이 중요해요. .저 역시 유모차를 고를 때는 이 부분을 많이 살펴보는 편이에요. ..저도 큰아이가 일반 유모차는 답답해해서 자전거유모차를 샀었는데. 폴딩이 안되고 무거워서 자동차에 실기가 어렵고. .옆이 길다보니 방향전환할 때 힘들어서 잘 사용하지 않게 되더라구요. .아이는 참 좋아했는데 여러모로 아쉬웠던....?트라이크유모차트라이크유모차는 자전거와 휴대용유모차의 장점을 갖춘 제품이 아닌가 싶어요. ..설명서에는 .?킨즈에어카폴딩킨즈에어카폴딩 언폴딩하는게 잘 나와있지 않아 저도 다른 분들의 후기를 보고 참고했어요.], 긍정 텍스트 확률 : 62.71%"
"[ .안장 아래쪽을 보면 왼쪽에는 걸쇠가 있고 오른쪽에 폴딩버튼이 있어요. .버튼을 눌러 폴딩했을 때 저 걸쇠가 완전히 잠겨야 풀리지 않아요. .언폴딩할 때는 저 걸쇠를 풀어줘야되요.], 긍정 텍스트 확률 : 63.35%"
"[ .전 한번도 이런 방식의 폴딩을 본적이 없어 첨엔 좀 당황했는데.몇번 해보면 금방 익숙해져요. .먼저 폴딩버튼 요 작게 튀어 나온 부분을 아래로 움직이며 양옆을 눌러주면 쉽게 접혀요.], 긍정 텍스트 확률 : 90.05%"
"[ .움짤을 보면 더욱 이해가 쉬우실 건데요..제가 손 방향을 이상하게 해서 불편해 보이는데 손을 저렇게 위쪽으로 꺾지 않고.편하게 아래에서 동시에 누를 수가 있어요 ], 긍정 텍스트 확률 : 57.85%"
"[시트 바닥에 있는 폴딩버튼을 누르며 접으면 되구요.], 긍정 텍스트 확률 : 60.36%"
"[ .그리고 이것이 좀 더 숙달이 되면 이렇게 동시에.좀더 빠른 폴딩이 가능하답니다 ㅎㅎ .참고로 저희 남편은 번 정도 해보더니 이렇게 전문가 수준이 되었어여.개인적으로 동영상보다 요 두번째 방법이 좀더 편하더라구요.], 긍정 텍스트 확률 : 93.85%"
"[ .그리고 언폴딩은 걸쇠를 풀며 위로 펼쳐주면 되요. .기존의 휴대용유모차와 킨즈에어카의 폴딩방법이 조금 달라 처음에는 헷갈릴 수 있겠지만.제가 올릴 동영상을 보며 번 정도만 연습하시면 .금방 익숙해지실 거에요찡긋], 긍정 텍스트 확률 : 92.94%"
"[ .그래도 은동이가 이리 신나하니 미세먼지를 뚫고 잠깐 산책이라도 한건 잘 한것 같아요. .입술을 쭈욱 내밀고 두 발을 동동 거리며 넘나 신나하더라구요 ㅎㅎ], 긍정 텍스트 확률 : 61.40%"
"[ .양방향에 브레이크가 있는데 조립할 때 저 긴 막대기를 끼워 가운데를 눌러도.빠르게 멈추고 푸는 것이 가능합니다.], 긍정 텍스트 확률 : 59.02%"
"[ .아직 안전가드는 사용해보진 않았는데 은동이가 저 바를 참 좋아해서 이대로 계속 쓸 것 같아요. .빙수 먹으러 가는 길에도 저 손잡이를 꼬옥 잡고 있더라구요 ㅎㅎ .아이가 손잡이를 잡으며 안정감도 느끼고 스스로 운전하는 듯한 느낌이 나나봐요.], 긍정 텍스트 확률 : 84.65%"
"[ .다양한 악세서리 지원으로 등받이 시트도 뺄수 있지만 .개인적으로 아이가 등을 편안하게 댈 수 있는 요 등받이가 맘에 쏙 들어요. .옆에서 봤을 때도 아이가 앉은 모습이 참 편해 보인다는 생각이 든. .기존의 유모차보다 시야 확보도 잘 되고 나들이에 최적회된 제품이에요.], 긍정 텍스트 확률 : 99.61%"
"[ .트라이크 유모차는 처음이지만 군더더기 없이 깔끔. .살부터 살까지 사용가능하다고 하니 저희집은 최소 년 정도는 쭈욱 사용할 수 있겠죠. .사실 살 넘어가면 유모차 사용하기가 애매하고 .다 큰 애를 태우고 다니네 .이렇게 보는 주변 시선도 있는데요. ..벗뜨. 공원이나 놀이동산을 가면 살 이상 좀 큰아이들도 오래 걸으면 피곤해하고..엄마아빠 입장에서도 앉히고 다닐만한 게 필요한게 사실이에요. .유모차를 졸업하는 시기의 아이들에게도 최적화된 킨즈에어카], 긍정 텍스트 확률 : 92.30%"
"[ 일부로 조용하고 공기 좋은 곳을찾아 이사를 하셨답니다이사한 후기도 추후 리뷰할 예정인데], 긍정 텍스트 확률 : 67.51%"
"[ 이사온 이곳이 정말 공기도 좋고한적하고 산책하기 너무 좋더라구요 ], 긍정 텍스트 확률 : 99.04%"
"[ 저희집과 약 분거리로 굉장히 가깝다보니 자주 이렇게 찾아오곤 해요차도 없고 정말 조용하기도 하고공기도 좋아서 산책하기 딱이랍니다ㅋㅋ ], 긍정 텍스트 확률 : 99.87%"
"[ 아빠도 힘든 ㅠㅠ ], 긍정 텍스트 확률 : 66.16%"
"[ 개인적으로 유모차를 사용하는 아빠의입장에서 색상이 정말 마음에 들어요ㅋㅋㅋ 시크한 느낌의 올블랙만약 유모차가 밝거나 알록달록 했다면제가 끌고 다니기 쫌.. 그랬을지도 모르겠네요 ㅠㅠ ], 긍정 텍스트 확률 : 90.36%"
"[ 이제정도 되는 우리아들 정돈가뿐하다죠 ㅋㅋ ], 긍정 텍스트 확률 : 73.38%"
"[ 이날도 산책 겸 마트 장보러 다녀온 날일꺼에요마트 갈때는 무조건 필수로 킨즈 휴대용유모차를 끌고 나간답니다ㅋㅋㅋ 대용량장바구니라 정말편하거든요 ], 긍정 텍스트 확률 : 56.83%"
"[ 우리아들은 바를 꼭 쥐고 있군요ㅋㅋ바는 분리도 되고], 긍정 텍스트 확률 : 94.02%"
"[ 전 바만 고집한다죠ㅋㅋ사용하다보니 우리 아들이 가장편해 하는 손잡이 이기도 하고저 역시 캐리어식으로 이 유모차를 끌고다닐때 바가 참 편하답니다], 긍정 텍스트 확률 : 77.45%"
"[ 우리 아들도 불편하면 안아달라거나내려달라고 보채기 마련인데킨즈는 편한가 봐요태우면 한동안 가만히 밖을 보며바깥세상을 즐긴답니다 ], 긍정 텍스트 확률 : 84.20%"
"[ 엄마], 긍정 텍스트 확률 : 53.00%"
"[ 아빠가 잡는 핸들엔구성품인 가죽커버를 씌울 수 있는데요전 지금 그대로의 촉감이 좋아서굳이 씌우지 않았답니다], 긍정 텍스트 확률 : 87.34%"
"[잠들진 않았는지 등등상태가 궁금할때가 많은데요], 긍정 텍스트 확률 : 57.72%"
"[ 이렇게 아이확인창도 있고캐노피 중간의 버튼을 열면이렇게 아이가 하늘 보기 좋은 창도생긴답니다], 긍정 텍스트 확률 : 97.58%"
"[ 잠시 세웠더니 다시 가자고 손짓을 하며고고 를 외치는 우리 아들 ㅋㅋㅋ ], 긍정 텍스트 확률 : 72.89%"
"[ 개인적으로 생각하는 이 유모차의장점은 굉장히 많은데요], 긍정 텍스트 확률 : 88.39%"
"[ 킨즈 휴대용유모차를 펴는 모습을영상으로 담아 보았어요ㅋㅋㅋ아직 조금 미숙하긴 하지만간편하게 펼 수 있답니다], 긍정 텍스트 확률 : 78.25%"
"[ 그리고 접는 모습 ], 긍정 텍스트 확률 : 63.32%"
"[ 더욱 자세한건 유튜브 영상을 통해확인해보세요], 긍정 텍스트 확률 : 91.83%"
"[ 킨즈 휴대용유모차잘보셨나요?이 외에도 장점이 참 많은 유모차인데요항상 리뷰를 할때마다 느끼는 부분은], 긍정 텍스트 확률 : 84.68%"
"[ 이번에 소개해드린 장점말고도참 많은 장점이 있는데 골고루 선보여드리지못한거 같아서 아쉽다 인듯 합니다그만큼 매력넘치는 킨즈앞으로 둘째까지 정말 유용하게 잘 사용할수 있을꺼 같습니다], 긍정 텍스트 확률 : 98.08%"
"[ 이 리뷰는 업체로부터 제품을 무상제공 받아작성한 솔직한 후기 입니다], 긍정 텍스트 확률 : 51.14%"
