"[쭈쭈네는 지난주 다낭여행을 다녀왔어요 일주일전 급 예약해서 다녀온거라 부랴부랴 준비하느라], 부정 텍스트 확률 : 74.02%"
"[ 우리 아기의 세컨카 “나단스 미니플러스”가 드디어 도착해외 배송이라 시간이 좀 걸릴 줄 알았는데 식탁의자 보다 훨씬 빠르게 도착했어요.오자마자 상자 오픈 ....... .......? 본문 이미지....... .......? 본문 이미지두둥꺼내 봅니당....... .......? 본문 이미지....... .......? 본문 이미지디럭스 유모차만 사용하다 휴대용 유모차를 보니 확실히 간편하고 가벼워요 이렇게 간단하게 접히다니조립할 것도 없이 버튼누르고 펼치니 유모차 완성 ....... .......? 본문 이미지....... .......? 본문 이미지딸각 소리가 나야 다 펼쳐진거라는데 딸각 소리도 나지 않고 제대로 고정이 되지 않아 불량인 줄 알았어요.유모차 등받이 부분을 당기면서 유모차를 손잡이 부분을 누르니 딸각 소리가 나면서 고정이 됩니다다른 분 후기에서 봤듯이 차양막이 접힐 때 소리가 부러지는 소리 같다했는데 그게 먼지 바로 알 것 같네요.차양막 접자마자 ”엇 부러졌나?” 하고 남편이랑 둘 다 그랬거든요.차양막이랑 안전바 컬러가 전체 컬러랑 다른 밝은 그레이라 그게 좀 아쉽긴한데 저렴한 가격에 이 정도 퀄리티 유모차 부담없이 쓰기 좋은 것 같네요 아직 밖에 태워 나가보진 못했지만.. ....... .......? 본문 이미지시승식세컨카에 앉쳐보았어요쌩긋 웃어주네요. 맘에 드나봅니다. ], 부정 텍스트 확률 : 99.99%"
"[윈디는 없음고정안전바가 없어도 윈디도 튼튼하다는 실사용 후기 참고함. 식판 실제 제품 페이지에서는 식판 가로세로크기가 윈디와 베릴이 차이가 없는거로 나오지만 윈디 식판이 더 크다고 함맘카페 실사용 후기 참고함결국 나단스 아기식탁의자 윈디를 선택했고 색상은 가장 무난한 베이지를 골랐어요.배송은 상당한 인내심을 요했습니다ㅠ 후기에 빨리오면 주에도 왔다던데 중국 광군절? 인가가 껴서 그런지 딱 한 달 걸려 도착했어요. ], 부정 텍스트 확률 : 96.98%"
"[ 설치하고 바로 아기를 앉혀봤어요.크게 거부감 없이 잘 앉아주었답니다.아무래도 유모차], 부정 텍스트 확률 : 63.95%"
"[ 이유식 먹고 떡뻥도 하나 야무지게 챱챱], 부정 텍스트 확률 : 74.99%"
"[ .?나단스후기나단스후기 .?나단스나단스오개월가량 써보고 남기는 후기...이제는 판매조차 안하는 거같지만... 우리나라나 혹 해외브랜드인데 중국에서만 제조하는 관리감시가 이루어지는제품이 아니고서야 중국브랜드에 중국에서 만든 그걸 한국에서 수입만해서 파는 제품은 다시는 사지 말아야겠다고 결심.일단...써보니 부실하다.. 가격이 싸서 그렇겠지만 흔들흔들 후달리는 느낌이랄까결정적으로뒷 각도조절 레버가 잘 고장나는데는 문의를.남겼으나 답변도 없고 찾아보니 이고장이 흔하다고한다. 결국 쓰레기처분하게 생김...다른제품도 마찬가지일 거같은데사더라도 는 포기하세요.국내제품도 비슷하거나 이거보다 좋은 거 많아요.. ], 부정 텍스트 확률 : 91.43%"
"[ 배송 받자마자 조립이랄 것도 없이 완제품이 어서닦기만하고 아이를 앉혀 보았다.앞서 말했든 우리집 애는 유모차도 답답해 하는 아이인데안운다? 신기하게도 방실방실 웃었다.이건 위치조정을 하여 부스터처럼 앉혔을때의 높이인데 좌식생활을 할 경우 유용할 거 같은 기능이다. ], 부정 텍스트 확률 : 78.09%"
"[ 우리집에는 식탁이 있어서 주로 이기능으로 사용을 할테지만 완전체로 식탁까지 조립하여 아이를 앉혔더니 안정감이 들었다. 심지어는 색도 예쁘다.아이를 앉혀보니 왜 대륙의실수라고 하는지 알 거 같았다. 이렇게 저렴한 가격에 눕힐 수 있다던지], 부정 텍스트 확률 : 89.99%"
"[ 발판 각도 조절이라던지 여러면에서 세심한 기능들이 보였기때문이다. ], 부정 텍스트 확률 : 50.48%"
"[이 글을 스크랩해주세요. 스크랩하신 과 소통글 작성해주세요. 이웃소환도 좋아요 이벤트 상품 지망에서 지망까지 작성해주세요.주의사항 이벤트 상품은 착불로 배송될 예정입니다. 블로그 관리가 전혀없으신분은 이벤트 당첨에서 제외됩니다. 이벤트 상품은 리뷰를 위해 회 이상 사용한 흔적이 있어요. 예민하신 분은 해주세요. 공감 폭탄 금지 필수는 아니지만 이벤트 상품 받으시고간단한 후기 작성해주시면 아주 감사합니다요이벤트 상품 ], 부정 텍스트 확률 : 73.20%"
"[ . 나단스 디럭스 유모차 ], 부정 텍스트 확률 : 62.92%"
"[ .유아소파테이블 스트로베리 ], 부정 텍스트 확률 : 62.92%"
"[ . 맘부카 휴대용 아기띠 ], 부정 텍스트 확률 : 91.56%"
"[ . 밀로앤개비쿨매트 톰 ], 부정 텍스트 확률 : 62.92%"
"[ . 뽀드미엘 미아방지가방 ], 부정 텍스트 확률 : 62.92%"
"[ 대륙의 실수라 불리는 나단스유모차 사용하고 계신맘 있으신가요? 가격도 저렴하고 디자인도 너무 튀지않는게 실물을 보고], 부정 텍스트 확률 : 65.25%"
"[핸들링도 보고싶은데 오프라인 매장이 없어서 혹시라도 사용하고 계신분 있으시면 실물 한번 보고싶어요 후기도 듣고 ], 부정 텍스트 확률 : 58.39%"
"[ 애기 이유식 먹일때 이케아 식탁의자를 사용했는데 불편한점이 많았어요.우선 의자 등받이가 조절되지 않아 이유식 먹이고 수유하려면 의자에서 빼야해서 번거로웠고], 부정 텍스트 확률 : 64.60%"
"[애기뺄때 다리 낑겨서 애가 찡찡대고], 부정 텍스트 확률 : 51.20%"
"[둘째를 위해서 유모차를 샀다.년 월부터 주구장창 써왔던 디럭스가 브레이크도 고장났기도 하고], 부정 텍스트 확률 : 94.59%"
"[월 일 구매하고도 연휴에], 부정 텍스트 확률 : 66.41%"
"[크리스마스 껴서 년에나 받겠지 싶었는데...웬걸], 부정 텍스트 확률 : 84.66%"
"[ 상자 모양은 대략 이러하다... 그래 여기저기 많이 고생하면서 왔구나... 내용물만 괜찮다면 난 상관없어 ], 부정 텍스트 확률 : 73.02%"
"[깔끔하다 ], 부정 텍스트 확률 : 53.29%"
"[ 설명서는 대략 이러한데..실은 굳이 필요 없을 듯하다...엄마들은... 딱 보면 알자나유?거기다가 블로그들에 설명 잘 되어 있으니...ㅋㅋㅋㅋㅋ ], 부정 텍스트 확률 : 93.30%"
"[뭐 꼼꼼한 후기를 위해서라면], 부정 텍스트 확률 : 85.51%"
"[나 짧뚱한 다리와 어색한 시선과 손짓과 행동쯤은잠금장치를 풀어주고 핸들에 돌출된 버튼과 옆으로 돌리는 스위치스마트핸들를 동시에 조작하면서 살짝 위로 당겨주면 스르륵 펴진다.그리고 핸들 양쪽 끝 가장자리 검정 부분을 잡고 힘을 줘서 딸깍 소리가 나면 유모차 세팅 끝급할 때는 펼침과 동시에 한번 공중에서 털어주면 딸깍 소리가 나면서 세팅 끝접을 때는 더 쉽다 스마트 핸들 다시 조작하면서 살짝 누르듯이 접으면 된다.일주일 정도 사용 했는데], 부정 텍스트 확률 : 97.87%"
"[정말 만족한다.현재까지사용하면서 내가 만족한 순서대로장점 을 정리하자면], 부정 텍스트 확률 : 59.28%"
"[ 만족했으니], 부정 텍스트 확률 : 53.29%"
"[이제 방풍커버를 사러가봐야겠다.베쿠는 사생활 보호가 안될 거 같아서 마 알파 소형을 사야한다고 이미 검색 완료 ], 부정 텍스트 확률 : 84.62%"
"[ 얼마전에 시댁에 갔는데 아버님이 개월 손녀랑 유모차로 산책하고 싶으셨는지 용돈을 쥐어 주셨어요첫 손녀여서 손녀사랑이 지극하셔서 얼마나 같이 나가고 싶으셨으면 돈을 다 주셨을까 싶어서 시댁용으로 휴대용 유모차 하나 놔두려고 검색하다가 나단스 미니플러스 유모차를 알게 되었네요일단 원래 쓰던 유모차는 절충형인데 차 트렁크에 뒷바퀴를 빼고 넣고 다니는 중이라 남편 없이는 유모차를 잘 안태웠었어요하지만 휴대용유모차는 한손으로도 쉽게 폴딩 가능하고 다시 언폴딩하는것도 크게 어렵지 않아요 특히 가격이 저렴하다보니 시댁용 친정용으로 놔둬도 유용하게 쓰일 것 같아요....... .......? 본문 이미지....... .......? 본문 이미지....... .......? 본문 이미지....... .......? 본문 이미지근데 우리 아기가 힘이 센건지는 모르겠는데 저렇게 똑바로 앉으려고 하면 등받이가 같이 따라 올라오네요 ㅜㅜ 원래 이런건가요?], 부정 텍스트 확률 : 95.23%"
"[아기가 일이 될 동안 리안 솔로 절충형유모차를 너무 잘쓰고 있었더랬다.하지만 슬슬 바깥 활동이 잦아지면서 휴대용유모차의 필요성을 느끼던 그때], 부정 텍스트 확률 : 55.13%"
"[ 나는 블랙색상으로 구입했는데 자태가 아주 곱다. 색깔이 살짝 다크그레이 느낌으로 세련되게 잘빠졌다. 핸들링도 나름 괜찮다. 물론 아직 집에서만 밀어보긴 했지만.다른 후기들을 보니 차양막을 접으면 손잡이를 가린다고 하던데...], 부정 텍스트 확률 : 83.92%"
"[ 그래도 아기는 잘 앉아있고], 부정 텍스트 확률 : 64.69%"
"[앞뒤로 왔다갔다 밀어주니 잠들었다. 나단스 식탁의자에서도 자더니ㅋ 어찌됐건 편하다는 증거 아닐까. ], 부정 텍스트 확률 : 74.13%"
"[ 마무리는 화장실에서 세수하는 엄마 지켜보는 컷으로ㅋ요즘 엄마 껌딱지가 되서 눈에 안보이면 무조건 울고본다. 휴.단점도 분명히 있지만 장점도 많은 유모차다.만원도 안되는 가격에 이정도 핸들링과 디자인이라면 굿굿.기내반입도 가능하다고 하니 한번 잘 써봐야겠다. 아기가 유모차를 타는 시기에 내가 비행기를 타는 축복이 있을지 모르겠지만. ], 부정 텍스트 확률 : 66.15%"
"[따리의 새 식탁을 구매했다.예전에 쓰던 의자는 여러개. 모두 엄마의 맘카페에서 서치활동으로 중고를 구매했었다.이번에 식탁을 새거로 바꿔준 이유는 우리따리는 먹는시간을 제일 즐거워하기때문이다ㅋㅋ이번에 구매한건.?대륙의실수대륙의실수.?나단스나단스.?윈디윈디 이다식탁의 구매하려 서치서치하는데.. 왜이렇게 비싼거임..ㅠ아니 아기가 언제까지 자기식탁에 앉아있을지도 모르는 앞날도 모르는 육아에.. 기본 있어야 식탁사겠더군..그래서 정말 열심히 검색해본결과 나단스로 결정 .?가성비갑가성비갑.?가성비끝판왕가성비끝판왕 이다우선 외형사진 투척], 부정 텍스트 확률 : 75.07%"
"[ 생긴것을 봐도 이게 그가격? 이라도 아무도 믿지않을거다.얼마냐규?.?원원 입니다..?인터파크구매인터파크구매 현재는 번가 구매도 가능 정말 깜짝놀랄 가격이였다.그래서 못믿어워 검색을 더 열심히 했던거 같다ㅋㅋㅋ다른 기능들은 잘되는지비록 중고지만 정가는 비싼 식탁들만 쓰고있던 따리였기에안되는 기능이있으면 엄청 불편함을 느낄거같았기 때문이다.그럼 여기서 전에 쓰던 식탁들과 비교하겠다. ], 부정 텍스트 확률 : 59.49%"
"[ 사진 장을 장씩 비교해보면 비교가 쉽다전에 쓰던건 치에서 나오는 식탁이였는데맘카페에서 저렴히 잘샀다.근데 시댁에도 하나 가져다놓으려 생각하며 하나를 새거사주자 마음먹고 서치가 시작되었던것이다.전에 쓰던 식탁과 비교하면의자 높이 조절 똑같이 둘다된다.식탁아래바퀴 똑같이 둘다있다.식탁분리 둘다 된다. 여기서 차이점 발견전에 쓰던 식탁은 팔걸이부분에 식탁을 올려서 조절을하는거라면 나단스윈디는 앞에 동그란구멍에 식탁을 껴서 집어넣는 방식이였다. 처음엔 조금 불편한 느낌이였지만 일주일써본결과 이제는 적응되서 불편하지는 않다.식탁에식판분리 전에 쓰던 식탁은 중고라 식판이없어서..식탁에 주고 식탁을 닦아야했다. 그래서 설거지가 힘들... 하지만 윈디는 식판이 당연히있고 분리되서 위에보이는 베이지색 식판만 닦으면 되서 너무 편했다. ], 부정 텍스트 확률 : 69.27%"
"[ 식판크기전에쓰던 식탁이 큰걸 확인할수있다.하지만 나단스윈디는 너무작은것이 아니라서 충분히 아기흡착식판 물컵등을 놓을수있다. 쓰다보니 오히려 딱 맞는 느낌이였다. 너무크면 설거지만 힘들다의자가운데 기둥전에 쓰던 식탁은 식탁에 기둥이있었다.나단스는 의자에 기둥이 붙어있다.이게 뭐가 그렇게 다른가 싶겠지만 이건 어마어마한 차이였다. ], 부정 텍스트 확률 : 95.22%"
"[ 구매후보에 꼭 넣으세요ㅋㅋ다음번 나단스구매는.?휴대용유모차휴대용유모차.?미니플러스미니플러스 가 될거같다..ㅋㅋ 유모차의 가성비갑ㅋㅋ♡제돈주고 산 아기식탁의 후기입니다♡ ], 부정 텍스트 확률 : 91.81%"
"[쿠팡쇼킹딜 할인 ], 부정 텍스트 확률 : 53.29%"
"[ 원 나단스 미니 절충형 휴대용 유모차▷ 쿠팡 홈 ▷출산유아동▷유모차웨건], 부정 텍스트 확률 : 89.07%"
"[ 원 ▷ 할인], 부정 텍스트 확률 : 53.29%"
"[ 원상품 구매리뷰 후기는아래 링크로 확인해주세요▼▼▼ .. ], 부정 텍스트 확률 : 70.76%"
"[ 이글은 년월일에 작성되었습니다.해당제품의 가격과 할인정보는 몇일에서 변동이 될수 있으며], 부정 텍스트 확률 : 72.07%"
"[ 인기상품은 조기 품절이 되니 유의하시기 바랍니다.좋은 상품 저렴하게 구매하세요.이 포스팅은 제휴마케팅이 포함된 광고로 일정 커미션을 지급 받을 수 있습니다..?나단스나단스.?미니미니.?절충형절충형.?휴대용휴대용.?유모차유모차.?쿠팡홈쿠팡홈.?출산출산.?유아동유아동.?유모차유모차.?웨건웨건 ], 부정 텍스트 확률 : 93.36%"
"[요즘핫한 대륙의실수 나단스 윈디 베이지색 저도구입했어요아기 개월이 넘어 이유식 시작할준비 할때라서 식탁의자보고 있었는데 종류도 많고 가격도 천차만별이더라구요 결정못하고 매일 검색만하던 찰나에 자주가는카페에 나단스후기가 뜨문뜨문 올라오더라구요가격대비 매우 괜찮다고 쓸만하다고ㅋㅋ후기도 다 읽어보고 검색해보니 괜찮을꺼 같아서 사보려고 기웃기웃 거리는 찰나에 인터팍에서 후기이벤트 참여하면 삼만원 페이백 핫딜이 떴다는 글을보구 바로 구매했어요비록 배송은 한달이 넘게 걸렸지만..너무 안와서 사기당한건가 생각도 했어요ㅜㅜ배송못기다리고 휴대용부스터? 사서 썼어요ㅋㅋㅋ또 핫딜떴길래한달하고도 일쯔음 지나니 경동택배에서 카톡으로 연락이 왔어요드디어 도착한 택배박스 넘나커서 현관앞에 뒀다가 신랑와서 뜯고 완성시켰네요다른분들 말씀하신것처럼 조립이랄것도 없고 끼우기만 하면끝나는 거였고바퀴도 끼우는거였는데 바퀴는 있으면 밀리고할까봐 저흰 그냥 안달았어요계속 안달고 쓸꺼같구요일단 색종류가 민트], 부정 텍스트 확률 : 89.55%"
"[ 핑크], 부정 텍스트 확률 : 53.29%"
"[.?대륙의실수대륙의실수나단스나단스식탁의자미니플러스나단스휴대용유모차 ], 부정 텍스트 확률 : 82.61%"
"[안녕하세요. 아기가 생기고 맥시멀 라이프에 박차를 가하고 있는 배티입니다.육아용품 첫 포스팅으로 맘카페 엄마들 사이에서 핫하고 핫한 핫템 잇템 나단스 아기식탁의자를 얘기하고자 해요.샤오미가 대륙의 실수로 유명하지요? 가성비 중의 갑 이라고 하는데샤오미에 버금가는 대륙의 실수로 유명한 육아용품 브랜드가 나단스입니다.휴대용 유모차로도 유명한데 아기식탁의자는 더욱더 유명해요.윈디와 베릴 두 종류가 있는데윈디는 식판이 좀 더 넓고요], 부정 텍스트 확률 : 94.60%"
"[ 꺄 핑크가 베이비핑크예요♡ 심쿵심쿵아가는 참고로 개월 . 아가예요식판 자체로도 분리 다되고 위에 분홍 식판만 따로 분리도 돼요 ], 부정 텍스트 확률 : 98.83%"
"[ 마지막으로 전체적인 모습과 접었을 때 부피도 영상으로 찍어봤어요ㅎㅎ혼자 찍다 보니 영상 매끄럽지 못한 점 양해 부탁드려요첫 포스팅이라 초보적인 느낌이 많지만블로그 들어오신 분들께 도움이 되었으면 좋겠네요ㅎㅎ궁금하신 부분은 댓글 남겨주시면 최대한 성실히 답글 남기도록 할게요육아 중이라 실시간 답글은 어려울수있어요ㅠㅠ그럼 오늘도 좋은 하루 보내세요♡제돈 주고 직접 산 후기예요 ], 부정 텍스트 확률 : 78.95%"
"[ 표정이 영.. ], 부정 텍스트 확률 : 85.23%"
"[ 지금 이런걸 먹으라고 주는거냐?라는 표정ㅋㅋㅋㅋㅋㅋㅋ미안해..바나나는 조금 천천히 먹자 ], 부정 텍스트 확률 : 57.51%"
"[ 좀 쉴라고 했더니왤케 난리여.. ], 부정 텍스트 확률 : 92.30%"
"[ 떡뻥으로 진정시켜보려 했는데실패 ], 부정 텍스트 확률 : 71.79%"
"[ ㅋㅋㅋㅋㅋㅋ콩파파...힘내요 ], 부정 텍스트 확률 : 84.05%"
"[ 아기의자가 없는 곳이라유모차에서 꼴깍꼴깍맛있게 먹고 얌전히만 있어줘라 ], 부정 텍스트 확률 : 51.37%"
"[ 밥 다 먹고 요런 표정으로 나 보면서소리 꽥꽥 지르는데그래..집에가자엄마가 미안 ], 부정 텍스트 확률 : 55.81%"
"[ 나단스 윈디이게 그 대륙의 실수라는식탁의자하이체어라고 하던데 ], 부정 텍스트 확률 : 73.53%"
"[ 매번 바닥에 앉아서 먹이려니얼마나 힘들던지배송기간은 주정도 걸렸다 ], 부정 텍스트 확률 : 91.70%"
"[ 잘 앉아있네후기는 따로 올려야겠다아 그나저나 카메라 액정왜저래자동으로만 찍으면화면에 저런 빗금? 같은게 왜 생기는지 모르겠다결국 친정에 있던 내 카메라 가져왔는데걔는 또 화면이 넘 어둡게 나와짲응렌즈를 살까 생각해 봤는데그냥 찍을때마다 노출 조절을 해야게쒀귀찮... ], 부정 텍스트 확률 : 76.52%"
"[ 밥솥이유식이라 불앞에 서 있을 일은 없지만삼일에 한번인 이유식 데이라던데나는 왜 매일매일 이유식때매 바쁜거지?큐브 거의 다 만들었으니까 앞으론 좀 편해지겠지그냥 잘만 먹어주렴 엄마 복직전까지 최선을 다해서 만들어줄게 ], 부정 텍스트 확률 : 85.84%"
"[ 명절에딸기랑 체리 그리고 배까지사각사각 잘 갈아먹는게 넘 예뻐서또 먹여보려했더니이로 깨물어 먹는게 아닌가 아휴목에 걸릴까 무서워서 유명한 꼬꼬노리과즙망을 살까하다가 생긴게 영 설거지거리가 많아보여서피셔프라이스 치발기 구입 ], 부정 텍스트 확률 : 95.22%"
"[ 첫 촉감놀이전날 쌀국수 먹으러가서 너무 징징 거리길래면 물에 씻어주니까 엄청 잘먹더라그래서 바로 쌀국수 사다가촉감놀이해줬다 ], 부정 텍스트 확률 : 58.95%"
"[ 아기가 면치기하고 그러는거아냐엄마 무섭자나..촉감놀이하고 씻기고 밥먹이니까시간 꿀낮잠 주무시고여왜인지 뒷처리 하고 나니까 콩이가 일어나 있드라...?ㅠ ], 부정 텍스트 확률 : 98.72%"
"[ 콩이는 뒤집기도 잘 안하고 배밀이도 못하고 아직은 다른 아가보다 좀 느린데내가 너무 장난감도 안사주고 못놀아 주는건가 싶기도해서깜짝볼을 구입했다 ], 부정 텍스트 확률 : 93.93%"
"[ 이제는 그만 끊게 해줘야 된다고 생각공갈없이 재운지 일째ㅎ.....첫날은 정말 끔찍한 시간이였다 ], 부정 텍스트 확률 : 91.65%"
"[ 나도 너무했지하루종일 쪽쪽이 잘 물던 아가인데잘때 되서 갑자기 뺏어버렸으니왜 잠들기직전에 마음을 먹고 난리냐고..안아서 둥가둥가남편이랑 교대로 안아주고 흔들어주고엉엉우는 콩이를 겨우겨우 재웠다확실히 덜깨는거 같은 느낌?한번깨면 다시 재우는 시간이 오래걸리긴했지만잘 넘어갔다 ], 부정 텍스트 확률 : 90.04%"
"[ 절대 팔배게하고 자는 애가 아닌데힘들긴한가보다내품에 꼭 안겨서 자는거 보면예쁘기도하고 안쓰럽기도하고 잘 참고 견뎌줘서 기특하다 ], 부정 텍스트 확률 : 95.28%"
"[요즘의 지름은 무조건 육아템하이체어는 아기들 밥먹을때 쓰는 의자를 말하는데나는 처음에는 원목을 사려고 했지만무겁고 접히지 않고 이동이 불편한 단점이 보여서 원목이 아닌 다기능하이체어를 구입하려고 마음 먹었다.물로 원목이 더 예쁘긴 하다.스토케 야마토야 이런것도 찾아보지 않은건아니나 아무래도 난 접히는 의자가 절실했다.집이 좁아지는게 너무 싫어서 ㅠ이미 거실은 아기 용품으로 포화상태그런데 하이체어가 생각보다...비싼거다], 부정 텍스트 확률 : 91.43%"
"[ 그래서 그냥 심플하게 생긴이케아제품으로 구입하려고 했는데후기를 찾아보니 아기가 일어서서 떨어지는사고가 발생할수 있다고 그래서 난 높이조절과 각도조절 기능이 있고식판 부분이 따로 분리되는 제품을 찾기 시작했다.내가 원하는 기능을 가진 제품들은만원만원 사이로생각보다 고가였다 물론 나단스라고 해서 중국제품은 만원대로구입할 수 있었지만 중국 제품은 문제도있고 내구성도 좋지 않다는 후기들을 봐서구입하고 싶지 않았다. 그러다가내 최애 쇼핑몰 옥션에서 완전 핫한가격에킨즈 하이체어를 판매하고 있는것을 보았다지금은 세일이 끝나서 내가 산 가격으론 살 수 없다 ㅠ ], 부정 텍스트 확률 : 77.07%"
"[ 중복 쿠폰까지줘서 만천원정도에 하이체어를 구입중국제품과 비슷한 가격으로 정식 수입제품을구입해서 나는 매우 신이났다. 신랑한테이건 지금 당장 꼭사야한다고 강조해서 구입했다 ㅎㅎ이유식을 시작하려면 앞으로 달은 더 남았지만 뭐 ㅅ아무튼 그래서 택배가 왔다. ], 부정 텍스트 확률 : 87.31%"
"[ 신랑과 상의하고 평소에 눈여겨봤던 리솔로유모차 홈쇼핑방송한다는거보구 최저가에 얼른 주문했네요ㅎㅎ딥블루 하고싶었는데 고민하는사이에 매진됐더라구요 ㅠㅠ결국 그레이로..ㅎㅎ 이 유모차 실사용하시는분계신가요?혹시 실사용후기가 어떤가궁금해서요작은어머님이 나단스유모차 선물해주셨는데 아무리검색해도 후기도 안나오구 선물받는거라 감사히 받긴했는데 직접 받아보니 아무리 디럭스유모차라해도 너무 무겁고 유모차 자체도 크고 차양막도 고정안되구ㅠㅠ 접는것도 양대면하는것두 손목나가버린 제가 혼자하기엔 힘들구 키크고 건장한 우리신랑도 정말 힘들어하더라구여ㅋㅋㅋ 특히 저희집이 작아서 둘곳이 거실뿐인데 거실에두니까 다닐때 너무 불편하기도하구여 ㅠ 아파트면 괜찮을거같네요ㅎㅎ혹시 나단스 유모차 쓰시는 어머님도 계실까요?새제품이긴하지만 중고로 싸게 팔까 생각중이에요 다른유모차 쓰신다면 유모차좀 추천해주세용아기는개월됐어여], 부정 텍스트 확률 : 94.18%"
"[대가성 후기 금지입니다.대가성후기는 미션파서블 게시판을 이용해주세요.드림 후기], 부정 텍스트 확률 : 70.53%"
