"[ 강추드립니다 개월 아기 태울려고 구매했어요 가격이 저렴해서 부실하진 않을까], 긍정 텍스트 확률 : 76.88%"
"[ ..우연히 블로그이웃님 후기보고.?에어보스유모차에어보스유모차.?소보트윈소보트윈 따라 샀는데 저희차 소나타 트렁크에 잘 실리고 애둘태우고 밀때 부드럽게 잘 밀어지고 가격도 이만하면 부담안되서 너무 좋네요 ..첫애가 동생이랑 같이 타고 다니니까 좋아하네요..엘리베이터에도 잘 들어가져요 ], 긍정 텍스트 확률 : 74.72%"
"[ .. .?에어보스쌍둥이유모차에어보스쌍둥이유모차. .?쌍둥이유모차쌍둥이유모차 로 추천합니다 ], 긍정 텍스트 확률 : 70.56%"
"[유모차 가방 같이 왔는데 너무 좋네요..그리고 유모차 흔들림 적고 부드럽게 움직여서 무엇보다 좋네요 이녀석 이제 살인데 살까지는 잘 쓸듯합니다..휴대용이 발판이 꺽여서 불편했는데 이건 발판도 캐리어 손잡이로 고정해서 앞으로 내어쓸 수 있어 유모차에서 잠자는 아이들은 편하겠너요..저희 아들이 좋아합니다 ㅋㅋㅋ 특히 모기장 ㅋㅋㅋ..모기장은 음.. 정면 벌레만 막아줄듯 합니다 ㅋㅋㅋㅋ 결혼식 신부 망사같네요 ㅋㅋㅋ ], 긍정 텍스트 확률 : 85.03%"
"[ .발은 왜 모자이크 된거지? .... ㅠㅠ ], 긍정 텍스트 확률 : 61.18%"
"[ ..바퀴 밑에 브레이크가 있구요. 쌍둥이 유모차다보니 장바구니 사이즈도 넉넉했답니다.... ], 긍정 텍스트 확률 : 62.30%"
"[ .다시 펼칠때는 유모차 옆에 있는 홀드를 풀어준 후 핸들을 잡고 펼쳐주면 끝이예요. ..저 혼자서도 쉽게 접고 펴고 할 수 있어요.... ], 긍정 텍스트 확률 : 96.74%"
"[ .오늘 처음으로 유모차를 개시해 봤어요...쪼꼬는 처음엔 본인이 타던 유모차가 아니라 타기 싫어하길래 요거트과자로 꼬셔서 앉혔네요.... ], 긍정 텍스트 확률 : 61.07%"
"[ .이 날은 비가 와서 실내에서만 끌어봤는데요. 일단 핸들링은 만족스러웠어요. 원하는 방향으로 방향전환도 쉬운편이었구요. 아무래도 유모차 한 대 보다는 무거운 느낌이었지만요. ...엘리베이터나 여닫이문도 통과 가능하답니다. ..사진에서 보듯이 등받와 발받침 조절도 각각 가능하기 때문에 쌍둥이유모차 뿐만 아니라 저희처럼 연년생 유모차로도 좋아요. 차양막도 풀차양으로 햇빛으로부터 시력도 보호해준답니다....일단 지금까지는 꽤 만족스러운 에어보스소보 쌍둥이유모차. 앞으로 우리 쪼꼬미남매의 충실한 발이 되어주길.... .?에어보스유모차에어보스유모차.?소보트윈소보트윈.?에어보스쌍둥이유모차에어보스쌍둥이유모차.?쌍둥이유모차쌍둥이유모차.. ], 긍정 텍스트 확률 : 57.65%"
"[둥이들은 일찌감치 산책을 다녀서 중고로 구매한 디럭스 유모차를 잘 타고 다녔다.그런데 날씨가 추워지니 방한커버가 필요했고], 긍정 텍스트 확률 : 58.54%"
"[ 일단 제일 맘에 들었던 원핸드폴딩캐리어처럼 끌고 다닐 수 있는 손잡이가 있다 ], 긍정 텍스트 확률 : 98.19%"
"[ 공항가는것처럼ㅋㅋㅋㅋㅋㅋ폼은 그럴듯 하다. ], 긍정 텍스트 확률 : 71.52%"
"[ 개폐 가능한 안전바가 있어 애들 태우고 내리기 좋다. ], 긍정 텍스트 확률 : 80.12%"
"[ 유아안전확인 통풍창ㅋㅋ보통 위에 있는데 이건 뒤에 있다. ], 긍정 텍스트 확률 : 64.89%"
"[모든 바퀴에는 핸들링을 쉽게 하기 위해 볼베어링 휠 시스템이 있다고 한다. ], 긍정 텍스트 확률 : 66.27%"
"[ 컵홀더도 사려했는데 있으니 좋구나], 긍정 텍스트 확률 : 92.61%"
"[ 밑에 수납도 꽤된다. ], 긍정 텍스트 확률 : 71.80%"
"[컵홀더도 준다.핸들링도 괜찮고], 긍정 텍스트 확률 : 95.41%"
"[정말 잘 썼다.근데 개월쯤 되니까 유모차 거부를 하기 시작한다. 걷고 싶기도 해서 그런 것도 있지만 등받이가 도가 안되는 게 큰 이유 같다. 유모차에 기대 있지 못하니 몸은 앞으로 쏠리고 벨트 채우면 울고], 긍정 텍스트 확률 : 81.12%"
"[기내 반입도 가능하고 핸들링도 괜찮고], 긍정 텍스트 확률 : 91.58%"
"[대부분 좋은 후기라서 구입했다. 제품 설명에 원터치 폴딩이 가능하다곤 했지만 후기에는 힘들다고ㅋㅋㅋ 그래도 가격 대비 너무 만족한다는 후기들이 많았기에 믿고 주문했다. ], 긍정 텍스트 확률 : 65.38%"
"[ 왔다 유모차는 좋다. 근데 안 탄다. 아아아아악 그냥 유모차가 타기 싫은 것 같다. 걸음마 시작하면 걷고 싶어하고 호기심 많을 때라서 유모차 안타는 아가들 많다더니 진짜 따님한테 딱 적용... 밖에 나갈 때는 얌전히 잘 탄다. 나가요 병에 걸렸으니까ㅋㅋ 근데 조금만 가면 내려달라고 찡찡대기 시작한다. 벨트 안 하면 유모차에서 벌떡벌떡 일어나고 쌩 난리 난리가 난다. 후.. 그렇다고 걸을까요? 조금 걷다가 안 걷고 안아달라고ᄏᄏᄏ 야 엄마랑 할머니 죽어....후 그래도 태워봤다. 바로 되어있어서 지금은 굳이 빼지 않아도 앉힐 수 있는데], 긍정 텍스트 확률 : 98.13%"
"[그리고ᄏᄏᄏᄏᄏ 자꾸 단점을 쓰게 되는데 아니다. 난 이 유모차가 굉장히 마음에 드는 사람이다.뒷바퀴 한쪽에 흰색 플라스틱 바퀴 모양 가려주는?이 사용한지 주일도 안 돼서 사라져버렸다. 아무래도 첫 외출 때 떨어진 것 같다. 남은 한쪽도 덜렁거려서 일단 손으로 눌러서 고정은 시켜놨다. 센터에 전화하니 이런 현상이 많이 문제가 되는 듯 ㅠ 플라스틱 빼서 접착제 바른 다음에 고정시켜주라고 하네.. 하하... 없어진 한쪽은 택배비만 지불하면 보내주겠다고 했다. 후. 택배 도착하면 홍님한테 작업해달라고 해야지.. 요런 건 좀 아쉽구먼...아 그리고 폴딩은 쉬운데 힘들다?. 원핸드 폴딩 절대 절대 불가능ㅋㅋㅋㅋ 처음에 마음처럼 잘 안돼서 몇 번 연습했어야 했는데 금방 익숙해진다. 원핸드 폴딩은 안되더라도 혼자서 충분히 가능하다. 등받이 도로 세우고 차양막 부착되어있는? 부분 안쪽 양쪽을 꾹 눌러 차양막 접고 발받침 쪽을 들어 올리면 쉽게 접혀진다. 그리고 바퀴 쪽 고리를 걸어주면 끝 모닝에도 충분히 들어가는 사이즈다기내 반입도 가능하다고 하는데 생각보다 무게가 나간다. 나는 아직 기내 반입을 경험해 보진 않아서.. 후기 보니 기내 반입 가능했다고 한다. 그리고 뭐 기내 반입 가능한 유모차라도 항공사마다 안될 때도 있다고 하니 그 점도 생각해야 할 듯. ], 긍정 텍스트 확률 : 60.59%"
"[ 구입한지 한 달 조금 더 지났는데 아주 잘 쓰고 있다. 유모차에 앉지 않는 병은 치유되진 않았지만.. 뭔가 떡밥?을 주고 앉으면 그래도 꽤 버틴다ㅋㅋㅋㅋㅋㅋㅋ 가성비가 정말 좋은 제품이다. 아주 만족하고 잘 쓰고 있다. 고장 내지 말고 오래오래 잘 타고 다니자 딸♥ ], 긍정 텍스트 확률 : 99.80%"
"[ .전부 설치를 하고 펼쳐보았어요.퀄리티 생각보다 완전 좋은데요 인터넷 최저가도 원에.시트와 음료꽂이니 저는 만원 주고 샀으니 더 개이득.이 정도 가격의 가성비라면 굳.다리 부분도 접었다 폈다가 되고 손잡이도 각도 조절되고.와우 혜자스럽죠? ], 긍정 텍스트 확률 : 96.79%"
"[ .시트를 안해주면 이렇게 통풍이 잘 되게 되어있어요.유모차가 여름을 위한 유모차 같다.벨트도 끈 조절 되고 중이라서 좋네요...... ], 긍정 텍스트 확률 : 91.33%"
"[ .접은 모습 손잡이를 일자로 펴준 상태에서 접어야지.잘 접혀요 그러고 손잡이 까지 접어주면 될 듯 합니다.이거 어찌 접는 건가 혼자 이리저리 찾고 생쇼함...빨간 부분을 양쪽에서 살짝 당기면 접혀요.저거 찾느라 오두방정ㅋㅋㅋㅋㅋㅋㅋㅋ.접은 다음 파란부분에 걸어주면 접힌 유모차가 다시 펴지지 않게.고정해줍니다 ], 긍정 텍스트 확률 : 72.96%"
"[ 에어보스유모차에 대한 후기를 적어볼까해요실제로 하루 사용해보았고], 긍정 텍스트 확률 : 94.66%"
"[ 시운은 여러번 해봤어요.ㅋ 집에서 아이 재울때?ㅋㅋㅋㅋㅋㅋㅋ이제 봄이니 자주 나가니까 ㅎㅎㅎㅎㅎ 끌고 다녀야죠 ㅋㅋㅋ ], 긍정 텍스트 확률 : 91.93%"
"[ 더이상 그럼 저렴한걸 원할 필요가 없어졌어요.그냥 평소에도 끌고다닐려고살짝쿵 무거워도 상관없지만그래도 이왕이면 가볍고튼튼하고양대면도되고바퀴도 좀 컷음 좋겠고이왕이면 충격흡수장치도 되어있으면좋겠고...ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이왕이면 원터치 홀딩에 하끝도없이 바라는게 늘어감그래서..그냥 바라는걸 쭉 적은다음개 비교하기로햇어요.가 장 중 요 한 것 은바로돈..ㅎㅎㅎㅎㅎ마넌 안넘는걸로 ㅋㅋㅋㅋㅋ애기가 오래 탈껏도아니고 너무 비싸면 정말 안사고싶어질거같아서이하선으로... 잡았어요 ㅋ 무난한건 살거같은 마음이들어서 ], 긍정 텍스트 확률 : 95.36%"
"[ 요즘 풀차양은 거의다 되더라구용신생아때부터 끌수있는거라 그런지 ㅎㅎ이렇게 나열해놓고 보니 에어보스가 좋았어요.새로나온 유모차브렌드라 사람들이 잘 모르던데], 긍정 텍스트 확률 : 95.33%"
"[사용하기 정말 힘들었음 ㅠㅠㅠㅠ어떻게 사용하는지 한번볼게요 ], 긍정 텍스트 확률 : 90.57%"
"[ 짜잔이쪽은 아이를 관찰 할수있는 관찰망이에요사실 없는줄 알았는데 사고보니 있더라구요 ㅎㅎㅎ ], 긍정 텍스트 확률 : 76.99%"
"[앞바퀴는 저렇게 하나씩 하나씩 따로따로 달려있더라구요.양대면이 되서 그런지 총 바퀴 다 멈출수가 있어요. ], 긍정 텍스트 확률 : 83.34%"
"[ 충격흡수 스프링도 있었으면 좋겠고], 긍정 텍스트 확률 : 91.96%"
"[ 라고 생각했는데 있음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ..괜한 욕심으로 디럭스를 샀나 지금도 생각하지만], 긍정 텍스트 확률 : 62.53%"
"[ 적당히 잘 쓰고 곧 태어날 둘째도있으니], 긍정 텍스트 확률 : 50.60%"
"[ 우리 둘째딸래미 돌때부터 부지런히 산책 다녀야겠어요 봄], 긍정 텍스트 확률 : 75.62%"
"[ 손잡이에서 조금 내려오면 요런 작은 동그란 갈색버튼이 또있어요.그 버튼을 눌러서누름과 동시에], 긍정 텍스트 확률 : 73.64%"
"[ 요 부분은 유모차 본체를 반대로 돌렸을때 사용하는 것 같아요.사실 잘 안써서 기억에서 잊혀졌는데..저렇게 끈을 조여주면], 긍정 텍스트 확률 : 56.85%"
"[ 요즘엔 다 이렇게 편리하게 나와서 이건 만족 ㅎㅎㅎㅎ그런데 발로 다 하다보니까], 긍정 텍스트 확률 : 79.51%"
"[ 개월 꼬맹이를 데리고 한번나들이를 가볼까요.ㅎㅎㅎ 내부도 잘 보이고], 긍정 텍스트 확률 : 85.59%"
"[나만그런가 ㅠ양대면도되고풀차양은 요즘 기본이구뭐 등등..바구니 제외하고는 마음에느는 에어보스유모차단지 무거워서이사가기전에 유모차 끌고 다니기 하늘의 별따기였다죠..요즘엔 너무나 좋습니다.엘베가 있는집이라면 가성비 좋아요 ], 긍정 텍스트 확률 : 83.91%"
"[이것보단 좀더 편리하겠지만가성비 괜찮은 유모차 입니다.사실 무거운것 빼곤 거의 이상 만족하는 제품인거같아요 년 꾸준히 잘 쓰고], 긍정 텍스트 확률 : 75.56%"
"[ 지금은 아이가 걸어다녀서 창고에 박아둿지만우리두찌 태어나면 또 사용하겠네요.?에어보스유모차에어보스유모차.?에어보스에어보스.?유모차추천유모차추천.?가성비좋은유모차가성비좋은유모차.?만원대유모차만원대유모차.?에어보스에어보스 ], 긍정 텍스트 확률 : 97.36%"
"[.올만에 블로그를 하네요ㅋㅋ .출산후 애기 키우고 쪽잠 자느라 정신없는 요즘입니다ㅠㅠ.그래도 울애기 태어난지 일 되엇다고 처음보다는 익숙해졌구 울애기도 점점 성장해가는 느낌이예요 ], 긍정 텍스트 확률 : 98.11%"
"[ .이번에 유모차를 삿는데 아는사람에게 받은 빼그빼레고 유모차가 있지만 너무무겁고 작동방법도 어렵더라구요ㅠㅠ. 년식이 좀 된건가봐요ㅠㅠ 유모차는 안사도되겠다 생각했는데 도저히 못쓰겠더라구요ㅠㅠ 비싸면 뭐하나요 가지고다니기 편하고 가볍고 작동방법이 쉬어야지ㅠㅠ유모차는 비싼게 필요없다는 주변사람들 말에 폭풍검색해서 본. .?에어보스에어보스.?에어보스유모차에어보스유모차.?에어보스캐리어유모차에어보스캐리어유모차.?기내반입유모차기내반입유모차 .구입햇어요 에어보스 유모차 금액대는 어디든 비슷하지만 겨울에 사용할수있는 보낭커버를 주는 네이버쇼핑 사이트에서 구입햇어요.포인트도 잇는거 조금 쓰구요.. ...?...? ], 긍정 텍스트 확률 : 92.67%"
"[ ..바로요기요기에서요ㅋㅋ.포토후기를 남기면 수납가방도 준답니다.방풍커퍼는 랜덤인데 그레이로 주셧네요 좀밝긴해도 괜찮아요 ], 긍정 텍스트 확률 : 95.20%"
"[ .색상은 세가지인데 제가선택한 컬러는 다크그레이어두운 그레이가 정말 멋스러보여요 ], 긍정 텍스트 확률 : 81.08%"
"[ .핀모습이예요 제가 피고 접기에도 정말 편하답니다 울애기 신생아라서 최대한 눕힌거예요 ], 긍정 텍스트 확률 : 56.98%"
"[ .기내반입 정말될거같아요 접으면작아요.당분간 여행은 어렵겟지만 신랑차에 싣기 좋을거같아요 ], 긍정 텍스트 확률 : 80.70%"
"[ .캐리어처럼 끌고다닐수 있어요 ], 긍정 텍스트 확률 : 67.42%"
"[ .안전바 닫을수도있고 무거운듯하며 가볍고 핸들링도 최고입니다 여자혼자서 펼칠수있고 접을수있으며 무게도 적당한거같아요 여자가 들기에도 ], 긍정 텍스트 확률 : 96.36%"
"[ .단점이라면 등받이 조절하는게 끈 형태로 되어잇는게 약간 아쉽긴하구요손잡이길이가 약간 짧은거 같은 느낌인데 저한텐 괜찮지만 키큰 사람은 불편할꺼같은 느낌 .뒷바퀴 움직이지않게 조절도 가능.단점보다 장점이 더 많은거같네요. 저에게는 가성비갑 유모차라고 생각해요.가격도 부담없고 가벼운듯하면서 적당한 무게와 쉬운조작방법 너무너무 만족합니다 ], 긍정 텍스트 확률 : 98.13%"
"[ .둘째 태어나면서 쌍둥이유모차를 살지 웨건을 살지 고민하다가], 긍정 텍스트 확률 : 83.35%"
"[ .언니랑 옆에 같이 타는걸로 다시 사야하나 고민하다가.다시 새걸 사기엔 부담 이고ㅠㅠ 중고를 찾는중에.위메프 블랙프라이데이에서 퍼 할인 받으면 만원에 에어보스를 살수있게되었다..이날 핫딜방에 아발론 꺼도 올라왔지만], 긍정 텍스트 확률 : 90.49%"
"[ .받아보니 넘 좋았다. ], 긍정 텍스트 확률 : 77.62%"
"[ .오자마자 펴보니 호가 관심 가진다ㅋㅋㅋ ], 긍정 텍스트 확률 : 80.01%"
"[ 기내반입되는 유모차하나 장만할려고 해요..에어보스 기내반입 유모차가 특가로 나와서 후기를 알고 싶은데..블로그검색해도 아직 후기가 없더라구요ㅠ.ㅠ사용해보신분들 계시면 후기좀 알려주세요오늘만 특가라..계속 고민중입니다ㅠ.ㅠ], 긍정 텍스트 확률 : 71.71%"
"[윤이도 편하게 잘 수 있기도 하고 여러가지 장점도 있지만무엇보다 집에서 나와서 차에 싣지 않고 그대로 계속 유모차로 움직일 수 있는 곳이 아니라면디럭스는 절레절레너무 무겁더라구요스토케유모차가 유독 무거운 걸 수도 있는데], 긍정 텍스트 확률 : 92.46%"
"[ 로켓배송으로 오셨습니다사실 어머님 아버님께서 곧 둘째가 태어나니 아기 둘 싣고 다니는쌍둥이유모차나 웨건을 사주시겠다고 얼른 고르라고 하셨는데제겐 지금 웨건이 관심사가 아니라 가벼운 유모차 온리 원그래서 돈 두둑히 챙겨오신 어머님 아버님의 부담을 덜어드리고자만원도 안되는 경량 유모차를 슥 보여드렸어요쿨하게 사주시고 다음 날 어머님께서 아끼지 말고 좀 쓰라고 맘 아프다고 하셨는데울컥 하긴 했지만.. 그래도 저는 이게 더 필요했어유ㅠㅠ ], 긍정 텍스트 확률 : 82.77%"
"[ 구성품 넘나 심플확실히 디럭스가 아니다보니까 엄청 심플해요묵직한 스토케만보다가 가볍다리 가벼운 휴대용유모차를 보니 뭔가.. 이거 믿을만한건가..? 싶기는 했지만다들 후기가 좋아서 일단 조립을 했어요 ], 긍정 텍스트 확률 : 66.24%"
"[ 조금이나마 안정감이 있을 것 같아서 선택했어요그리고 가격도 넘나 착함 ], 긍정 텍스트 확률 : 60.15%"
"[쿠션감이 거의 없기때문에같이 준 이너시트는 필수에요 ], 긍정 텍스트 확률 : 95.21%"
"[ 설명서가 여기 있는데], 긍정 텍스트 확률 : 73.29%"
"[설명서 잘 보시고 따라하면 된답니다사실 저는 제가 안했고 신랑이 했어요 헤헤..신랑 있을 때는 한발자국 뒤로우왕 우리오빠 최고당 ], 긍정 텍스트 확률 : 92.45%"
"[ 오빠 없었으면 난 이거 박스 그대로 세워뒀을고얌 윤아 아빠 최고다 하면서 말이죠 ], 긍정 텍스트 확률 : 99.75%"
"[ 그리고 바퀴 득템ㅋㅋㅋ 바퀴 진짜 좋아하는 아들캐리어도 그렇고 걸음마보조기도 그렇고 바퀴 참 좋아해... ], 긍정 텍스트 확률 : 80.93%"
"[ 접혀있던 유모차를 펴서 이제 바퀴를 달아줄건데요진짜.. 약간 마켓비 철제 트롤리에 있을법한그런 느낌의 유모차에요 ㅋㅋ그만큼 내구성이 의심스럽지만.. 뭐... 다들 괜찮다고하니.. ], 긍정 텍스트 확률 : 83.18%"
"[ 바퀴 앞 뒤 확인해주셔서 설치해주세요그래도 바퀴가 한쪽에 두개씩 달려있어서 다행이다 싶답니다근데 바퀴 달고나면 뭔가 헐거운 느낌이 드는데], 긍정 텍스트 확률 : 82.72%"
"[ 내놔 아들이제 그거 끼워야해..세상 크다란 너의 장난감 안갖고 놀고 왜... ], 긍정 텍스트 확률 : 79.94%"
"[ 이 정도면 그래도 만원 안되는 가격에 훌륭한 가성비 아닐까요?만족만족 ], 긍정 텍스트 확률 : 88.75%"
"[ 공짜로 함께온 방한커버저는 브라운색이 왔네요랜덤입니다.], 긍정 텍스트 확률 : 76.82%"
"[ 그리고 모기장 같은 것도 있더라구요 ㅎㅎ여름에 써보겠습니다.], 긍정 텍스트 확률 : 84.24%"
"[ 바퀴는 직접 밖을 나가보니정말 잘굴러가구요이것보다 더 가벼운 유모차는 밖에서 몇번 쓰면부서질듯아직 어린 아가 타기에는바닥의 진동이 다 느껴진답니다. 재우러 나갔는데 울고불고 ㅋㅋ이 유모차는 훨씬 더 크고 사용하는 걸로 ], 긍정 텍스트 확률 : 94.32%"
"[ 에어보스 캐리어유모차의 장점이렇게 아기 상태를 알수 있게 뒤가 망사로 되어있어요. 여름에 통풍도 시원하겠어요.], 긍정 텍스트 확률 : 64.19%"
"[ 아쉬운건 창이 조금 짧아서얼굴이 다 가려지지는 않더라구요그래도 이 금액에 만족합니다.], 긍정 텍스트 확률 : 81.39%"
"[ 폴딩 예술👍🏻👍🏻여자가 들어도 거뜬한 무게에요 .?에어보스에어보스.?기내용유모차기내용유모차.?에어보스캐리어유모차에어보스캐리어유모차.?기내반입유모차기내반입유모차.?에어보스에어보스 ], 긍정 텍스트 확률 : 65.04%"
"[ ♥매일 매일 쏟아지는 할인특가 상품 정보♡이웃 추가하여 매일 만나보세요포스팅 제품은 시간경과에 따라 제공된 정보와 차이가 있을 수 있습니다. ], 긍정 텍스트 확률 : 98.92%"
"[ 포스팅 상품 구매평은 아래에서 확인해주세요. ], 긍정 텍스트 확률 : 60.51%"
"[ .. ★★★☆☆퀴니무드 유모차 사용중이에요.색이 흰프레임에 검정제품이어서 어두운색말고일부러 버건디색으로 결정했습니다.일단 색은 너무 맘에듭니다.근데 제품이 클립형식으로 되어있네요.찍찍이로 된건줄알고 샀는데ㅠ유모차끌고가면 약간 흔들린감이 없지않아있는데그래도 맘에듭니다.오늘넣고 사용해봤는데 수납도 꽤 많이들어가서 좋네요.물티슈에 아이젖병이랑 물통이랑제지갑이랑 핸드폰까지 수납하고도 넉넉해요ㅎㅎ ], 긍정 텍스트 확률 : 69.69%"
"[. 더 많은 구매평 보기 ◀ ], 긍정 텍스트 확률 : 55.96%"
"[ 이 포스팅은 쿠팡 파트너스 활동으로], 긍정 텍스트 확률 : 55.11%"
"[일정액의 커미션을 제공받고 있습니다.내용은 쿠팡에서 제공받은 정보이며], 긍정 텍스트 확률 : 73.64%"
"[안녕하세요 유모차 고민고민 정말 많이했는데요 추천하고 싶어요 ], 긍정 텍스트 확률 : 57.72%"
"[ 저는 운 좋게 만천원 할인쿠폰을 즉시 사용하고그리고 유모차 방풍커버도 사은품으로 받았네요그리고 이렇게 후기 이벤트를 통해 유모차가방도 받을거예용 ], 긍정 텍스트 확률 : 66.87%"
"[ 우리 아기랑 다닐 때 너무 유모차때문에 고생을 많이 했는데 다행히 좋은 유모차를 마련하게 되어 정말 좋습니다. ], 긍정 텍스트 확률 : 94.43%"
"[추운 겨울 감기 조심하시고요 언제나 행복한 나날 됩시다육아맘 모두모두 화이팅 유모차를 어떤 것을 밀던 모두모두 감기걸리지 마시구 건강한 육아하세요ㅡ ], 긍정 텍스트 확률 : 97.91%"
"[ 감사합니다 .?에어보스에어보스.?에어보스에어보스 캐리어 유모차 .?기내반입기내반입 유모차.?유모차추천유모차추천 ], 긍정 텍스트 확률 : 97.51%"
"[ .접는 방법이 매우 편하고 쉬워요. 정말 초면 접어요. 분리형 유모차 쓰는데 차에 싣을려면 분은 낑낑대다가 짜증내는데 이건 그럴 일 없겠어요. 손잡이 높낮이 조절되서 허리어깨 구부정하게 안해도 되고 바퀴고 튼튼해 보입니다. 또 손잡이 등받이 발받이 각도 조절도 탁월하게 쉽구요. 기대도 안했던 컵홀더도 와서 굿 유모차조작에 있어 불편한 점은 거의 없을 듯해여디럭스 끌다가 혼자 가지고다니기 힘들어서 가볍고 비싸지않은선에서 찾고있었는데 디자인도 가격도 마음에 들어서 후기 찾아보고 주문했어요..로켓이라 밤 시넘어서 주문했는데 다음날 점심쯤 왔구요 오늘 애기데리고 태워서 나가봤는데 키 인 저한테 손잡이 다 올리니 딱 좋아요 더 크신분들도 불편함 없을거같아요 .키로 아가 태우고 한손으로도 밀기 좋구요 핸들링 좋아요 아무래도 휴대용이다보니 비포장도로나 조금 고르지않는길에서는 덜덜하는건 어쩔수 없는거같구요.. 장바구니도 생각보다 커서 어느정도 넣어도 공간 조금 남아요 잘 산거같습니다 ], 긍정 텍스트 확률 : 99.77%"
"[ .진짜 왠만해서는 별점만 주고 글 안쓰는데 가격대비 정말 좋아요이 가격에 이정도면 진짜 ㅎㅎ둘째라 큰애때 비싼 휴대용 유모차 이것저것 다 바꿔가며 써봐도 전부 실망 많이해서 기대도 안하고 싼걸로 찾았는데 핸들링 한손으로도 부드럽고 가볍고 바퀴도 다른 휴대용 보다는 큼직해서 인지 낮은턱에 걸려 앞으로 쏠리진 않네요 ㅎㅎ 왠만한 턱은 어쩔수없이 발을 써야하지만 이정도면 칭찬합니다 ㅎ..그래도 단점은 있네요...접을때 등받이를 아예 눕혀서 접어야 하는거랑 접어서 세울때 안전바가 바닥으로 되는게 단점이긴 하네여...그래서 걍 펴놨어여ㅎㅎ기분좋게 다니겠네요 첫날이라 그런게 아니길 바라며.. 색상도 고급지고 차양막도 통풍도 짱일듯 합니다 만약 년 쓰고 고장난다 해도 다시 구매할 생각 있습니다 제 돈 주고 산거 맞구요 한달써보고 다시 후기 적을께요 ㅎㅎ ], 긍정 텍스트 확률 : 99.61%"
"[✴쿠팡추천상품리뷰⬇ ], 긍정 텍스트 확률 : 79.58%"
"[ 원역대가특가 할인 제품을 찾아 보았습니다.제조국 중국 ..쿠팡상품번호 인기상품은 조기 품절이 되니 유의하시기 바랍니다.해당 특가정보는 년월일 금요일오전 시 분 기준 입니다.가격과 할인정보는 몇일에서 변동이 될수 있습니다.쿠팡에서 일간 최대추가캐시적립중이에요. 꼭 받아가세요품절임박 ♡˙︶˙♡상품 구매리뷰 후기는⬇아래 링크로 확인해주세요⬇▼▼▼ .. ], 긍정 텍스트 확률 : 98.84%"
"[.설명서를 숙지 후 사용하십시오아이혼자 유모차에 두지 마십시오], 긍정 텍스트 확률 : 50.20%"
"[ 책임자와 전화번호], 긍정 텍스트 확률 : 62.66%"
