"[.디럭스 유모차를 차에 싣는 건 신랑의 역할.외출이 많아지다 보니], 부정 텍스트 확률 : 55.14%"
"[ 요리는 다들 어찌나 잘하는지], 부정 텍스트 확률 : 72.71%"
"[그런거보면 난 불량주부인가 살림은 무슨 직장이나 다녀야하나 싶다. 그래서 그냥 우리 거실은 계속 휑 한걸로.. ㅋ ], 부정 텍스트 확률 : 96.98%"
"[ 그림이 유모차 타게하려고 손수 유모차 타신 그림이 아버님. ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ], 부정 텍스트 확률 : 66.98%"
"[이건 뭐 전혀 문제가 되진않는듯. 언제끌고 나들이 가지? ], 부정 텍스트 확률 : 98.10%"
"[ ..그림이 첫 어린이날그렇지만 어린이집 안다니니까 공식적인 어린이는 아니라고 치자 ㅋㅋ아빠가 찾은 온양 맛집 목화반점대기가 앞에 팀???다들 기본 시간씩은 기다린다. 생각보다 대기공간이 많긴한데 더워..앞에 초등학교에 앉아서 그림이 간식을 먹인다. ], 부정 텍스트 확률 : 77.59%"
"[ 분쯤 기다렸나? 전화가 오길레 들어갔는데 아기의자는 없고], 부정 텍스트 확률 : 87.46%"
"[방에 자리는 없고 ㅜㅜ그냥 안고 먹는데 사람은 많아서 시끌벅적], 부정 텍스트 확률 : 89.48%"
"[입으로 들어가는지 코로들어가는지 사진이 없군.....탕수육은 부먹으로 나오는데 바삭바삭 맛있었던거 같고], 부정 텍스트 확률 : 84.47%"
"[짜장면은 별로였다.. 짠맛만 나서.이대로가긴 아쉬워서 근처 세계꽃식물원으로. ], 부정 텍스트 확률 : 78.38%"
"[ 여기서 기저귀도 갈고], 부정 텍스트 확률 : 67.55%"
"[이유식도 먹고], 부정 텍스트 확률 : 69.03%"
"[커피도 한잔하고. ], 부정 텍스트 확률 : 81.07%"
"[ 숙면. ], 부정 텍스트 확률 : 62.92%"
"[ ..머리가 넘 길다... 내일 미용실에 갈까나?배냇머리 밀때도 얌전하게 있었는데 내일도 괜찮겠지? ], 부정 텍스트 확률 : 80.91%"
"[ .. ], 부정 텍스트 확률 : 57.07%"
"[ 아가 태어날 날짜는 많이 남앗는데요. 오늘 커피숍에서 신랑이랑 얘기하다가 디럭스는 저버고 고르라고하면서], 부정 텍스트 확률 : 92.24%"
"[휴대용 유모차는 자기가 골라논게 잇다며 샤오미 유모차를 얘기하는데열이 확 받더라구요. 요새 저몰래 지른게 잇어서], 부정 텍스트 확률 : 95.55%"
"[이번 크리스마스 선물로 제가 신랑과 커플로 맞춘 샤오미 미밴드신랑도 일하면서 유용하게 쓰일 것 같고 저도 육아하면서 계속 핸드폰을 확인하기 힘드니깐 좋을 것 같더라고요유모차 끌면서 핸드폰 안꺼내도 뭐왔는지 바로 확인되고 ㅎㅎ ], 부정 텍스트 확률 : 66.11%"
"[ 제가 스마트워치가 나온지 얼마안되었을 시기에 만원정도 주고 나름 저가? 스마트워치를 초기에 산적이있어요 근데 너무 블루투스도 잘 끊기고 전 그게 폰이 애플이라서 그런지 알았는데그런문제가 아닌듯... 그때 불안정해서 그런거같아요생각만큼 유용하게 쓰이지도않고 디자인도 너무 구려서 어딘가 박혀서 이제는 어디있는지도 모르겠..ㅋㅋ아마 대구 집에있을거라 추정이된다만... ], 부정 텍스트 확률 : 56.99%"
"[ 기본은 제가 지금 착용하고있는 블랙실리콘스트랩이고요 조만간 매탈도 가죽도 구매해볼까 합니다ㅋㅋ예쁜거찾으면 후기올릴게요 ㅎㅎ일단 가장 유용하게 쓰이는건 메세지확인전화 확인이고요메세지를 확인할수는 있지만 전송이나 전화를 받는건 안되요 ], 부정 텍스트 확률 : 96.61%"
"[몇시간은 얕게 잤는지가 표시가되서신랑이랑 저랑 같이 수면패턴에 대해서 이야기도해보고?이상하게 일도안하는 제가 항상 수면이 훠어어얼씬 부족하더라고요 아이러니 ], 부정 텍스트 확률 : 97.75%"
"[ 음 또 심박수 체크가 있어서하루에 한번정도는 심박수를 체크해주곤해요 ], 부정 텍스트 확률 : 60.04%"
"[ 근데 운동할때 꾸준하게 체크하면 체지방 태우는데 도움이 되겠더라고요심박수 그 구간이있다고 들었거든요 체지방이 타는 구간카카오톡도 알림이되고 원하면 인스타그램 유튜브 다 알림이 가능해요 저는 카톡이랑 메세지 전화 이렇게만 해둔상태인스타랑 유튜브는 폰에서도 굳이 알람을 안보는 편이라...급한것도 없을것같고... ㅎ ], 부정 텍스트 확률 : 50.50%"
"[ .?샤오미샤오미 .?샤오미미투샤오미미투 .?유모차유모차 ], 부정 텍스트 확률 : 53.29%"
"[ 눕힌형태의 유모차에요신생아때는 이렇게 눕혀서 쓰고좀더 크면 등을 세워서 쓸 수 있더라구요태어나 처음 유모차 탄 우리 윤슬이무서운건지배고파서 예민한건지짜증내서 ㅜㅜㅜ멀리 못갔어요 ], 부정 텍스트 확률 : 99.93%"
"[ 긴장의 발꼬락유모차 패드도 받은게 있어서쓸려다가 끼우는거 어찌 하는지 몰라서일단 유모차에 그냥 눕혀줬어요 ], 부정 텍스트 확률 : 65.04%"
"[ 짐 싣는 하단부에요짐이 엄청 많이 들어가진 않겠지만아가 기저귀파우치랑 가방정도는 충분히 넣을 수 있어요충격방지 뭐더라.그런게 있어서 신생아부터 쓸 수 있다고 하더라구요아기띠하고 멀리가니 힘들어서이제 유모차 갖고 다니려구요돌잔치 대신 여행갈꺼라항공기에도 싣는게 가능하고두루두루 쓸 수 있을것 같아요 ], 부정 텍스트 확률 : 79.33%"
"[ 저렴이 버젼이라서편의성이 어디까지 있나..봤는데유모차 끌면서 아가 잘 있나 볼수있고천막? 처럼 위에 내려줄 수 있고단점은앞에 가드? 가 없어서유모차놀이기구를 걸수가 없어요 ], 부정 텍스트 확률 : 73.68%"
"[ 이런거 사서 어디 다른 기둥어딘가.걸어줘야 할것같아여 ㅜㅜㅜㅜ생각지도 않았던 단점이었어요신랑한테 사라고 시켰더니샤오미에 눈이 멀어 샀네요이부분 말고는딱히 단점은 못느꼈고아직은 편해요사용하면서 단점이라 느껴지는걸 찾으면더 보완해서 적어둘께요. .?유모차장점유모차장점 .?유모차단점유모차단점장점. 펴고], 부정 텍스트 확률 : 89.78%"
"[접기 쉬움. 휴대가 가능함 .키로. 항공기 탑승가능. 신생아부터 사용가능단점. 유모차가드없음 ], 부정 텍스트 확률 : 62.77%"
"[ 오늘은샤오미 접이식 유모차구매기를 하려고 합니다.올해 태어나 개월 동안 세상 구경을 하고 있는 아이를 뒤로 하고 중국 출장이 갑자기 잡혔습니다. 한참 힘들어 하는 엄마와 여러가지 스킬이 늘고 있는 아이를 뒤로 하고 정말 나가기 싫었지만... 어쩔 수 없이 아쉬움을 뒤로 하고 출장을 나가게 되었습니다.각설하고 출장 나온 김에 그동안 뒤로 미루어 두었던 접이식 유모차를 구매하기로 하였습니다. 초보 아빠인 저로서는 어디서부터 시작해야 할지 막막했지만 인터넷의 도움을 받기로 하였습니다. 인터넷 검색을 해보니 프랑스 메이커인 요요 유모차가 유명한 것 같았습니다.], 부정 텍스트 확률 : 97.65%"
"[ 가격은 거의 요요의정도에 얼핏 보기에는 생긴 모습도 유사했습니다.접이식 유모차는 가볍고], 부정 텍스트 확률 : 95.79%"
"[우리나라에서 “샤오미의 뭐뭐”라고 하면서 파는 것들도 대부분 협력사 제품들이고], 부정 텍스트 확률 : 92.11%"
"[별건 없지만 이렇게 구매개봉기를 올려봅니다. ], 부정 텍스트 확률 : 92.68%"
"[ 배송은 호텔로 시켰고], 부정 텍스트 확률 : 58.07%"
"[.월 환율 기준 으로 저렴.샤오미의 “”], 부정 텍스트 확률 : 66.43%"
"[장난감 등 유아용품을 제작하는 브랜드에서 만든 제품이고 사진과 같이 심플하게 배송되어 왔습니다. 포장도 깔끔하게 되어 왔고 따로 조립할 것은 어깨에 맬때 쓰는 끈 하나 뿐.... ], 부정 텍스트 확률 : 86.83%"
"[손댈 것도 없이 바로 사용 가능합니다. 천도 역시나 퀄리티가 좋았습니다. 그리 싸지도 않지만 꽤 고급진 느낌 가운데 보이는 파란 부분을 돌려서 손잡이를 잡아당기면 쭉 펼쳐지면서 바로 사용 가능합니다. 요야는 접기풀기?가 동영상처럼 한번에 안된다는 후기들이 좀 있었는데 이건 굉장히 쉽게 잘 되었습니다. ], 부정 텍스트 확률 : 99.51%"
"[ 제품의 블루 색상이 바퀴 휠에도 들어가 있고 차양막과 깔맞춤이라 좋았습니다. 또한 바퀴나 기둥을 이루고 있는 프레임들도 품질이 괜찮고 마감 상태가 아주 좋았습니다. 각 색상별로 특정 포인트손잡이], 부정 텍스트 확률 : 66.89%"
"[차양막], 부정 텍스트 확률 : 90.69%"
"[안전벨트 버튼에 색깔이 맞춰서 들어가 있습니다. ], 부정 텍스트 확률 : 73.73%"
"[ 그리고 샤오미 유모차에서 좋았던 부분이 자로 쭉 이어진 풀프레임이 두꺼워서 튼튼해 보인다는 점이었고], 부정 텍스트 확률 : 75.49%"
"[ 그리고 등받이 각도도 거의 도까지 조정이 가능하며], 부정 텍스트 확률 : 62.76%"
"[등판에 달린 끈으로 쉽게 조절이 가능합니다. 추가로 등받이 각도에 맞게 발판 각도도 조정이 됩니다.], 부정 텍스트 확률 : 85.36%"
"[.비싸게 주고 산 잉글레시나 퀴드가 망가진 후 .다시 휴대용 유모차를 사기로 했다. ], 부정 텍스트 확률 : 90.28%"
"[ .집에 물려받은 마루스 유모차가 있지만 태워보니 유모차가 너무 작아보인다..너무 꽉차보이는 아들 ㅋㅋㅋㅋㅋ.유모차가 작은 감이 있지만 가볍고 핸들링도 좋긴 해서 집에 비상용으로 보관해두기로 했다. ], 부정 텍스트 확률 : 57.09%"
"[ .내가 원하는 조건은.저렴만 원 이하], 부정 텍스트 확률 : 94.81%"
"[기내반입 가능], 부정 텍스트 확률 : 53.29%"
"[ 개월 기저귀 못뗀 아이랑 갔구요 가방은 인치 캐리어 하나랑 배낭하나 유모차 하나 이렇게 들고 갔어요. 지난번 월에 갔을 때보다 짐을 많이 줄여서 간거였구요 다음번에 오면 더 줄여서 올 수 있을 거 같아요 짐이 적을 수록 여행이 풍요로워지는 것 같아요여행가기전에 준비했던 것들여행자보험 가입 가입함 유심유심 개사기확인메일보내기숙소에서 지불할 금액], 부정 텍스트 확률 : 83.94%"
"[이미 지불한금액 확인공항에서 환전하기 불정도만ㅎㅎ캐리어에 표식달기 마사지 미리예약 다나쇼], 부정 텍스트 확률 : 56.34%"
"[메모리즈쇼 해외로그인 네이버 허용하게 애기 퍼즐 등등 사두기 영문등본 영문가족관계증명서 발급 바우처랑 비행기이티켓 출력 보험증서출력 아이패드에 영상 다운받기휴대용가방아이패드랑 안에 뭐많이 다운받기유튜브레드 아이패드거치대 아기헤드폰물티슈 작은거랑 기저귀여벌아기여벌옷파우치비상약 대일밴드 선크림 연고 손비누 손수건유모차담요 얇은거 유모차 담요클립유모차휴대용아기가디건 내가디건지갑 여권 영문등본 바우처보조배터리 두개랑 케이블 두개씩기내에서 먹을 간식 빵이랑 바나나 등에어베개잠든경우힙시트 힙시트 결과적으로 필요없었어요 짐만 됐음 ㅠㅠ칫솔치약 등등등 큰 캐리어에 가져간 것체온계 비상약전 비상약 진짜 열심히 챙겨갔어요 그래서 애기 다래끼 났는데 항생제도 있고 안연고도 있고 안약도 있었어서 잘 해결했어요 ㅎㅎ튜브엄마랑 아기같이 튜브바람넣는 기계샤오미 아기구명조끼 엄마구명조끼면세 죄다 필요없었어요 ㅜㅜ 만일 가져간다면 아기 튜브 하나만 가져갈거 같아요 싼걸로 쓰고 버리고 올 걸로요수영복 아쿠아슈즈 슬리퍼 크록스아기 아쿠아슈즈는 잘 사용했어요 수영장에서 발가락 많이 까지더라고요여벌옷아기랑 엄마 여벌옷 개씩만 가져가기 가디건이나 외투는 필수로 가져가기 잠옷도 하나 숙소에 세탁기 건조기가 있어서 세네벌 가지고도 빨래 여러번 해서 돌려입혔어요 내복은 죄다 버리고 옴요 버릴 옷 가져가는 것 추천모자 캡모자 선글라스저희 애긴 모자 안씁디다 그리고 저도 썬글라스 쓰는 사치를 부릴 틈이 없더이다...세면도구칫솔 치약 비누 로션 선크림 올인원], 부정 텍스트 확률 : 52.43%"
"[ 샤오미 기내용 유모차 한달 사용 리뷰 안녕하세용???고민고민 하다가 결국 질러서 잘 그것도 아주 잘 사용하고 있는 샤오미 유모차 리뷰를 들고 왔습니다.이미 디럭스 유모차는 리안 로얄스핀으로 사용하고 있었지만차량이라 트렁크가 너무 좁은 저희 차에는 싣기가 너무 어려워서 외출할 때는 유모차를 못가지고 나갔어요.그래서 휴대용 유모차를 빨리 구매해야겠다 싶었죠.결정장애도 심한 편이구], 부정 텍스트 확률 : 92.43%"
"[한번 알아보려면 너무 깊게 파고드는 성격이라 독박육아를 하며 유모차를 알아보기는 쉽지 않았어요 ㅠㅠ그러던 중 친한 지인이 샀다고 해서 써보고는 너무 좋아서 저도 따라 샀답니다 하하하절충형유모차휴대용유모차기내용유모차어떤 걸 선택하느냐에 따라 사용후기는 다르겠지만], 부정 텍스트 확률 : 63.78%"
"[ 일단 저는 세가지 조건을 봤습니다.. 가볍고 작게 접혀서 좁은 저희 차에도 잘 실리고. 핸들링이 쉽고 막 쓰기에도 좋은. 저렴해서 가성비 좋은 유모차그렇게 선택한 제품이 바로 샤오미 기내용유모차 입니다.사실 샤오미는 휴대용초경량 유모차도 인기가 많아요. 근데 그건 너무 가벼워서 승차감이 더 안좋을 것 같아서 포기했습니다.저는 쿠텐이라는 사이트에서 만원 정도에 구매했고 직구로 거의 일주일만에 배송받았습니다], 부정 텍스트 확률 : 97.80%"
"[ 끈조절을 하지 않은 상태의 옆모습입니다. 완전히 눕혀서도 사용가능해요.휴대용 유모차이지만 나름 완전히 눕는 기능도 있답니다.밑에 수납바구니는 조금 작은 편이죠?접힌 상태의 사이즈를 참고하시라고 각티슈랑 비교해봤어요.], 부정 텍스트 확률 : 78.38%"
"[ 왼쪽 사진의 꼬리처럼 내려온 건 락홀더입니다.펼치려면 더 화살표 부분을 살짝 들어올려서 빼면 되요. 아주 쉬워요.그리고 오른쪽 사진의 자물쇠모양 레버를 돌리면서 들어올리면 쫙 펴집니다. 이걸 동영상으로 찍었어야 했는데.. 그냥 여자들도 한손으로 쉽게 펴져요 ], 부정 텍스트 확률 : 99.85%"
"[ 유모차 뒷바퀴 사이에 주황색 버튼은 바퀴 고정버튼 입니다.발로 밟으면 바로 고정이되서 안움직여요.다시 발로 밟으면 해제. 간단합니다. ], 부정 텍스트 확률 : 93.12%"
"[ 이부분은 지금 봄이가 발받침으로 사용하는 중이예요 ㅎㅎㅎ양쪽 모서리 끝부분을 살짝 잡으면서 내리면 왼쪽처럼 접히구요.그냥 젖히면 오른쪽처럼 펴져요. ], 부정 텍스트 확률 : 98.51%"
"[ 차양막입니다.약간 스판끼있는 방수천이예요. 물 떨어뜨려봤는데 또로로 미끄러져 내려가더라구요.윗부분은 저렇게 아가 모습을 볼 수 있도록 매쉬로 되어있어요.다만 저기로 빛이 들어가서 뙤양볕에서는 좀 안좋더라구요.지금까지 써본 결과 유일한 단점이네요. ], 부정 텍스트 확률 : 74.43%"
"[ 유모차를 접으려면 다시 이 라킹 버튼을 돌려서 ], 부정 텍스트 확률 : 74.60%"
"[ 가운데 부분을 돌리면서 아래로 저렇게 내리면 아주 쉽게 접혀요정말 두손가락으로도 접을 수 있어요 ㅋㅋㅋㅋ창고에서 찍어서 주변이 너무 더럽네요...ㅠㅠ ], 부정 텍스트 확률 : 98.54%"
"[ 그리고 엉덩이와 다리받침 사이에 저 손잡이를 잡아 당기면 바로 반으로 접힙니다.아주 간단하죠???접는데 분도 안걸립니다.이 부분이 진짜 최고 ], 부정 텍스트 확률 : 82.04%"
"[ 이 끈은 여분으로 들어있던 건데 어디에 쓰는 건지 아직 용도를 못찾았어요....어깨에 매라고 있는건가?? ], 부정 텍스트 확률 : 96.61%"
"[ 오늘 봄이가 외출했다가 응가를 크게 하는 바람에유모차에 다 뭍었지뭐예요...하는 수 없이 세탁하려구 커버를 벗기는데샤오미 유모차 커버는로 되어있더라구요.차양막본체이렇게요.본체는 그냥 통으로 연결되어 있습니다.분해하는 건 그렇게 복잡하지는 않았어요. 설명서가 들어있으니 보면서 하면 어려울 게 없네용. ], 부정 텍스트 확률 : 96.86%"
"[ ▼ 한달 사용 장단점장점접고 펼치기가 정말정말 쉽다.무게가 가볍다 물론 들고 다니기엔 무겁지만], 부정 텍스트 확률 : 50.65%"
"[ 휴대용 유모차 알아보는데 샤오미에서 휴대용유모차가 나오는거 보고 헉했어요.쪽에서 일하는데 샤오미 전자기기가 디자인이 자기취향인데다 가성비 괜찮다고 살일 있으면 한번 써보지 하는 스타일이예요.샤오미뿐만 아니라 전자기기는 살짝 얼리어답터이긴해요완전유명해지기 전부터 그랬는데 샤오미 싫어하시는 분들도 계시지만..기억나는거 소소한 후기요. 휴대용배터리이건 많이들 쓰시니까. 저도 만족.폰대. 년쓰고 팜. 가성비좋고 디자인 심플하나 우리나라 실정에 백퍼 적용이 안되 좀불편했음.공기청정기가성비 만족중.호환필터 만원대.물걸레청소기... 저없을때 사놓음..전 동글동글 닦는걸 좋아하는데 이건 앞뒤로 움직임. 본인은 물도나온다고 좋아하지만 정작 쓰는 사람 입장에선 우리집에 안맞음.체중계디자인 이쁘고 정확해서 만족중. 어플연동도 됨전자기기는 이정도요. 이밖에도 사려는거 제발 그만좀 부탁해서 안사고 있어요ㅜㅜ전자기기 외의 것은. 노트북백팩검은색], 부정 텍스트 확률 : 99.95%"
"[회색 두개. 잘쓰긴함. 책가방으로도 괜찮음. 수납공간 많고 튼튼함. 크로스백?여행갈때어깨에서 크로스로 매서 가방부분이 몸통이나 등쪽으로 가는거. 만족중가방류는 디자인이 심플해서 제 취향이긴해요.. 펜흰색 펜인데 부드럽게 써지긴한데 무거움호기심에 묻지도 않고 사오는것들이 많아서 샤오미에서 뭐 나올때마다 걱정되네요ㅜㅜ제가 알아보고 있다고 신경쓰지말라고 하긴했는데 유모차를 사오지 않길 바랍니다.], 부정 텍스트 확률 : 98.82%"
"[ .카시트 안전벨트사이로 들어간 과자도 싶게 빨아당깁니다. .한번은 둘째가 과자먹는 속도가 엄청빨라 놀란적이 있는데 청소하다보니 전부 안전벨트사이 구멍에 과자가 들어가 있더라구요..ㅡ.ㅡ ], 부정 텍스트 확률 : 96.11%"
"[ .오늘은 두딸내미 어린이집 통학으로 사용하고 있는 리안유모차를 청소를 하기 위해지하주차장에 유모차를 가져가서 샤오미차량용청소기로 청소를 했어요. ], 부정 텍스트 확률 : 94.87%"
"[ .내친김에 운전석도 청소하고 ], 부정 텍스트 확률 : 68.06%"
"[ .샤오미차량용청소기로 매트도 청소해봅니다.], 부정 텍스트 확률 : 90.95%"
"[ .청소기 크기에 비해 흡입파워가 강해서 왠만한 돌맹이도 빨아당겨집니다. ], 부정 텍스트 확률 : 70.86%"
"[ .평소엔 이렇게 차 문쪽에 쏙 꼽아 다닙니다.컵홀더에 꼽아도 잘 들어갑니다.차 트렁크에 예전에 샀던 유선 청소기가 있지만 트렁크에서 꺼내야하고 선도 꼽아야하고 줄도 풀어야 하고.. 맘먹고 청소하지 않는 이상 청소기를 꺼내보지도 않았는데 샤오미 차량용 청소기는 무선이라 언제든지 청소가능합니다. .샤오미차량용청소기는.예쁜 디자인카본으로 차 문에 꼽아두어도 어색하지 않고 예쁩니다. ], 부정 텍스트 확률 : 99.92%"
"[ .만원 상당의 청소기지만 헤파필터도 있네요...단점이 있다면 위 사진처럼 먼지통이 작습니다. 청소를 열심히 한다면 수시로 먼지통을 비워야 하네요...깔끔한 디자인과 아담한 사이즈로 차량에선 물론이고 안방 화장대 주변에 나두고 머리카락 제거용으로 사용해도 좋을꺼 같아요...이상 샤오미 차량용 청소기 사용후기였습니다. ], 부정 텍스트 확률 : 75.45%"
"[이번 여정은...정말 길었다.일본에서 한국까지는 시간반이지만중국을 다녀갔다가 한국을 가겠다는나의...갑작스러운 며느리효심으로...고생을 자처하고 말았다...도쿄광저우창더창더광저우서울이것이 나의 여정이었다.대한항공을 이용하고 싶지만..노선이 이용할 수 있는 노선은광저우서울정도..그런데 환승시간이 너무 길어결국.?중국남방항공중국남방항공 으로모든 여정을 마쳤다. ], 부정 텍스트 확률 : 96.74%"
"[ 갈 준비를 모두 마쳤다.ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ자 이제], 부정 텍스트 확률 : 91.69%"
"[떠나자..혹시.?아기여행준비물아기여행준비물 만 궁금하면쭈욱 맨 아래로 내려가시길.후기까지 적어 길이 제법 길다. ], 부정 텍스트 확률 : 88.24%"
"[ 중국남방항공 이용기중국남방항공은 내가 중국항공기중가장 그나마 믿고 좋아하는 곳.게다가 서비스가 늘 너무 좋다.아기 있는사람들에게 특별히 더 교육한것인지모르겠지만...정말 서비스가 좋다.우선.?베시넷베시넷 자리가 있는지확인을 꼭 해야한다.중국남방항공의 되게...안좋은 점 하나.베시넷자리를 전화예약이 불가.남편이 전화로 미리 예약하려했는데베시넷 자리는 카운터에서만 예약이 가능하단다.대한항공은 전화예약이 가능하다안좋은 점 둘. ], 부정 텍스트 확률 : 81.22%"
"[ 으..정말 너무 화가났던 순간.베시넷 자리가 걱정이 되어 조금 일찍.?하네다공항하네다공항 에 도착했다.카운터 오픈 전 줄을 섰는데알고보니 단체손님 줄이었던것.개인 손님은 따로 줄을 세운다는데그걸 안내하지 않아서 단체에 갔다가개인으로 다시 옮기다보니 뒤에 있는사람들에게자리를 모두 빼앗기고 만것이다...게다가 스카이팀이면모닝캄이면 빠른수속을 해주던데두번정도 로 받은적이 있다모닝캄 자체도 직원들이 모르니...아무리 말해도 듣는체도 안한다. 스카이팀의 장점인데 첨으로 퇴짜맞은 느낌. 줄도 뺏기고 스카이팀 질문도 대충대충. 것도 열받아죽겠는디...하필이면 인턴 일본인 친구가 우릴 담당.환승에다가], 부정 텍스트 확률 : 83.99%"
"[아기 여행증에], 부정 텍스트 확률 : 59.00%"
"[ 아무튼..화를 가라앉히고 탑승.각각 탑승기를 이야기해보자면...무려 번의 중국남방항공 이용기일본 도쿄 하네다공항광저우국제선 이용가장 먼저 이용한건..광저우 행 국제선 이용기.일단 인턴이 넘 힘들어했지만.베시넷 자리를 구매할 수 있었다.구매는 한명당 위안약 원 돈을 내야 베시넷자리 이용가능. ], 부정 텍스트 확률 : 97.69%"
"[ 자리는 넓직하니 좋다.문제는 우리 옆자리 고객은그냥 구매한 고객인데...아기가 있어 불편할 것.그래서 결국 그 분은빈 자리로 옮겨갔다.미안하기도 하고..... ], 부정 텍스트 확률 : 93.78%"
"[.?중국남방항공베시넷중국남방항공베시넷좋은점은.. 아기 시트랑 베개는 따로 준다.미리 깔아놓기 때문에 좋다.그래도 담요하나는 챙겨가는게 좋다.물론 담요를 제공해주긴 하지만..그래도 때때로 필요할때가 있었음.아래서 다시..이미 꿀잠 딥슬립중...고마웡 우리 효녀. ], 부정 텍스트 확률 : 61.64%"
