"[.....이제 곧 돌을 기다리는중], 긍정 텍스트 확률 : 73.02%"
"[ .....액상분유도.신생아때부터..먹엿는데...베비언스...?앱솔루트앱솔루트...?위드맘위드맘...?트루맘트루맘...?오브맘오브맘..순으로먹였고], 긍정 텍스트 확률 : 98.26%"
"[ ..임페리얼은 신생아때 병원에서 먹였고.최근에 조금 먹여봤는데], 긍정 텍스트 확률 : 88.15%"
"[ ..평타였다], 긍정 텍스트 확률 : 60.76%"
"[ ..위 가지는.혀기 개월전에 먹여본 애들인데..사실 이때 먹인 액상 분유는 죄다.토해서], 긍정 텍스트 확률 : 67.27%"
"[ ...근데 최근.앱솔루트 명작액상을 먹여보니], 긍정 텍스트 확률 : 86.57%"
"[ ..그래서 다시고민중이다], 긍정 텍스트 확률 : 84.61%"
"[..액상은 외출시 넘나리 편하니까], 긍정 텍스트 확률 : 55.95%"
"[ ...여름에 잠깐외출했는데..생각보다 길어졌고.혀기 분유먹을시간 되가고], 긍정 텍스트 확률 : 75.00%"
"[ .급해서 홈플가보니..트루맘이랑], 긍정 텍스트 확률 : 54.35%"
"[앱솔루트가 행사중이길래..앱솔을 샀었다], 긍정 텍스트 확률 : 76.38%"
"[ ..그리고 다먹이고..추석이라 액상 또 사야지 해서 .트루맘이생각나서.샀다..당시 개 한박스 ], 긍정 텍스트 확률 : 93.57%"
"[ 천원이였다], 긍정 텍스트 확률 : 51.14%"
"[ ...혀기는 탈없이 먹어줘서 .꽤 괜찮은것같다], 긍정 텍스트 확률 : 82.47%"
"[ ...대망의 오브맘], 긍정 텍스트 확률 : 72.07%"
"[ ..괜찮은 구성같아서 샀다.이마트온리], 긍정 텍스트 확률 : 84.75%"
"[아직도하는것같음..젖병은 핵구리다], 긍정 텍스트 확률 : 77.55%"
"[ ....근데], 긍정 텍스트 확률 : 74.33%"
"[ .분유가 괜찮은것같다], 긍정 텍스트 확률 : 64.04%"
"[ .잘먹고], 긍정 텍스트 확률 : 73.55%"
"[ ..혀기는 첫수], 긍정 텍스트 확률 : 64.61%"
"[ ..더할나위없이 좋은데..종이팩인게 단점이다ㅜ..손으로도 잘 찢어지기는 하나], 긍정 텍스트 확률 : 94.46%"
"[ ..혀기는 오브맘과], 긍정 텍스트 확률 : 69.60%"
"[트루맘을 병행하지 싶고], 긍정 텍스트 확률 : 65.46%"
"[ ...위드맘을 먹여보고 싶다는것이..내 최종 의견..... ], 긍정 텍스트 확률 : 82.64%"
"[ ..이유식하면.세상 모든것을 뱃속에 넣고.소화시키다보니 강해진것일까?.ㅋㅋㅋㄱㅋ..매일 라인의 변비를 빼고는..다른분유도 다 잘먹어주고 있다 ....기회가 된다면?..내 마음이 변해서], 긍정 텍스트 확률 : 84.26%"
"[ ㅋㅋㅋ..사게된다면..가루는 압타밀과 위드맘을], 긍정 텍스트 확률 : 58.96%"
"[ .액상은 위드맘을 한번 테스트.해보고 싶다....돌까지가 목표지만.보통 개월까지 아기들이 분유.못잃어서 먹이는경우가 많다고 해서], 긍정 텍스트 확률 : 76.91%"
"[..돌이 지나자 마자 분유는 먹는 둥 마는둥하고.급기야 최근부터는 분유는 아예 입에도 안대고 있는 투꿍이.이참에 분유 끊고 흰우유를 사서 먹여야지했는데.흰우유도 입에대자마자 뱉어버리네요.우유도 아기한테 맞는 우유가 있다고해서.이우유 저우유 다사서 먹여봤는데도 .다 뱉어버리는 통에 아예 우유먹이는걸 포기하고 . 치즈로만 칼슘보충을 해주고 있었는데요.얼마전 문센가서 투꿍이 친구들이 흰우유에 빨대 꽂아.냠냠 하는 모습을 보며 어찌나 부러운지...또 우유먹이고 싶은 마음이 간절ㅋ.최근들어 수족구], 긍정 텍스트 확률 : 64.75%"
"[ 구내염에 많이 아프기도 했고.아픈동안 잘 먹질 못해서 요산뇨도 누고 했었는데.이게 다 영양이 부족해서 아닌가? 하고 홀로 자책했던 엄마.ㅜㅜ.마지막이다 하고 이번엔 액상분유 오브맘 한번 먹여봤는데.왠걸?? 너무나 잘 먹는거 있죠?.대박 분유], 긍정 텍스트 확률 : 99.96%"
"[ .이탈리아 프리미엄 액상분유.볼로네이즈 오브맘 단계...이탈리아 청정 지역에서 친환경 풀을 먹여 .자연 방목으로 키운 순수 이탈리아산 젖소의.원유를 사용하여 이탈리아 위생국으로부터. 철저하게 검증받은 최고의 원유만을 사용해 만든.볼로네이즈 오브맘 분유 ], 긍정 텍스트 확률 : 95.32%"
"[ ..개씩 한묶음으로 개가 들어있구요.총 팩이랍니다.ㅎ.처음 받을땐 팩이었는데 매일 한개씩 먹이다 보니.이제 딱 반 남았네요ㅎ.월말에전국 할인점에서 최대할인된 가격에. 구입가능하다고하니 좋은기회 놓치지 않고.꼭겟 해야겠어요.ㅎ ], 긍정 텍스트 확률 : 89.23%"
"[ .돌전 분유먹일때에는 외출할땐.젖꼭지를 돌려 끼워 먹이는 액상분유를 먹였었거든요.분유를 가리지 않고 잘 먹어줘서 고마웠는데.이젠 분유도 잘 안먹으려는 아이 오브맘 액상분유는.잘 먹어줄지 기대가 되더라구요마지막이라 생각하고 선택한 오브맘액상분유.저의 선택은 옳았습니다. ], 긍정 텍스트 확률 : 75.81%"
"[ ..오브맘은 년 전통의 유제품회사인.이탈리아 . 생산되고 있는.액상분유라 믿음이 가는 제품이예요.오브맘의 기술력은 유럽전통학문의 도시 볼로냐에서 .전세계 각지의 석학들이 모여 정통성있는 연구로 완성되었다고 해요 ], 긍정 텍스트 확률 : 89.79%"
"[ .오브맘 액상분유의 모든 원료는.이탈리아산을 사용해 만들어졌구요.환경호르몬 걱정 없는 안전한 용기테트라팩에 들어있어요. ], 긍정 텍스트 확률 : 90.74%"
"[ .한팩엔담겨져 있어요.투꿍이가 한번에 마시기에 부담없는 양이네요..컴팩트한 사이즈라 외출할때나.여행갈때 챙겨다니기에도 간편하답니다.ㅎ.. ], 긍정 텍스트 확률 : 53.56%"
"[ .성장단계별 최적의 영양소를 배합해 만든 오브맘 분유..두뇌에 좋은 배합.성장 리놀렌산], 긍정 텍스트 확률 : 61.53%"
"[유청단백질이 함유되어 있어요. ], 긍정 텍스트 확률 : 77.43%"
"[ .오브맘분유는 이탈리아 위생당국으로부터 허가받은. “”만을 고수하는데요.이탈리아 위생당국의 엄격한 기준에 맞춰 .체세포수], 긍정 텍스트 확률 : 58.57%"
"[세균수], 긍정 텍스트 확률 : 68.64%"
"[젖소의 건강상태 척도인. 아플라톡신독소 기준을 통과한 높은 품질의.원유만을 사용해 만들었기에 소중한 아기에게.믿고 먹일 수 있는 분유랍니다. ], 긍정 텍스트 확률 : 79.31%"
"[ .액상분유 유통기한은 제품 윗면에서 확인하시구요 ], 긍정 텍스트 확률 : 70.29%"
"[ .사용방법은 제품 옆면에서 확인 가능한데요.간단해요ㅋ 깨끗히 손을 씻고.내용물 침전이 생길 수 있으니 개봉전 충분히 흔든후.제품을 개봉하면 된답니다..절단부분은 손으로도 쉽게 잘 찢어지더라구요.개봉한 분유는 젖병이나 빨대컵], 긍정 텍스트 확률 : 91.51%"
"[ 컵에 담아.아이에게 주면 되요.ㅎ ], 긍정 텍스트 확률 : 76.50%"
"[ .신나게 놀다 투꿍이가 배가고픈지.징징 되길래 오브맘 액상분유 꺼내 들었습니다. ], 긍정 텍스트 확률 : 57.39%"
"[ .가위가 없어도 쉽게 손으로 찢어지니.간편하게 뜯어서 먹일 수 있어요ㅎ.빨대컵에 잘 담아서 투꿍이에게로 ], 긍정 텍스트 확률 : 86.25%"
"[ .우유나 분유맛은 귀신같이 알고.퉤 뱉어내기했던 투꿍이가 쪽쪽 엄청 잘 먹더라구요.정말 오랜만에 이렇게 분유 잘 먹는 모습 보니 뿌듯.아이들에게 맞는 우유], 긍정 텍스트 확률 : 59.97%"
"[ 분유가 있다더니.우유를 안먹는 아이 앞으로 오브맘 액상분유 챙겨줘야겠네요.ㅎ ], 긍정 텍스트 확률 : 93.40%"
"[ .누가 뺏어먹을까봐 두손 꼭쥐고.쪽쪽 먹는모습이 왜이리 귀엽죠??ㅋ ], 긍정 텍스트 확률 : 62.58%"
"[ .아주아주 다 먹고 빈 빨대컵을 쪽쪽.ㅋ.잘 먹던 가루분유는 입에도 안대더니.오브맘 액상분유는 게눈감추듯 먹어치우네요.ㅎ. ], 긍정 텍스트 확률 : 95.97%"
"[ .다음날엔 첫째 등원시키고 투꿍이만 데리고.타요 키즈카페로 출동ㅎ.요즘 제가 사는지역 타요키즈카페.입장하고 시간제한없이 놀수 있는걸로 바뀌어서.정말 좋아요 시원하게 시간?정도 놀다왔네요.이날도 어김없이 오브맘 액상 분유 챙겨서. ], 긍정 텍스트 확률 : 96.89%"
"[ .아이코 이뻐라 잘 먹는 모습이 넘이쁘네요. ], 긍정 텍스트 확률 : 96.37%"
"[ .맛있게 분유 클리어하고 .새우볶음밥도 클리어했네요.ㅎ.이탈리아 오브맘 분유는 맛이 깔끔해서 .투꿍이가 정말 맛있게 먹는거 같아요 ], 긍정 텍스트 확률 : 92.94%"
"[ .지난주엔 시댁과 친정이 있는 시골로 내려갔는데요.그때도 오브맘 분유 챙겨서 내려갔죠ㅎ.이제 투꿍이와의 외출], 긍정 텍스트 확률 : 90.98%"
"[ .아무튼 열이나서 그런지 기운도 없고.밥도 먹는 둥 마는둥 하는 투꿍이.오브맘 분유로 아침을 대신했네요 ], 긍정 텍스트 확률 : 50.04%"
"[ .밥은 잘 먹지 않더니 다행히.오브맘 액상분유는 꿀떡꿀떡 잘 먹네요 ], 긍정 텍스트 확률 : 51.63%"
"[ .언니는 신나게 할아버지와 아빠랑 물놀이를 하고.투꿍이는 저와 함께 텐트안에 있었네요.바람이 선선하게 불어서 집에 있는 것 보다 시원하더라구요 ], 긍정 텍스트 확률 : 74.02%"
"[ . 불필요한 열처리과정 최소화.산화방지기술적용. 자연 그대로의 원유 영양성분을 최대한 보존하고], 긍정 텍스트 확률 : 73.70%"
"[ . 매일 새롭게 짜낸 신선한 원유의 맛을 담아낸. 오브맘 액상분유는 필수로 챙겼죠ㅎ. ], 긍정 텍스트 확률 : 99.01%"
"[ .투꿍이도 맛있게 잘 먹네요.밖에서 먹으니 더 맛있지?? ], 긍정 텍스트 확률 : 64.47%"
"[ . 무균 상태에서 포장되어 별도의 소독 과정없이 바로 사용이 가능한.장점이 있구요 국제품질규격과 국제인증부다페스트을 .보유하여 안전성이 입증된 제품이라 안심하고 사용가능하답니다.. . ], 긍정 텍스트 확률 : 51.94%"
"[ .팩에 들어있어 누가 조유해도 .일정한 양으로 아이에게 먹일 수 있어.참 간편한 이탈리아액상분유 오브맘.영양과 편리함을 한팩에 담아냈네요ㅎ.요즘처럼 휴가철이나 월 추석 귀성길에도.간편하게 들고다닐 수 있어 정말 유용해서 좋아요.......제품만을 무상지원받아 작성된 후기입니다..... ...... ], 긍정 텍스트 확률 : 99.79%"
"[ .건우도 맛있는지 잘먹네요.울예쁜 조카도 좋아하겠지요?..이제 개월인 울조카를 위해.개월까지 먹을수 있는.단계를 준비했어요 ], 긍정 텍스트 확률 : 97.36%"
"[ . .?이탈리아액상분유이탈리아액상분유오브맘 .다른분유와 다르게.이탈리아 청정지역 원유를 사용.고품격 액상분유.원유 영양성분을 최대한 유지], 긍정 텍스트 확률 : 87.50%"
"[ 신선한원유 맛을담아낸.오브맘 분유 ], 긍정 텍스트 확률 : 97.69%"
"[ .열처리 과정을 최소화 하고 산화방지 기술을 적용해서.자연그대로의 영양성분을 유지 한다고 하더라고요..아기가 먹을 음식이기에.더 꼼꼼하고 잘살펴서.준비한. .?액상분유액상분유. .?오브맘오브맘..한박스에 개씩 들어있어요 ], 긍정 텍스트 확률 : 85.61%"
"[ .이제 다가오는 추석때 울조카.아주 편하게 젖병과.오브맘 들고 가볍게 올수 있을듯해요 ], 긍정 텍스트 확률 : 91.22%"
"[ .우리 꿀복이는 아직 태어나지 않아서.모유를 먹일생각을 하고 있지만.모유가 생각대로 나오지 않는경우가 많다고 하더라고요 ], 긍정 텍스트 확률 : 54.92%"
"[ .그래도 걱정하지말구.그때는 저도 오브맘분유를 준비해서.먹여야겠어요 ], 긍정 텍스트 확률 : 82.23%"
"[ .그라그 기획팩이 출시되어.월말], 긍정 텍스트 확률 : 76.64%"
"[ . 구매할수있다고 하니.좋은기회에 사놓는것도 좋을것 같아요 ], 긍정 텍스트 확률 : 63.73%"
"[ .....오브맘으로부터 제품을 무상으로 제공받아 작성한 후기입니다 ], 긍정 텍스트 확률 : 74.01%"
"[개월 울 둘째 분유 챙겨먹이는 중인데요간편하게 먹일 수 있는 휴가철필수품 오브맘 프리미엄액상분유 초이스 해봤어요 ], 긍정 텍스트 확률 : 98.79%"
"[ 액상분유는 좋은점이 휴가철 및 추석 귀성길에 무거운 짐 바리바리 싸들고 갈필요 없이가볍게 떠날 수 있도록 도와주어 센스만점인데요 ], 긍정 텍스트 확률 : 98.43%"
"[ 원료검사를 통해 영양성분이 설계된 배합비율에 따라 용해 후 원유와 용해한 원료들을 완전히 배합이 되도록 혼합을 시킨답니다°의 매우 높은 열로 초간의 순간 살균을 통해 품질은 유지하면서 미생물을 제거한 후 품질을 높이고 부드럽게 만들기 위한 균질공정 작업 후 액상유아식으로 포장이 된다네요 ], 긍정 텍스트 확률 : 89.95%"
"[ 오브맘 프리미엄액상분유 원료성분에 의해서 유지방층이나 침전물이 일부 발생할 수 있어서 개봉 전 세네번 흔들어 담아주세요 ], 긍정 텍스트 확률 : 94.46%"
"[ 액상분유 오브맘은 실온보관이 가능해서바로 수유할 수 도 있고요날씨가 추울 때는 온수에 분분정도 담가 따뜻하게 아이에게 먹이면 된답니다 ], 긍정 텍스트 확률 : 87.42%"
"[ 개월부터 개월까지 단계개월부터 개월까지 단계개월부터 개월까지 단계총 세 단계로 구성이 되어있답니다 ], 긍정 텍스트 확률 : 61.33%"
"[ 우리 둘째는 단계로 선택했어요빨대꽂아주면 스스로 들고 잘도 마신답니다액상분유는 따로 데울 필요없이 상온 그대로 먹일 수도 있어서 참 편리해서 엄지척이네요바로 젖병이나 빨대컵에 옮겨담아서 아이에게 먹이면 되고요 ], 긍정 텍스트 확률 : 60.65%"
"[ 특히 외출할때 기저귀며 물티슈], 긍정 텍스트 확률 : 90.25%"
"[아이먹을 분유까지 챙기다보면은 기저귀가방이 가득차게 되는데요...일반 분유는 보온병에 젖병에 챙길게 많은데...액상분유는 하나만 챙기면 끝 ㅎㅎ휴가철필수품으로 넘나 좋네요이탈리아 프리미엄 액상분유 오브맘 직접 먹여보니 액상분유추천 할 만 하네요 ], 긍정 텍스트 확률 : 88.35%"
"[ 이번에 오브맘 프리미엄액상분유 기획팩이 출시 되어서 월 말], 긍정 텍스트 확률 : 81.02%"
"[ 오브맘으로부터 제품을 무상으로 제공받아 작성한 후기입니다. ], 긍정 텍스트 확률 : 81.98%"
"[ ....예전에 프로그램에서 연예인이 먹여 화제가 된 액상분유가 있었지요.정말 핫했던.?액상분유액상분유 바로 그 액상분유가 오브맘 액상분유예요... ], 긍정 텍스트 확률 : 69.17%"
"[ ....볼로네이즈.?오브맘액상분유오브맘액상분유 는 이탈리아 청정지역의만을 사용한 고품격 액상분유로.오브맘컴퍼니와 년 전통의 이탈리아 . 유제품 회사 ], 긍정 텍스트 확률 : 74.27%"
"[ .그리고 피아첸차의연구센터 공동 개발로 만들어졌어요... ], 긍정 텍스트 확률 : 66.67%"
"[ ....오브맘 액상분유는즉 이탈리아 현지에서 생산 포장되어 완제품으로 들어오며.용기도 환경호르몬 걱정 없는 안전한 용기테트라팩를 사용한다네요... ], 긍정 텍스트 확률 : 64.54%"
"[ ....친정엄마가 한 번씩 오셔서 둘째를 봐주는데 가까운 게 잘 안 보여서 물 맞추기 힘들어하시더라고요.그래서 그런가 분유양이 자꾸 정도 차이가 나는 것 같더라고요ㅠㅠ.하지만 액상분유는 분유 탈 필요 없이 젖병에 따라 주기만 하면 돼서 편하다고 하시네요.액상분유는 누구든일정한 양으로 아이에게 먹일 수 있어 좋은 것 같아요... ], 긍정 텍스트 확률 : 99.54%"
"[ ....울 아기 오브맘 액상분유 먹는 중이에요.분유 거부가 좀 있는 입맛 까다로운 아기라 잘 먹을까 걱정했는데 걱정이 무색할 만큼 잘 먹어주네요... ], 긍정 텍스트 확률 : 98.20%"
"[ ....근데 액상분유는 다 거품이 생기나 봐요ㅠㅠ.신생아 때부터 먹어온 액상분유도 거품이 생겼었는데 오브맘 액상분유도 아기가 먹을수록 거품이 생기네요.그래도 아기가 공기를 먹고 그런 건 아닌 것 같아서 계속 먹이려고요 ....액상분유스테리바틀만 있으면.외출 시 짐이 진짜 가볍거든요 그래서 액상분유 포기할 수 없어요.저는 비닐을 이용하는 일회용 젖병만 알았는데 쓰고 버리는 일회용 젖병 스테리바틀이 있다니.세상 좋아졌네요.육아는 진짜 아템빨인 것 같아요 아템이 좋을수록 육아가 수월해져요ㅎㅎㅎ... ], 긍정 텍스트 확률 : 98.57%"
"[ ....원래 먹던 분유와 맛도 다르고 따뜻하지 않아 다 안 먹으면 어쩌지 했지만.울 아기 오브맘 액상분유싹 비웠답니다 ... ], 긍정 텍스트 확률 : 99.66%"
"[ 기존 가루 분유를 먹이다 젖병에 남아있는 분유 찌꺼기 제대로 안 닦인지 모르고소독기 돌려쓰려다 다시 설거지통에 박은 적이 몇 번 있었는데요액상분유는 젖병에 남김없이 깨끗하게 먹일 수 있어 설거지도 편해 좋네요액상분유 먹이는 이유가 간편해서인데 뒤처리까지 액상분유는 편하네요얼른 스테리바틀을 사야겠어요 그럼 더욱 편해지겠지요?ㅎㅎㅎ ], 긍정 텍스트 확률 : 98.78%"
"[ 뿐만 아니라 액상분유는 외출 시 짐이 가벼워 특히 좋고 이렇게 밤 수유할 때도 좋답니다밤에 졸린 눈으로 분유 안 타도되고 분유 타는 시간도 절약되니아기도 덜 울고 빨리 먹고 자서 일반 분유보다 액상분유가 더 편하더라고요... ], 긍정 텍스트 확률 : 97.49%"
"[ ....울 아기 밤잠 자기 전 마지막 수유 중이에요.얼른 쭉 빨아먹고 푹 자주길🙏🏻 내일 아침에 보자... ], 긍정 텍스트 확률 : 95.69%"
"[ ....추석 귀성길 액상분유 오브맘 챙겨 가볍게 다녀와야겠어요 ... ], 긍정 텍스트 확률 : 72.30%"
"[ ....휴가철 및 추석 귀성길 간편하고 가볍게 다녀오시라고.월 말 전국 할인점에서 최대할인된 가격에 오브맘 기획팩을 구매할 수 있으니 참고하세요 ], 긍정 텍스트 확률 : 61.98%"
"[ . 날씨가 너무 예쁜 요즘 .집순이인 저도 맑고 예쁜 하늘을 보면서 어디든 떠나고 싶다는 생각이 자꾸 들더라고요..곧 춥다고 꽁꽁 싸매고 춥다춥다 연신 노래를 부를테니까욤 ㅎㅎ .아이를 낳고 난 이후엔 모든 생활이 아이에게 꼭 맞춰진다고들 하잖아욤 하지만 저는 그렇게 생각하지 않았구 나의 생활에 아이가 잘 적응할 수 있도록 함께 노력하는 과정이란 생각을 했었거든요..그렇다보니 어리니까 나가지 말자는 없었고 생후 한 달도 채 되지 않아 주말마다 주말여행을 다니며 보냈던 기억이 새록새록 나네요 ㅎㅎ.키우는 당시엔 힘들다고 징징거렸을지라도 또 지나고보면 그때만큼 편했던 적이 없네 싶기도 한데 일단은 먹거리가 분유로 딱 정해져 있던 시절엔 너무너무 편했고], 긍정 텍스트 확률 : 99.92%"
"[후기를 거치면서는 여행이나 외출엔 이유식을 챙겨야하니 살짝 힘들었던 거 같아요.그리구 후기를 지나고 나면 또 외식도 자유로울 수 있으니 너무 좋았구요 .육아하는동안 가장 편했던 날은 오늘이라는 말이 꼭 맞다는 것을 알게되었었죠 ㅎㅎ..... ], 긍정 텍스트 확률 : 80.06%"
"[제가 자꾸 속여서 생우유를 먹였더니 더 이상 저를 믿으려고 하지 않는 사태까지 오는 바람에 이제 먹는 것으론 다신 ㅜㅜ 속여서 먹이지 않기로 다짐했거든요 ㅜㅜ..... ], 긍정 텍스트 확률 : 73.35%"
"[ .오늘도이마트다녀오면서 볼로네이즈오브맘 액상분유 를 구입했어요..오브맘 단계인데요], 긍정 텍스트 확률 : 98.86%"
"[단계의 경우 개월부터 개월까지 먹이는 것으로 단계가 적혀있지만 개월 넘어서 먹이면 안되는 것이 아니니까 크게 구애받지 않고 먹이고 있어요 .이마트에서 판매하고 있으니까 장보러 가면서 쉽게 구매할 수 있어 좋고], 긍정 텍스트 확률 : 62.74%"
"[비닐의 사용량을 줄여야한다는 말을 많이 듣게 되는데 그러니 이렇게 테트라팩에 담긴 모습이 괜스레 환경을 생각하는 기분이 들어 좋더라구요 ㅋㅋㅋ.그리고 이번 기획팩은 영국 . 일회용 젖병인 스테리바틀이 개 들어있어요.대박쓰 ...... ], 긍정 텍스트 확률 : 94.75%"
"[ .볼로네이즈 오브맘 기획팩 ], 긍정 텍스트 확률 : 80.22%"
"[무균 상태에서 포장되어 별도의 소독 과정없이 바로 사용할 수 있습니다..국제 품질 규격과 국제인증부다페스트을 보유하여 안정성이 입증된 제품이에요...이렇게 일회용 젖병이 함께 구성된 기획팩을 보니까 더욱 좋더라구요.아무래도 액상분유 하면 휴대가 간편한 것이 특징인데 테트라팩에 담겨있다보니 따로 젖병을 챙겨야함이 불편하다 싶을 수 있는데 이렇게 엄마의 마음를 백번 이해한 기분입니다 너무 괜찮쥬 ㅎㅎ.실제사용해보니 젖병도], 긍정 텍스트 확률 : 100.00%"
"[ .개봉해보니 총 개의 오브맘 액상분유와 스테리바틀이 한 박스에 구성되어 있어요.박스 속에 다시 개별 박스로 되어있네요..... ], 긍정 텍스트 확률 : 97.63%"
"[기술을 적용하여 열처리 가공 최소화 및 산화 방지기술 적용하여 원유 영양 성분을 최대한 유지했어요 덕분에 신선한 원유의 맛을 담을 수 있었죠...... ], 긍정 텍스트 확률 : 76.91%"
"[ .두뇌발달과 면역기능], 긍정 텍스트 확률 : 50.87%"
"[장기능 발달 및 배변활동에 도움을 주어요.와 의 흡수가 잘 되도록배합하고], 긍정 텍스트 확률 : 59.64%"
"[세포성장과 분화에 도움을 주는 엽산 배합으로 성분을 보강했습니다..장내 유익슌 증식을 돕는 갈락토올리고당], 긍정 텍스트 확률 : 54.60%"
"[지방의 소화흡수에 도움을 주는 카르니틴], 긍정 텍스트 확률 : 56.99%"
"[칼륨을 충분히 함유하였습니다..모유의 주요 성분인 리넬렌산과 리놀렌산을 배합하였어요..뼈의 주요 구성 성분인 칼슘과 인을기준에 맞게 함유하였어요.이 모든 것들이 성장단계별 최적의 영양을 설계한 꼼꼼한 모습이었습니다 ..... ], 긍정 텍스트 확률 : 74.21%"
"[개월부터 개월까지는 씩 하루 번 수유를 권해요..아무래도 자랄 수록 밥으로 얻는 영양분이 많으니까 자연스레 분유를 먹는 양이 줄어드는 것 같아요..... ], 긍정 텍스트 확률 : 65.41%"
"[ .알프스 산맥과 비옥한 강이 흐르는 이탈리아 청정지역의만을 사용한 고품격 액상분유입니다..년 전통의 유제품 회사 그라나롤로에서 생산되는 것으로서 이탈리아 위생당국의 엄격한 기준에 맞춰 체세포수], 긍정 텍스트 확률 : 73.63%"
"[세균수], 긍정 텍스트 확률 : 68.64%"
"[원유만을 사용하였어요.. 운송 시스템을 가졌어요..또한 단백질함량], 긍정 텍스트 확률 : 88.06%"
"[ .소중한 아이의 성장], 긍정 텍스트 확률 : 74.76%"
"[그리고 엄마의 편안하고 우아한 육아를 위해 이젠 가루분유 말구 이렇게 테트라팩에 담긴 오브맘을 갖고 나가면 딱 좋겠어요 에헤헿. 너무 가볍고 편합니다 .... ], 긍정 텍스트 확률 : 54.73%"
"[ .개월 전후로 사용할 수 있는의 젖꼭지가 있는 일회용 젖병이 함께 담겨있습니당..더더욱 편안한 수유 뿐만 아니라 외출도 되겠죵? ㅎㅎ..... ], 긍정 텍스트 확률 : 83.97%"
"[ .무균상태에서 포장되어서 별도의 소독 과정을 하지 않고 바로 사용할 수 있어요.완전 좋습니다 ㅎㅎ.든든한 지원군을 만난 기분이랄까요? ㅋㅋㅋ..... ], 긍정 텍스트 확률 : 80.77%"
"[ .테트라팩을 개봉.개봉 후 이렇게 부어주면 되어요.저는 여태 유리젖병을 위주로 사용했었는데 요즘은 유리 아니라도 안전한 제품들이 되게 많더라고요.이것 역시 안전하게 사용할 수 있습니당..... ], 긍정 텍스트 확률 : 87.60%"
"[ .총 입니다.젖병 윗 부분이 조금 넉넉하게 남아있죵 .너무 꽉 차게 디자인되었으면 흘릴 수 있으니까 좋네옄ㅋㅋㅋㅋ..... ], 긍정 텍스트 확률 : 99.17%"
"[ .소중한 아이의 성장과 발육을 위해 성장 단계별 최적의 영양소 배합을 하여어요.누가 먹여도 늘 일정하게 조유된 것을 먹일 수 있으니 좋구요.분유와 같은 고형 제품의 생산은 완벽한 무균 공정이 될 수 없는데 액상분유는 초고온 순간멸균 및으로 완전 무균 상태를 유지할 수 있어 예민한 아이들에게도 꼭 맞는 것 같아여..... ], 긍정 텍스트 확률 : 99.60%"
"[ .에헿헿헿♥.완죤 조아영 .잘 먹어주니 좋고 건강하게 자랄 수 있음에 더더욱 좋은 것 같아요..... ], 긍정 텍스트 확률 : 99.80%"
"[ .완분하는 아이들에겐 주식이니까 더더욱 깐깐하게 골라보는 것을 저는 추천드려요.이번 기획팩 속 스테리바틀 젖병은 실제 사용해보니 일회용스럽지 않고 너무 좋네요 ..... ], 긍정 텍스트 확률 : 99.61%"
"[.... .?오브맘오브맘.?오브맘액상분유오브맘액상분유.?액상분유액상분유.?분유분유.?소화잘되는분유소화잘되는분유 ..오브맘 액상분유], 긍정 텍스트 확률 : 89.76%"
