"[한달후기 에 대해서 얘기를 해볼까해요 ], 긍정 텍스트 확률 : 81.22%"
"[ 처음엔 이게뭐야 하고 잡고 만지작 만지작 거리더나한번 두번 입에 대더니 어느새 쭉쭉 다먹어주더라구요모유만 먹던 아기라서 잘먹어줄까 하고걱정반 기대반 이였는데요다행이도 완모아기인 우리다온이 얼마나 잘먹어주던지그만큼 엄마 모유와 가까운 성분인 산양유로아기가 거부감없이 잘먹어주는거 같더라구요아이가 소화가 잘될수있게 소화 흡수가 잘되는 단백질 지방조성에아기 성장에도움을 주는 영양설계로탈지하지 않는 산양원유를 사용하고영유아게 꼭 필요한 등을 배합하여단유로 가기위해 우리 아기 아이배냇 컨피던트 산양분유로조금씩 연습중인데요소화가 잘되는지 아이가 다행이 변비없이 황금똥을 누고있는데요아이에게 모유와 가까운 아기분유를 찾으신다면아이배냇 컨피던트 산양.?분유추천분유추천 하고 싶어요 ], 긍정 텍스트 확률 : 67.30%"
"[이 제품은 아이배냇에서 무상으로 제품만을 받아 솔직하게 작성한 후기입니다. ], 긍정 텍스트 확률 : 70.16%"
"[ ...? 아이배냇 ...? 컨피던트산양유아식 ...? 단계개월부터 개월까지양은이랍니다. ], 긍정 텍스트 확률 : 63.50%"
"[ 순 산양유아식의 유성분은 산양유만을 사용하고아기에게 꼭 필요한 성분만을 과학적으로 설계하여 직접 만든 산양유아식이랍니다. ], 긍정 텍스트 확률 : 63.49%"
"[지방으로 조성되어 있어요.위산에 응고되어 소화를 방해하는카제인이 적고소화에 도움을 주는 부드러운 카제인의 함량이 많이 소화가 용이하데요. ], 긍정 텍스트 확률 : 71.15%"
"[카르니틴 등은 아기의 성장에 도움을 주고구리와 아연은인체 내 각종 효소의 구성 성분으로 단백질 합성에 꼭 필요한 요소에요.칼슘 함량을 높이고 칼슘 흡수를 돕는 것으로 알려진 도 함유되어 있답니다. ], 긍정 텍스트 확률 : 95.01%"
"[ 분유 뚜껑에는 개봉일을 적는 부분이 있어요. ], 긍정 텍스트 확률 : 71.41%"
"[ 개봉후엔 유통기한이 주 이내이기 때문에언제 개봉을 했는지 쉽게 알 수 있답니다. ], 긍정 텍스트 확률 : 58.15%"
"[ 밥인걸 아는지 관심을 가지기 시작했어요 ㅎㅎ ], 긍정 텍스트 확률 : 62.41%"
"[ 예전에는 스푼을 분유 속에서 찾았던 기억이 있는데뚜껑 위에 이렇게 있으니 위생적이네요 ], 긍정 텍스트 확률 : 93.38%"
"[ 분유가 처음이라 혹시나하고먹여보았어요. ], 긍정 텍스트 확률 : 56.26%"
"[ 조리원시절 신생아 때 말고젖병과 분유가 처음이었는데처음엔 머지? 하더니 이내 잘 먹네요 ], 긍정 텍스트 확률 : 68.21%"
"[ 먹기 좋게 자른 후 그릇에 담아주었답니다 ], 긍정 텍스트 확률 : 82.82%"
"[ 분유빵은 처음이라 ㅎㅎㅎ아직은 먹는 것보단 흘리는게 더 많네요 ㅎㅎ ], 긍정 텍스트 확률 : 97.40%"
"[ 결국엔 제가 하나씩 입에 넣어주었답니다 ㅎㅎ ...? 아이배냇컨피던트순산양유아식혹시나 분유 거부감이 있으면 어쩌지 했던 고민이 이젠 해결이 다 되었어요드뎌 아이에게 맞는 분유를 찾았답니다분유 선택에 고민이 있으시다면 추천드려요 ], 긍정 텍스트 확률 : 68.91%"
"[.?아이배냇아이배냇.?컨피던트산양유아식컨피던트산양유아식.?산양분유산양분유다시 산양분유를 찾아왔어요아무래도 산양유가 일반 분유보다 영양성분이 좋아우리아들이 잘만 먹어준다면 더 쑥쑥 크지 않을까그런 애미의 마음을 가득담아 선택했어요아이배냇에서 이번에새로 업그레이드되어 나온컨피던트 산양유아식 분유예요탈지하지 않은 산양유를 그대로산양유 성분이. 함유 되어 있다고 하는데요아이배냇 산양유에는철분아연칼슘 등의 미네랄 성분이 아주 풍부 하고특히나 아이성장에 중요한구리와 아연 도 함유 되어있어아이영양까지 생각한 산양분유예요 구리 는 인체 내 각종 효소의 구성성분인데다아연 은 단백질 합성에 꼭 필요한 요소로정상적인 세포분열 을 위해 꼭 필요한 성분이예요], 긍정 텍스트 확률 : 100.00%"
"[ 개봉하면 스푼이 들어있고스푼은 뚜껑에 부착이 가능하기에 위생적으로 사용할 수 있어요 ], 긍정 텍스트 확률 : 51.52%"
"[ 열어보자 마자 놀랬던게 입자가 엄청 고와요], 긍정 텍스트 확률 : 88.05%"
"[ 지금 먹고 있는 타사 분유와 비교해보니색상도 일반 분유에 비해 옅은 미색을 띄고 있고입자부터도 차이가 느껴지더라구요], 긍정 텍스트 확률 : 79.61%"
"[ 정말 입자가 곱지 않나요 ?덕분에 기존분유에 비해 잘 녹아서 너무 좋더라구요], 긍정 텍스트 확률 : 71.54%"
"[ 오랜만에보는 황금변에 기분 좋은 엄마 ㅋㅋㅋㅋㅋ .?소화잘되는산양분유소화잘되는산양분유.?아이배냇산양분유아이배냇산양분유.?분유추천분유추천 ], 긍정 텍스트 확률 : 99.82%"
"[ 셀프 수유 가능하지만우리집 상전님께서는 셀프수유를 안하세요무슨 눕지도 않고 꼿꼿하게 앉아서 분유 먹겠다고 ㅜㅜ ], 긍정 텍스트 확률 : 69.05%"
"[ 적응과정없이 바로 아이배냇 산양분유를 먹는데도거부감 없이 잘 먹어주더라구요 앞에서 아빠가 사진찍으며 장난치니 마지막에 씩 웃는데 엄마 심쿵 ♥ ], 긍정 텍스트 확률 : 99.92%"
"[ 우리아들 영양과 소화를 생각해 선택한아이배냇 컨피던트 산양유아식아들한테 잘맞기도하니 더욱 만족스러워요 ♥이제 이거 먹고 더 쑥쑥 크자 아들 해당업체로부터 제품만을 무상제공받아솔직하게 작성된 후기입니다 ], 긍정 텍스트 확률 : 99.93%"
"[이제 주뒤면 송송이 돌돌을 기점으로 분유를 끊으려고했는데 전문가와상담하니 두돌까지 정도 하루수유해주면성장등에도 좋다고], 긍정 텍스트 확률 : 51.94%"
"[간식개념으로라도 먹이라고 해서돌이후에도 먹일생각이에요분유거부하는아이들은 어쩔수없이 못먹인다던데..우리 송송이는 하루세끼분유 번 너무 잘먹어주고있어서 고맙 ], 긍정 텍스트 확률 : 78.86%"
"[ 지금은 유기농궁을 너무나 잘먹고있는데이번에는 탈지하지않은 산양원유 그대로인 아이배냇 컨피던트 산양분유 먹여봤어요영유아에게 필요한등을 배합하고 ], 긍정 텍스트 확률 : 94.77%"
"[산양유지방도 그대로 사용한다니 냠냠하자 ], 긍정 텍스트 확률 : 51.47%"
"[ 대영양소가 들어있는 아이배냇 산양분유 쭉 먹어보자 ], 긍정 텍스트 확률 : 76.36%"
"[ 산양유라서 그런가?뭉쳐지는것도 일반분유에 비해 적고 아주 잘녹아요..이런거 넘좋음..궁은 살짝 뭉치기때문에 막 흔들어야함 ㅋㅋㅋ컨피던트 산양유아식은 산양유만을 사용해서 만든 순 산양유아식으로 우리 송송이는 주뒤면 돌이에요.그래서 단계먹는중탈지하지 않은 산양원유라 너무 잘녹고], 긍정 텍스트 확률 : 97.32%"
"[넘 잘먹어서 넘뿌듯 ], 긍정 텍스트 확률 : 87.81%"
"[ 이 제품은 업체에서 무상으로 받아 솔직하게 작성한 후기입니다. ], 긍정 텍스트 확률 : 70.16%"
"[.딸 둘 연년생 육아중인 예나맘이에요..완분사랑이라 첫째도 둘째도 조리원 나오고부터 쭉 분유수유 중인데 첫째가 게워냄이 심해서 이분유 저분유 분유 유목민 생활하다 지금은 아니지만 당시 아이배냇 분유를 체험신청하면 증정해주는 이벤트가 있었어서 먹여보았는데 찰떡이라 정착하고 운이 좋게 서포터즈 활동까지 하며 아이배냇 매니아가 되었어요..그렇게 개월을 열심히 수유하다 첫째는 스스로 분유를 끊어버려서 잠시 분유생활을 쉬다가 금방 둘째를 출산해서 다시 스타트 ㅠㅠ. ], 긍정 텍스트 확률 : 79.25%"
