"[ .딱풀이의 첫 시판이유식.. 팜투베이비로 시작했다ㅎㅎ.내가 집에서 육아를 하니], 긍정 텍스트 확률 : 77.34%"
"[ 외출하게 되면 두번째 이유식을 종종 못먹이는지라 매일 오전은 이렇게 비타민와 유산균을 함께 챙겨먹여요그리고 어플에도 꼼꼼히 체크], 긍정 텍스트 확률 : 68.65%"
"[ 이유식을 시작하니 물 먹는 양도 점점 늘어나는듯 해요.양손으로 꼭 잡고 먹는 또유리 ], 긍정 텍스트 확률 : 75.14%"
"[ 울다가도 입속으로 들어가면 뚝 그치는 매직ㅋㅋㅋ후기는 팜투베이비로 해야할까 싶어요.굿스타트 추천식단으로 일분씩 배달이유식으로 먹일까 고민고민 . ], 긍정 텍스트 확률 : 83.24%"
"[.아기가 이유식을 영 먹질 않아서.집 근처 시판이유식을 사다 먹였는데 마찬가지....그러다 지인분이 추천해주셔서.팜투베이비 이유식 무료샘플을 신청해보았어요..제일 빠른 배송일이 열흘 후 였는데.사실 팜투베이비 이유식샘플이 도착하기 전.지난 밥솥 이유식부터 아기가 잘먹기 시작했다는 ], 긍정 텍스트 확률 : 95.02%"
"[ .아무튼 신청했던 이유식 샘플이 도착했어요..이날 외출중이었는데 세시쯤 도착했다 연락을 받았고.집에는 여섯시가 좀 안되어 도착했어요 ], 긍정 텍스트 확률 : 72.75%"
"[ .이유식 샘플은 두개가 가능해서.아직 먹여보지 않은 흰살생선이 들어간걸로.흰살생선애호박톳죽과.다른 하나도 아직 먹여보지 않은 재료인.구기자대추죽으로 했어요 ], 긍정 텍스트 확률 : 75.33%"
"[ .흰살생선애호박톳죽은 열어보니 바로 크래미냄새가 나더라구요 ㅋㅋ.맛은 전혀 달랐어요.저는 크래미냄새같아서 맛있는냄새가 난다고 생각했는데.한편으로 아기가 먹기에는 비릴수도 있겠다 싶었어요 ], 긍정 텍스트 확률 : 95.28%"
"[ 이유식 후기는...앞서 기재했지만 팜투베이비 이유식샘플을 신청할 당시에는 아기가 이유식을 잘 먹지 않았어요그래서 시판이유식을 먹여보자 하여지인분이 추천해주신 곳에서 신청한거예요가장 빠른 배송가능일이 열흘 뒤라서이유식을 기다리는 동안아기가 갑자기 이유식을 잘 먹게되는 순간이 오더라구요그전엔 숟가락에 입을 벌리지도 않고이유식 먹는데 관심이 없어보였는데어느 순간부터 숟가락이 가면 입을 벌리고받아먹는다는 느낌이 확연하더라구요그리고 이유식도 잘 먹기 시작해서씩 담아둔 이유식통을한번에 세통까지도 싹싹 비웠어요팜투베이비 이유식샘플이 왔을때에도 기대했지만아무래도 하나는 생선이 들어가서 아기한테 비릴 수 있고], 긍정 텍스트 확률 : 57.28%"
"[요즘 출산율이 저조하다는데 제가 사는 서울은 소아과나 어린이집 대기가 길고 어딜가도 가족 단위가 많이 보여서 딱히 체감하진 못하지만], 긍정 텍스트 확률 : 76.62%"
"[그래도 외동인 아이들이 많이 늘어난 것도 사실이에요.아마 하나만 낳아서 부족함 없이 해주고 싶은 마음이 크기 때문일인데 덕분에 아이들을 위한 육아용품 브랜드가 다양하지만 그중에서도 최고를 고르려하고 먹을수 있는 먹거리 종류도 꽤나 많지만 비용을 떠나 더 안전하고 영양가 높은것을 찾게되죠.], 긍정 텍스트 확률 : 99.99%"
"[무항생제 한우], 긍정 텍스트 확률 : 51.42%"
"[자연방사 유정란 등등 내가 먹는것보다 더 깐깐한 기준으로 식재료를 체크하게 되고 영양이 풍부한 맛있는걸 먹이고 싶잖아요.? 단순히 먹는것에서 그치지 않고 세 살 버릇이 여든 간다.’ 는 말처럼 어렸을적 습관이나 버릇], 긍정 텍스트 확률 : 93.84%"
"[ 이날도 한그릇 뚝닥 비우고 더 먹고싶어해서 추가로 먹였는데 정말 잘 먹어줘서 엄청 뿌듯하고 예뻐요. 사실 지난주 누나들이 열감기에 폐렴으로 아팠고 바이러스가 옮아서 막둥이도 항생제 약을 먹는중인데 기침으로 분유양이 확 줄었거든요. ㅠㅠ 그런데 이유식을 이렇게 잘 먹어주니 부족한 영양소를 채울수 있어서 약간 마음의 위로가 되더라고요. 흑흑 ], 긍정 텍스트 확률 : 99.95%"
"[ ㅇ유식은 처음에 쌀가루를 이용한 초기부터 시작해 아이의 적응이나 조작능력을 체크하며 하나씩 단계를 거쳐 중기와 후기 완료기까지 이어지죠.몇 개월에 어느정도를 먹여야 한다는 가이드는 있지만 그보다 우선은 우리 아기가 얼마나 적응했는가 인것 같아요. ], 긍정 텍스트 확률 : 66.52%"
"[ 종류도 무척 다양해서 이유식 색깔도 다양한데 맛있어서 먹었다하면 완판이라 엄마는 요즘 행복한 비명을 지르고 있다죠껄껄], 긍정 텍스트 확률 : 89.32%"
"[ 요즘 아이 둘 아빠 유ㅈ태 님이 모델로 있어서 유지태 이유식이라고 불리기도 하는데 성장 단계에 맞춰 총 단계로 구분되어 타 브랜드 보다 더 세분화 되어 있더라고요. 사실 아이들이 잘 먹다가도 후기이유식을 전후로 대부분 정체기 혹은 거부하는 순간이 오더라고요. 저희 아이들도 그랬어서 막 쫓아다니며 먹이고], 긍정 텍스트 확률 : 99.45%"
"[치즈를 올리기도 하고], 긍정 텍스트 확률 : 50.07%"
"[ 아기들 잘 먹는 모습보면 너무 예뻐서 사진도 찍고 영상도 남기고 싶은게 부모 마음인데별스타그램 이벵 도 있네요. 배달 올때 함께 들어있던 포토프레임을 활용. 우리 아기가 유지태이유식 먹방하는 모습을 찍어주세요. 필수 해시테크.?팜투베이비팜투베이비.?배달이유식배달이유식.?이유식먹방이유식먹방.?유지태이유식유지태이유식... 팔로잉 은 필수입니다. ], 긍정 텍스트 확률 : 99.84%"
"[ 명을 선정해 만 뽀인트가 주어진다니 당첨되는 상상만해도 즐겁네요♡우리 아기가 맛있게 먹고 있는 좋은 재료], 긍정 텍스트 확률 : 90.71%"
"[좋은 이유식 팜투베이비], 긍정 텍스트 확률 : 88.39%"
"[ ✔︎ 원재료와 함량], 긍정 텍스트 확률 : 64.63%"
"[ 아기 잘 때 자야되는데그 피곤을 조금 참고 즐기는 혼자만의 시간이참 꿀맛 같더라구요ㅋㅋ여튼오늘의 소중한 포팅은 다름아닌 이유식 ], 긍정 텍스트 확률 : 99.45%"
"[ 그래서 배달이유식을 보게되었고그 중 요즘 유지태이유식 으로 맘들사이에서 한 한 ], 긍정 텍스트 확률 : 97.62%"
"[ 먹여봤어요아무래도 배달 이유식이 더 위생적이고영양가있고 체계적인 식단으로아기 발달에도 좋을 것 같아서 선택했는데와....진즉에 사먹일걸 ㅠㅠ아기도 너무 잘 먹어주니 이거만큼 편한게 엄떠라구요팜투베이비 전용 아이스박스에 담겨져서안전하게 배송되어오구요아이스팩도 팜투베이비 전용으로 제작되어큼직큼직해서 배송중 음식이 변질될 염려가 도엄슴요 ], 긍정 텍스트 확률 : 97.62%"
"[ 팜투베이비 배달이유식을 처음 먹였을 때는또 내가 만든거 주는 줄 알고뱉어서 손으로 만져보고 하더니몇 번 더 주니 와.... 그냥 잘 받아먹고요? ㅋ ], 긍정 텍스트 확률 : 63.69%"
"[ 손이 입에 가질않고 입을 오물오물 바로 먹고 삼키는데진짜 끄암놀 ㅋㅋ우리 다니도 지금 개월넘게 이유식을 먹여보니이유식의 농도가.. 참 중요하더라구요내가 만들때도 거의 죽을 넘어서서 떡이 된 적도 있었는데 ㅋㅋ너무 찐득해도 싫어하고너무 묽어도 싫어하더라구요근데 팜투베이비 유지태이유식은 농도가 딱아기가 적당히 오물거리고 넘기기 딱 좋은 농도라서거부감 없이 잘 먹어주더라구요 ], 긍정 텍스트 확률 : 99.83%"
"[ ㅋㅋㅋㅋㅋ와나..세상에.. ㅋㅋㅋ엄마한테 엄마미소 보여주기 있는거가ㅋㅋ ], 긍정 텍스트 확률 : 80.70%"
"[무항생제 한우등좋은 식재료를 사용해서 프리미엄급 이유식을 만들죠잉 ], 긍정 텍스트 확률 : 67.26%"
"[ 중기후기로 넘어갈수록 이유식 재료도 다양해지고집에서 매일매일 구매하고 손질해서 만드는 시간과 비용대비팜투베이비 배달이유식 한 팩이면우리 아기 영양을 듬뿍 채워줄 수 있어서가성비 굿굿 입미다요 ], 긍정 텍스트 확률 : 51.54%"
"[ 아침 식사시간에 사진찍었는데우리 다니 햇살 좀 받아서사진이 참 이쁘게 잘 나왔고요? ㅋㅋ엄마눈엔 다 이뻐서 같아보이는 사진도 계속 투척 ㅋㅋㅋ ], 긍정 텍스트 확률 : 95.48%"
"[ 저는 중기부터 먹이고 신시계를 경험하고 있지만팜투베이비 유지태이유식은처음 시작하는 아기와 엄마를 위해총 가지의 체계적인 구성으로이유식 시작을 도와주는 프로그램도 있고영양전문가가 각 단계별로도 정기배송을 통해맞춤식단을 제공해서 체계적인 영양공급을 도와주는 식단도 있어요 처음이라 잘 먹는지 궁금해서 이것저것 먹여봤는데이거 다 먹이면 정기배송으로 꾸준히 먹여야겠어요 우리 다니에게 먹여보기 전에도유지태이유식이라 믿음이 갔지만먹여보고 나서는 정말 괜찮은이유식이라는 확신이 든팜투베이비 선택하길 참 잘 한 것 같아요우리 다니마니마니 먹고 건강하료무낭지금 팜투베이비에서는 다양한 이벤트가 많아요처음 먹여보는 맘을 위한 팩무료행사다둥이 혜택유지태 인스타 리그램참여해서 득템하세요잉 ], 긍정 텍스트 확률 : 92.54%"
"[ 엄청 커다란 아이스팩과 함께 온 팜투베이비 이유식 ], 긍정 텍스트 확률 : 89.00%"
"[ 제가 지난주 목요일에 주문했는데.금요일 제조해서 바로 발송.토요일에 받을 수 있더라구요 위의 다양한 메뉴들은 후기이유식.저는 배달이유식 주문할 때], 긍정 텍스트 확률 : 58.44%"
"[ 이건 완료기이유식 메뉴에요.역시나 신제품들 여러가지 있어요 그 중에 저는짱군이 먹어보지 않은한우아스파라거스단호박진밥과제가 집에서 만들어 먹일 일 없는참치두부진밥을 선택했어요.짱군은 집에서 후기일까 완료기일까그 중간쯤으로 이유식 만들어 먹이는데팜푸베이비 이유식으로는 어떤 게 더짱군에게 맞을지 궁금해서 완료기도 시켜본 것 ], 긍정 텍스트 확률 : 95.29%"
"[ 이제 본인 먹을 걸 딱 아는 짱군.밥이 잔뜩 와서 좋은지한참동안 이유식 만지작만지작. ], 긍정 텍스트 확률 : 77.67%"
"[ 제가 여행용 이유식의 조건으로뚜껑이 있으면 좋겠다고 적었는데.바로 이런 뚜껑이요 여행 다니다보면 은근히 식당에전자레인지 없는 곳이 있어서.숙소에서 전자레인지에 밥 미리 데우고뚜껑 닫아서 가지고 나가야 편하거든요. ], 긍정 텍스트 확률 : 79.09%"
"[딱 좋은데 싶은 정도.이 한우영양죽은 첫날 받아서 먹은거라수분감이 좀 더 느껴졌던 거고...냉장고에 들어갔다 먹은 다음날부터는딱 제가 직접 만든 이유식 느낌이었어요 ㅎㅎ ], 긍정 텍스트 확률 : 97.23%"
"[ 용량의 이유식 많은데.팜투베이비 은 정말 꽉 찬 느낌?이유식 용기 깊이도 꽤 깊어요. ], 긍정 텍스트 확률 : 98.38%"
"[ 잘 먹는 모습은 번 봐도 예쁘니까동영상으로도 저장 꾸욱. ], 긍정 텍스트 확률 : 93.54%"
"[ 혼자 퍼서 쪽쪽 빨아 먹을 정도면무조건 성공이다], 긍정 텍스트 확률 : 74.41%"
"[ 짱군이 먼저 신나서 냄새를 킁킁.음 팜투베이비 이유식은 딱 열었을 때육수냄새가 엄청 진하게 나요.맛있겠다 싶은 그 냄새요 ㅋㅋㅋㅋㅋ그래도 저도 모르게 남은 밥알 먹어봤다는.분명 맛은 그냥 이유식 특유의 그 맛인데 ㅋㅋ육수를 정말 진하게 사용하는지이유식 거부 심한 짱군이 유독 잘 먹었어요. ], 긍정 텍스트 확률 : 71.33%"
"[ 엄마 숟가락도 자기 숟가락도다 들고 있겠다는 욕심쟁이 짱군이스스로 덥썩 덥썩 먹는 거 보면입맛에 맞구나. 바로 알 수 있지요], 긍정 텍스트 확률 : 54.06%"
"[ 먹을 때마다 뚜껑 사진 찍어놨는데.재료마다 칼로리가 많이 다르다는 거이번에 처음 알았네요 ㅎㅎㅎㅎㅎ밥 한끼 칼로리는 비슷한 줄 알았거든요. ], 긍정 텍스트 확률 : 69.91%"
"[ 원재료 및 함량 보면대부분 무농약], 긍정 텍스트 확률 : 63.64%"
"[ 요날은 을 먹어서 우와 했더니. ], 긍정 텍스트 확률 : 50.84%"
"[ 심지어 이날은 을 다 먹었어요.후기이유식 시기], 긍정 텍스트 확률 : 59.97%"
"[ 당연하게 먹는 애들도많다는 거 알지만... 즈히 아들.. 전후 먹었었단 말이죠 ㅠㅠ엄청 예뻐서 안고 뽀뽀하고 꺄꺅.제가 이 날 ㅋㅋ 제주도가서 먹을 배달이유식팜투베이비로 마음의 결정을 마쳤어요 ㅋㅋ ], 긍정 텍스트 확률 : 99.96%"
"[ 확실히 후기보다 수분감이 적네요. ], 긍정 텍스트 확률 : 71.65%"
"[윌리엄과 벤틀리과 모델인팜투베이비에 더 애정이 가네요 ♡무려 종의 새로운 이유식 메뉴가 출시된아기가 잘 먹는 이유식 팜투베이비. ], 긍정 텍스트 확률 : 85.85%"
"[내일모레까지 진행되는팜투베이비 해피백 이벤트도 있으니개월 아기 키우고 있으시다면꼭꼭], 긍정 텍스트 확률 : 63.82%"
"[튼튼이는 꾸준히 배달이유식을 사먹이고 있어요.처음엔 조금 사먹이다가 여유생기면 다시 만들어서 줘야지 싶었는데 시판이유식도 너무 잘먹고 솔직히 엄마가 만드는 것보다 맛도 좋고 ㅋㅋㅋㅋ배달이유식에 빠지면 다시는 빠져나가지 못한다오....ㅋㅋㅋㅋ최근에 먹었던 팜투베이비를 참 잘먹어서 다시 주문해서 먹고 있답니다. ], 긍정 텍스트 확률 : 98.14%"
"[ 팜투베이비는 배송시스템도 잘 되어 있어요.날씨가 더워지니 음식물 택배는 아무래도 신경이 쓰이더라구요.특히나 아기가 먹는 이유식에 대해서는 더 까다롭게 굴게 되는데 팜투베이비는 프레쉬 패킹시스템으로 배송되서 폭염에도 안심할 수 있겠더라구요.오전 시 전에 주문한 이유식은 당일 출고되어 다음날 받을 수 있고], 긍정 텍스트 확률 : 79.77%"
"[시 이후 주문한 이유식은 주문 다음날 생산하여 이틀 뒤에 받을 수 있어요. ], 긍정 텍스트 확률 : 84.26%"
"[ 아이스팩 아래는 투명보호 필름 포장이 되어있어서 외부 이물로부터도 보호할 수 있답니다.예전에 먹여봤을때 잘 먹었던 재료 위주로 해서 팩 주문을 해봤어요.지난 번 팜투베이비를 이용했을때는 중기이유식 중이었는데 어느덧 후기이유식을 먹는 아기가 되어버렸네요ㅎㅎ ], 긍정 텍스트 확률 : 73.11%"
"[ 냉장고 튼튼이 전용칸에 이유식 차곡차곡 쌓아놓으면 얼마나 마음이 든든하게요투명용기로 보이는 죽상태를 보니 확실히 후기이유식이라 조금 입자가 커졌구나 싶더라구요 ], 긍정 텍스트 확률 : 85.09%"
"[ 원재료를 보시면 아시겠지만 팜투베이비는 유기농 배아미를 비롯하여 국내산 친환경 채소], 긍정 텍스트 확률 : 61.58%"
"[무항생제 한우 등 깐깐하게 고른 신선한 재료만을 사용해요.야채 육수를 쓸 때 어떤 야채로 우려냈는지도 꼼꼼하게 다 기입이 되어있어요.중량은 으로 중기보다는더 늘었네요많이 먹는 아기들은한팩을 한번에 다 먹는다고 하던데 튼튼이는 아직 분유를 더 좋아해서 정도 먹고 있어요. ], 긍정 텍스트 확률 : 62.73%"
"[ 한우로메인뿌리채소죽도 먹고.대구살비타민콘스프죽도 먹고.전자렌지에 데워서 늘 먹이기 전에 온도 체크를 하는데 손등에 살짝 묻혀서 맛보면 엄청 맛있더라구요?ㅋㅋㅋ ], 긍정 텍스트 확률 : 75.11%"
"[ 요즘 가장 잘 이용하는 이유식 용기와 이유식 스푼.잘 모를때는 이유식 스푼이 중요한가 싶었는데 와], 긍정 텍스트 확률 : 85.78%"
"[ 오늘은 닭가슴살단호박가지죽을 먹어볼까?닭가슴살], 긍정 텍스트 확률 : 89.65%"
"[ 확실히 후기라서 점점 어른들이 먹는 죽과 입자크기와 점도가 비슷해지고 있어요.처음 후기이유식으로 넘어갈때는 입자가 너무 커서 소화시킬 수 있나? 약간 걱정스러웠는데 이제 치아도 많이 나고소화기관도 많이 발달했는지 무리없이 잘 먹더라구요.팜투베이비가 다른 배달이유식과 비교하면 조금 꾸덕한 편인 것 같은데 튼튼이는 이런 점도를 좋아하더라구요. ], 긍정 텍스트 확률 : 99.34%"
"[ 닭가슴살호박가지죽먹어보자. ], 긍정 텍스트 확률 : 81.62%"
"[ 앙 야무지게 먹어야지. ], 긍정 텍스트 확률 : 63.54%"
"[ 맛있게 먹다가 외할미 영상통화 와서 배부르니 기분좋게 통화도 하고. ㅎㅎㅎ ], 긍정 텍스트 확률 : 97.05%"
"[ 지금은 팩 남아서 또 급하게 주문해야해요ㅋㅋㅋ잘먹으니 넘넘 예뻐서 팜투베이비 스릉흔드.팜투베이비는 신규 고객이라면 누구나 배송비 원만 부담하면 이유식], 긍정 텍스트 확률 : 83.25%"
"[성장식 팩 무료체험이 가능해요.아기에게 한 번 먹여보고 싶다 싶으신 맘들은 무료체험 꼭 신청해보세요♥ ], 긍정 텍스트 확률 : 99.19%"
"[ 지금 팜투베이비에서는 이유식 소스 체험단을 모집하고 있어요.이유식을 안먹어서 고민인 엄마들], 긍정 텍스트 확률 : 57.20%"
"[ 또한 첫 이유식을 시작하는 아기들을 축하하기 위해 팜투베이비에서는 매월 분께 해피백을 증정하고 있답니다.개월 자녀를 둔 팜투베이비 회원은 누구나 신청할 수 있다고 하니 관심있으신 분들은 고고고◆팜투베이비 이유식 해피백 증정 이벤트 바로가기◆ ], 긍정 텍스트 확률 : 83.75%"
